file_in,title,journal,count_prereg,prereg_context,prereg_term_context
,,,,"andtheory, 2019, vol. 29, no. 4 633 experimental design was pre-registered at the aea rct registry3 and received ethics approval from rutgers university’s institutional review board. we chose to target facebook users who live in nyc because this allowed us to leverage local information about government funding of human service organi- zations (i.e., real food banks in nyc) in the experi- mental design. all ads included a donation appeal, encouraging facebook user",
,,,,"unded, or all food banks in nyc. as a secondary, though not pre-registered, measure, we analyze unique page views (i.e., the number of times people visited their assigned observatory web- page at least once) as provided by google analytics for the three web pages. we calculated the percentage of unique page views relative to the number of people who saw the ads at least once. this measure serves as a robustness check for our primary measure of interest as it prov",
10.1093_jopart_muy083,Reducing minority discrimination at the front line—combined survey and field experimental evidence,Journal of Public Administration Research and Theory,1,"c. batailler, a. r. birt, r. brand, et al. 2016. a multilab preregistered rep- lication of the ego-depletion effect. perspectives on psychological science 11(4): 546–73. hardin, curtis d., and mahzarin r. banaji. 2013. the nature of implicit preju- dice: implications for personal and public policy. in the behavioral foun- dations of public policy, ed. eldar shafir, 13–31. princeton: princeton univ. press. hemker, johannes, and anselm rink. 2017. multiple dimensi",
10.1093_pan_mps021,"Fishing, commitment, and communication: a proposal for comprehensive nonbinding research registration",Political Analysis,7,"response to the problem, but while the potential beneﬁts of preregistration of research designs are easily grasped there has been essentially no adoption of the practice by political scientists. moreover, even with agreement on registration authors’ note: our thanks to ali cirone, andy gelman, grant gordon, alan jacobs, ryan moore, and ferran elias moreno for helpful comments. our thanks to the population center at columbia for providing access to the high perfo",t could emerge from the real data. we then posted the “mock report” online and circulated it to the egap network of researchers and practitioners working in this area. what did we learn from the exercise? 4.1 loss of latitude drafting the “mock report” forced us to take early action on the plethora of small decisions that can provide the latitude for ﬁ
,,,,"al ﬁelds (de angelis et al. 2004) and requires some form of preregistration of research design. problem is located not in the reporting but in the inference; snooping, like data mining, may be a valuable way of undertaking analysis, and the challenge taken up by white is to assess not how to avoid snooping but when the results from snooping are reliable. 2 selective reporting does not necessarily induce bias. for example, if the conclusion of interest is a possi","ons. but, as we will argue below, a registration requirement need only create a distinction between pre-analysis and post-analysis hypotheses; it need not preclude post-analysis hypothesizing. thus, for example, in a study of health policy in oregon, finkelstein et al. (2010) implement a number of tests that were not originally included in their design—but the"
,,,,"the correct model has the following ﬁve elements: 1. scope: preregistration is adopted as a norm at least for all experimental and observational research that (a) claims to provide a test of a theory or hypothesis and (b) employs data not available to researchers at the time of registration; 2. comprehensiveness: preregistration of key tests should be comprehensive in the sense of providing full analysis plans, for example, in the form of mock tables or through ",
,,,,"earchers at the time of registration; 2. comprehensiveness: preregistration of key tests should be comprehensive in the sense of providing full analysis plans, for example, in the form of mock tables or through the submission of mock data and analysis code; interpretations of patterns of ﬁndings should be included in registration insofar as possible; 3. deviations: deviations from registered plans should not preclude publication but should be indicated by author",
,,,,"shers, a set of nonﬁsher researchers decides to comply with preregistered designs even though they believe they have a better method ex post. it is also possible that under such conditions ﬁshers too would seek to comply; in that case, although the nonﬁshers would be using suboptimal methods, the outcomes would be identical to those under a full compliance model. in short, given the changes in incentives that might result from registration, the results above sho",
,,,,"on mechanism rather than a commitment mechanism. a detailed preregistered design can provide a mechanism for researchers and readers to distinguish between three diﬀerent sorts of results: those that were executed according to predetermined speciﬁcations, those registered and that deviated on grounds that may be defended by researchers, and those that were not preregis- tered at all and for that reason should be interpreted as speculative. the middle category co",
,,,,"hat may be defended by researchers, and those that were not preregis- tered at all and for that reason should be interpreted as speculative. the middle category constitutes something of a gray zone in which analysis may stay true to the intent of the registered design but the defense of the details of implementation must be provided ex post rather than ex ante. this gray zone may be large and admit ambiguity, but at least with a registration procedure it will be",
10.1093_pan_mps033,Fisheries management,Political Analysis,11," course, we need an archive of null results, something that preregistration advocates believe will be available to the scientiﬁc community only after their recommendations have been implemented. i will address this in the conclusion. 3 credible counterfactuals both papers compare the merit of the preregistration regimes they advocate with a research regime in which an isolated single author (or team) engages in a practice that is fundamentally biased. in the hum","ter, and miguel (forthcoming) for an exemplary step in setting a new standard for what they call a “pre-analysis plan” (pap) that involved negotiations with funders, dated registration of specifications of the dependent variables and statistical models, and guidelines for handling deviations. to the extent that peer reviewers will expect similar care by future"
,,,,"edible counterfactuals both papers compare the merit of the preregistration regimes they advocate with a research regime in which an isolated single author (or team) engages in a practice that is fundamentally biased. in the humphreys et al. paper, the gains of registration are compared in simulations to the result of an investigator having no community oversight about model speciﬁcation, and therefore the preferred approach is not being compared with the status","lennerster, and edward miguel. forthcoming. reshaping institutions: evidence on aid impacts using a pre-analysis plan. quarterly journal of economics. gerber, alan s., and donald p. green. 2012. field experiments. new york: norton. 7 this would be impossible to enforce with data from field experiments, as the research community would not know if an uncomfortab"
,,,,"cientiﬁc community, what would stop them from loading their preregistration plans with theoretical justiﬁcations for every possible functional form? this of course would subvert the very purpose of the registration regime. or what is to stop an enterprising researcher from uploading replication data from a preregistered study that failed to correctly guess the set of covariates that would lend support to a theory and to publish the signiﬁcant results of data ana","published text gerber and green (2012) do not give sustained attention to the best procedures for a pre-analysis plan. in fact, in a few scattered mentions of the possibility for such planning, they celebrate the possibilities of fishing (p. 290) and make two suggestions that can correct for not using such a plan: (a) including difference-of-means estimates to"
,,,,"erprising researcher from uploading replication data from a preregistered study that failed to correctly guess the set of covariates that would lend support to a theory and to publish the signiﬁcant results of data analysis of the now publicly available data (a proced- ure, according to monogan, that should have looser registration rules)? the answer is a commu- nity of scholars willing to police, and this is the principal cavity in our enterprise that needs to ",
,,,," needs to be ﬁlled. 4 measuring the cost/benefit ratio of a preregistration regime the beneﬁts seem clear! our discipline suﬀers from model uncertainty: choosing the best model to test our hypotheses. the principal payoﬀ to preregistration is that any ex-ante model is unbiased, and the reader can be assured of this lack of bias through referral to a registration archive. i do not dispute this important argument, but only note that model uncertainty can also be r",
,,,,"e best model to test our hypotheses. the principal payoﬀ to preregistration is that any ex-ante model is unbiased, and the reader can be assured of this lack of bias through referral to a registration archive. i do not dispute this important argument, but only note that model uncertainty can also be reduced with robustness tests, increasingly demanded as supplementary material by peer reviewers in leading journals. the advantage of a single preregistered model w",
,,,,"er reviewers in leading journals. the advantage of a single preregistered model without robustness over a ﬁshing exped- ition in which a particular explanatory variable retains signiﬁcance across a range of speciﬁcations is not obvious. what about the costs? having commented on an initial draft of this commentary, donald green wrote that he saw some potential gain to preregistration, but could not see if it would make anyone worse oﬀ. given the incrementalist pr",
,,,,"tary, donald green wrote that he saw some potential gain to preregistration, but could not see if it would make anyone worse oﬀ. given the incrementalist proposals on which i am commenting, green’s point appears unimpeachable. however, i foresee costs that need to be reckoned. first, given my belief that it is the bolsheviks who make history, the mensheviki proposals (properly incremental, and fully cog- nizant of the costs) under review, if instituted, are like",
,,,," ﬁndings that do not meet the most rigorous (à la the fda) preregistration standards. second, to the extent that a radical ﬁsheries management regime is imposed, empiricists may be discouraged from the data exploration that many researchers report as the basis of their deepest insights. this would be especially the case if those researchers saw “reject” down the equilibrium path with the expectations that the median reviewer would “red line” experimental report",
,,,,"trate that in psychology false positives are rife, they see preregistration as a “nonsolution.” as simonsohn elaborates (personal communication), even in medicine “people change design, don’t report all variables, change number of participants, don’t post data or re- sults . . . etc. enforcement is just too costly.” furthermore, he points out, “i also think of science as a process of discovery . . . every paper i have [written] has some really interesting robust",
,,,,"ue on the most eﬃcient next step in transparency—and indeed preregistration might well be that step—that will deter bad practices while at the same time en- courage us to learn from our data. references boix, carles. 2011. democracy, development, and the international system. american political science review 105(4):809–28. boix, carles, and susan stokes. 2003. endogenous democratization. world politics 55:517–49. casey, katherine, rachel glennerster, and edward",
10.1093_pan_mps036,Comparing discrete distributions: survey validation and survey experiments,Political Analysis,1,"net by survey sampling international, a sampling ﬁrm with a preregistered sampling frame around the world, and yielded 7024 respondents. about 22% of the sample was directly aﬀected by either hurricane katrina or rita and evacuated. of these, 902 remained displaced from their homes a year after katrina, when our survey was taken. this “treatment” group is the target group in our continuing research on issues such as political table 3 distribution check rules: su",
10.1093_pan_mpu010,Measure for measure: an experimental test of online political media exposure,Political Analysis,4,"this type of question. given these questions, i derived and preregistered (humphreys et al. 2013)1 two hypotheses on their relative performance as benchmarked against the measure of true exposure, which is described further in the next section. first, sudman et al. (1996) argue that open-ended questions are useful for self-reporting of behavioral frequencies, an application closely related to the measurement of media exposure (es- pecially frequent media exposur",
,,,,"than samples found in 1 before analysis began, i uploaded a pre-registration document to my public academic web site: http://polisci.columbia. edu/files/polisci/u227/preregistrationdesigndocumentguess2013a.pdf. 2 the mturkr package by leeper (2013) proved useful for this step. andrew m. guess 62 downloaded from https://www.cambridge.org/core. australian national university, on 04 aug 2021 at 14:18:18, subject to the cambridge core terms of use, available at https",
,,,,"c web site: http://polisci.columbia. edu/files/polisci/u227/preregistrationdesigndocumentguess2013a.pdf. 2 the mturkr package by leeper (2013) proved useful for this step. andrew m. guess 62 downloaded from https://www.cambridge.org/core. australian national university, on 04 aug 2021 at 14:18:18, subject to the cambridge core terms of use, available at https://www.cambridge.org/core/terms. https://doi.org/10.1093/pan/mpu010 published lab experiments. for exampl",
,,,,"reported exposure measures. as expected, and conﬁrming both preregistered hypotheses, the open-ended condition causes signiﬁcantly less overreporting than the check-all question, and the yes/no question causes more. in terms of magnitudes, the coeﬃcient on the open-ended con- dition, –1.53, implies that the absolute level of overreporting (2.33 additional sites on average for the check-all condition) is reduced by two-thirds. the yes/no condition, in contrast, i",
10.1093_pan_mpv006,Underreporting in political science survey experiments: comparing questionnaires to published results,Political Analysis,4,"researchers fail to report and adjust for multiple testing. preregistration of studies and the requirement of preanalysis plans for publication are two proposed solutions to combat this problem. some have raised concerns that such changes in research practice may hinder inductive learning. however, without knowing the extent of underreporting, it is difficult to assess the costs and benefits of institutional reforms. this paper examines published survey experime","s fail to report and adjust for multiple testing. preregistration of studies and the requirement of preanalysis plans for publication are two proposed solutions to combat this problem. some have raised concerns that such changes in research practice may hinder inductive learning. however, without knowing the extent of underreporting, it is difficult to assess"
,,,," research transparency such as the requirement that authors preregister studies in advance of their execution and ﬁle extensive preanalysis plans (e.g., gerber and malhotra 2008; casey, glennerster, and author’s note: supplementary materials for this article are available on the political analysis web site. replication data are available on the dataverse site for this article, http://dx.doi.org/10.7910/dvn/28766. advance access publication march 24, 2015 politic","as the requirement that authors preregister studies in advance of their execution and ﬁle extensive preanalysis plans (e.g., gerber and malhotra 2008; casey, glennerster, and author’s note: supplementary materials for this article are available on the political analysis web site. replication data are available on the dataverse site for this article, http://dx"
,,,," then published eﬀect sizes are likely to be overestimated. preregistration of research protocols may help address selective reporting in studies by making them observable to the academic community. however, such proposals are unlikely to attenuate outcome and treatment reporting biases. this is consistent with research in the biomedical sciences that shows that published randomized trials continue to exclude negative outcomes or statistically insigniﬁcant resul","l. 2013; franco, malhotra, and simonovits 2014; miguel et al. 2014).1 despite some obvious beneﬁts, preanalysis plans have been criticized as potentially stiﬂing valuable inductive reasoning and learning from data (anderson 2013; laitin 2013). theoretically, this should not be a concern since preanalysis plans do not have to be binding: authors can report bot"
,,,,"ng, bacchetti, and bero 2008; moreno et al. 2009). although preregistration and replication archives may help identify these practices, the evidence presented here suggests that preanalysis plan requirements may be the most eﬀective mechanism for curtailing such research practices. at the same time, if the problem is largely due to editors’ and reviewers’ requests to “streamline” manuscripts, then preanalysis plans may have limited value. one potential solution "," learning from data (anderson 2013; laitin 2013). theoretically, this should not be a concern since preanalysis plans do not have to be binding: authors can report both the results of tests speciﬁed in the plan and inductive ﬁndings from exploratory analyses. the advantage is that the reader is aware of what was deductively predicted as well as the total numb"
,,,,,tice (via either shifting norms or institutional reforms) have costs and beneﬁts. a clear beneﬁt of preanalysis plans is the curbing of research practices that allow investigators to produce statistically signiﬁcant results through data mining. but the magni- tude of this beneﬁt—compared with the potential costs of stiﬂing induction—is unknown. one reason for
,,,,,"ta set that are characterized by underreporting. 1 recent examples of social science research using preanalysis plans include king et al. (2007), casey et al. (2012), and monogan (2013). after a new initiative, the journal cortex became the first psychology journal to review papers solely based on research design and prior to data collection (see chambers 201"
,,,,,"d replication archives may help identify these practices, the evidence presented here suggests that preanalysis plan requirements may be the most eﬀective mechanism for curtailing such research practices. at the same time, if the problem is largely due to editors’ and reviewers’ requests to “streamline” manuscripts, then preanalysis plans may have limited val"
,,,,,"if the problem is largely due to editors’ and reviewers’ requests to “streamline” manuscripts, then preanalysis plans may have limited value. one potential solution is to encourage authors to report the full set of analyses in online appendices and adjust standard errors for multiple testing, even if only a partial set of analyses are reported in the main tex"
,,,,,"achel glennerster, and edward miguel. 2012. reshaping institutions: evidence on aid impacts using a preanalysis plan. quarterly journal of economics 127:1755–1812. chambers, christopher d. 2013. registered reports: a new publishing initiative at cortex. cortex 49:609–10. chan, an-wen, and douglas g. altman. 2005. identifying outcome reporting bias in randomis"
10.1093_pan_mpv010,Editors' note,Political Analysis,1,"ent years, there has been considerable debate regarding the preregistration of research studies, including a symposium on research registration that appeared in volume 21, issue 1, of political analysis. in this letter, the authors analyze data from the “time-sharing 1 see http://www.oxfordjournals.org/our_journals/polana/for_authors/general.html. political analysis (2015) 23:157–158 doi:10.1093/pan/mpv010 published by oxford university press on behalf of the so",
10.1093_poq_nfaa008,"The (null) effects of clickbait headlines on polarization, trust, and learning",Public Opinion Quarterly,4,"affective polarization. the fol- lowing hypotheses were all preregistered.2 hypothesis 1 is essentially a replication of research suggesting that exposure to partisan media or campaigns increases affective polarization (iyengar, sood, and lelkes 2012; levendusky 2013). h1:  headlines that favor one party will positively impact affect toward that party. in the current experimental design, the republican president is the primary political actor mentioned in the h",aints about clickbait were what drove facebook to penalize it. our final hypothesis thus 2. https://egap.org/registration/3175. munger et al. 54 downloaded from https://academic.oup.com/poq/article/84/1/49/5827235 by the australian national university user on 26 august 2021 posits that partisan emotional clickbait will decrease trust in (online) media.
,,,," will reduce trust in (online) media. methods to test these preregistered hypotheses, we conducted two survey experiments, one using amazon’s mechanical turk and the other using subjects recruited using facebook advertisements. the survey instrument was designed to take around 10 minutes to complete, and contained an attention check and built-in delays to discourage respondents from giving low-quality answers. sampling and recruitment the mechanical turk sample ",
,,,,"ysis: mturk and facebook samples the above results were all preregistered, but we here present two additional tests that arose during the course of research. the first is the inclusion of an interaction term for partisan identification with the treatment conditions, for the models testing h1(a) and h1(b). partisan identification has repeatedly been shown to moderate media effects in contexts involving partisan affect, and we decided to test whether there were of",
,,,," complete data from a total of 2,911 respondents. using our preregistered code to analyze this data, we find null results. even a post hoc analysis of the data that confirms the replication of the well-known effects of partisan cues fails to find evidence of the effect of clickbait headlines. our confidence in these null results is heightened because they were ob- served in two separate populations. the first sample was recruited from amazon’s mechanical turk, a",
10.1093_poq_nfy003,Mobilizing sexism: the interaction of emotion and gender attitudes in the 2016 us presidential election,Public Opinion Quarterly,1,"hip were assessed 4. this study was originally designed and pre-registered as (egap id: 20160625aa) an experi- ment with an emotional manipulation very similar to the third study reported here. unfortunately, this study suffered from massive failure to treat problems. most subjects did not take seriously the emotional induction task. as a result, the results are analyzed as a simple cross-sectional estimate of the impact of sexism. a full discussion of this decis","deology and partisanship were assessed 4. this study was originally designed and pre-registered as (egap id: 20160625aa) an experi- ment with an emotional manipulation very similar to the third study reported here. unfortunately, this study suffered from massive failure to treat problems. most subjects did not take seriously the emotional induction tas"
10.1093_poq_nfz003,What do we measure when we measure affective polarization?,Public Opinion Quarterly,1,"ferees, and the editors for helpful comments. the study was preregistered with aspredicted.org as study #7041. *address correspondence to james n. druckman, northwestern university, scott hall, 601 university place, evanston, il 60208, usa; email: druckman@northwestern.edu. public opinion quarterly, vol. 83, no. 1, spring 2019, pp. 114–122 doi:10.1093/poq/nfz003 downloaded from https://academic.oup.com/poq/article/83/1/114/5486527 by library (hancock) user on 1","kes, the anonymous referees, and the editors for helpful comments. the study was preregistered with aspredicted.org as study #7041. *address correspondence to james n. druckman, northwestern university, scott hall, 601 university place, evanston, il 60208, usa; email: druckman@northwestern.edu. public opinion quarterly, vol. 83, no. 1, spring 2019, pp. 114–12"
10.1111_1475-6765.12334,The effects of populism as a social identity frame on persuasion and mobilisation: evidence from a 15‐country experiment,European Journal of Political Research,1,"sible explanations into account in their case selection and pre-registering their expectations. related, our study cannot shed light on the reasons why people feel relatively deprived, because these reasons may largely differ in the countries of investigation. however, our results do show that when individuals do feel deprived (for c  2019 the authors.european journal of political research published by john wiley & sons ltd on behalf of european consortium for p",
10.1111_1758-5899.12226,Regional normalization and national deviations: eu integration and transformations in europe's eastern periphery,Global Policy,1,"tic divergence in outcomes shaped lar- gely by variation in pre-regime change state–society set- tlements in different countries of the region. in countries where pre-1989 oppositional activism resulted in some form of political pluralism, like in poland, hungary or czechoslovakia, the regime change resulted in the insti- tutionalization of a pluralist political ﬁeld and a rapid economic transformation controlled by democratic poli- tics. at the other extreme, th",
10.1111_ajps.12063,"Election laws, mobilization, and turnout: the unanticipated consequences of election reform",American Journal of Political Science,1,", used by 18 states, allows early voting but still requires preregistration. we classify 11 states as having edr and another overlapping 11 having sdr. the sup- porting information provides more information on our coding of states. there are seven theoretically possible configurations of edr, sdr, and early voting: (1) edr alone, (2) sdr alone, (3) early voting alone, (4) edr and sdr, (5) edr and early voting, (6) sdr and early voting, or (7) all three. becauses",
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,223,"making young voters: the impact of preregistration on youth turnout john b. holbein duke university d. sunshine hillygus duke university recent research has cast doubt on the potential for various electoral reforms to increase voter turnout. in this article, we examine the effectiveness of preregistration laws, which allow young citizens to register before being eligible to vote. we use two empirical approaches to evaluate the impact of ",
,,,,"r turnout. in this article, we examine the effectiveness of preregistration laws, which allow young citizens to register before being eligible to vote. we use two empirical approaches to evaluate the impact of preregistration on youth turnout. first, we implement difference- in-difference and lag models to bracket the causal effect of preregistration implementation using the 2000–2012 current population survey. second, focusing on the state of florida, we levera",
,,,,". we use two empirical approaches to evaluate the impact of preregistration on youth turnout. first, we implement difference- in-difference and lag models to bracket the causal effect of preregistration implementation using the 2000–2012 current population survey. second, focusing on the state of florida, we leverage a discontinuity based on date of birth to estimate the effect of increased preregistration exposure on the turnout of young registrants. in both ap",
,,,,"n-difference and lag models to bracket the causal effect of preregistration implementation using the 2000–2012 current population survey. second, focusing on the state of florida, we leverage a discontinuity based on date of birth to estimate the effect of increased preregistration exposure on the turnout of young registrants. in both approaches, we find preregistration increases voter turnout, with equal effectiveness for various subgroups in the electorate. mo",
,,,," based on date of birth to estimate the effect of increased preregistration exposure on the turnout of young registrants. in both approaches, we find preregistration increases voter turnout, with equal effectiveness for various subgroups in the electorate. more broadly, observed patterns suggest that campaign context and supporting institutions may help to determine when and if electoral reforms are effective. e ven within federal constraints, there remains cons",
,,,,"e turnout of young registrants. in both approaches, we find preregistration increases voter turnout, with equal effectiveness for various subgroups in the electorate. more broadly, observed patterns suggest that campaign context and supporting institutions may help to determine when and if electoral reforms are effective. e ven within federal constraints, there remains considerable variation across states in the ease of voter registration. political scientists h",
,,,,"sentatives, 88% of republican members voted in favor of the preregistration bill in 2009; in 2013, 100% of republican members voted for its repeal in a bill instituting a number of additional voting restrictions. 2 see, for instance, “north carolina voter id law targets college students” in the huffington post (july 7, 2013) or “president obama may hit political turbulence in north carolina visit” in the washington post (january 14, 2014). depress political enga",
,,,,"orm that has nonetheless gained momentum in recent years is preregistration, whereby individuals younger than 18 are able to complete their registration application so that they are automatically added to the registration rolls once they come of age. preregistration laws have been implemented in a dozen states, debated in at least 19 others in the last 5 years, and proposed in the u.s. congress (2004). the policy is of particular salience and controversy in nort",
,,,,"ally added to the registration rolls once they come of age. preregistration laws have been implemented in a dozen states, debated in at least 19 others in the last 5 years, and proposed in the u.s. congress (2004). the policy is of particular salience and controversy in north carolina, where preregistration was implemented with wide bipar- tisan support in 2009 and then abruptly repealed 4 years later by a newly elected republican majority in the state legislatu",
,,,,"articular salience and controversy in north carolina, where preregistration was implemented with wide bipar- tisan support in 2009 and then abruptly repealed 4 years later by a newly elected republican majority in the state legislature.1 allegations swirled that the repeal was an at- tempttoimpedefutureturnoutamongyoungvoters,who had disproportionately voted democratic in the 2012 election.2 on both sides of the aisle, policy makers seemed to assume that preregi",
,,,,"oth sides of the aisle, policy makers seemed to assume that preregistration would increase youth american journal of political science, vol. 60, no. 2, april 2016, pp. 364–382 c 2015, midwest political science association doi: 10.1111/ajps.12177 364 making young voters 365 turnout; unfortunately, there have been no empirical evaluations of the effectiveness of preregistration laws. furthermore, recent scholarly research evaluating other electoral reforms offers",
,,,," have been no empirical evaluations of the effectiveness of preregistration laws. furthermore, recent scholarly research evaluating other electoral reforms offers a rather bleak outlook for the potential to increase citizen engagement through institutional changes. in this article, we estimate the causal effect of pre- registration on youth turnout using two complementary approaches. first, using a nationally representative, pooled cross-section from the 2000–20",
,,,,"ement this with lag models to create bracketed estimates of preregistration’s impact (angrist and pischke 2008; manski 1990). second, focusing on the state of florida, we leverage a discontinuity in preregis- tration rates based on date of birth, using fuzzy regression discontinuity models to estimate the effect of preregistra- tion on future turnout. whereas the first approach offers strong external validity, the second approach offers strong internal validity ",
,,,,"ing on the state of florida, we leverage a discontinuity in preregis- tration rates based on date of birth, using fuzzy regression discontinuity models to estimate the effect of preregistra- tion on future turnout. whereas the first approach offers strong external validity, the second approach offers strong internal validity as to the estimated effect of preregis- tration. in both approaches, we find that preregistration has positive and significant effects on y",
,,,,"y regression discontinuity models to estimate the effect of preregistra- tion on future turnout. whereas the first approach offers strong external validity, the second approach offers strong internal validity as to the estimated effect of preregis- tration. in both approaches, we find that preregistration has positive and significant effects on young voters’ participation rates. from the difference-in-difference model, we find that preregistration laws increased",
,,,,"fers strong internal validity as to the estimated effect of preregis- tration. in both approaches, we find that preregistration has positive and significant effects on young voters’ participation rates. from the difference-in-difference model, we find that preregistration laws increased turnout rates by 13%, with the lag model indicating a lower bound of 2%. from the regression discontinuity models, we find that, among those who comply by preregistering, voter t",
,,,,"fect of preregis- tration. in both approaches, we find that preregistration has positive and significant effects on young voters’ participation rates. from the difference-in-difference model, we find that preregistration laws increased turnout rates by 13%, with the lag model indicating a lower bound of 2%. from the regression discontinuity models, we find that, among those who comply by preregistering, voter turnout is about 8 percentage points higher than a co",
,,,,"ates. from the difference-in-difference model, we find that preregistration laws increased turnout rates by 13%, with the lag model indicating a lower bound of 2%. from the regression discontinuity models, we find that, among those who comply by preregistering, voter turnout is about 8 percentage points higher than a comparable control group. our analysis also finds that preregistration increases turnout across a variety of subgroups, including by gender, race, ",
,,,,"scontinuity models, we find that, among those who comply by preregistering, voter turnout is about 8 percentage points higher than a comparable control group. our analysis also finds that preregistration increases turnout across a variety of subgroups, including by gender, race, and party. most notably, preregistration is equally effective for democratic and republican registrants, with a net mobilization effect that actually slightly narrows the democratic adva",
,,,,"an a comparable control group. our analysis also finds that preregistration increases turnout across a variety of subgroups, including by gender, race, and party. most notably, preregistration is equally effective for democratic and republican registrants, with a net mobilization effect that actually slightly narrows the democratic advantage among young voters. beyond speaking to a timely policy debate, our results also offer a framework that helps to explain if",
,,,,"groups, including by gender, race, and party. most notably, preregistration is equally effective for democratic and republican registrants, with a net mobilization effect that actually slightly narrows the democratic advantage among young voters. beyond speaking to a timely policy debate, our results also offer a framework that helps to explain if and when electoral reforms might increase turnout. in contrast to other reforms, preregistration laws appear to leve",
,,,,"forms might increase turnout. in contrast to other reforms, preregistration laws appear to leverage the malleability of political interest by targeting young citizens when they are in school and during the increased excitement, motivation, and mobilization of political campaigns. these results suggest that contextual factors and supporting institutions play an important role in determining the potential for electoral reforms to increase civic engagement. backgro",
,,,,". politicians, journalists, and policy advocates argue that preregistration reforms will increase youth turnout by reducing these voting costs (cherry 2011). preregis- tration laws allow citizens younger than 18 to add their names to registration rolls before they are eligible to vote, for instance, when applying for a driver’s license.4 in introducing “the gateway to democracy act” in the u.s. house of representatives, congressman edward markey (d-ma) made such",
,,,,"youth turnout by reducing these voting costs (cherry 2011). preregis- tration laws allow citizens younger than 18 to add their names to registration rolls before they are eligible to vote, for instance, when applying for a driver’s license.4 in introducing “the gateway to democracy act” in the u.s. house of representatives, congressman edward markey (d-ma) made such an argument in his appeal for a countrywide preregistration law: “it is in the best interest of t",
,,,,d-ma) made such an argument in his appeal for a countrywide preregistration law: “it is in the best interest of the country to make it as easy as possible for the youth of our nation to go to the polls for the first time....[the gateway to democracy act] allows young people to take care of the paperwork ahead of time so that they don’t have anything standing in their way on election day”5 (u.s. congress 2004). despite the sanguine claims of preregistration propo,
,,,," day”5 (u.s. congress 2004). despite the sanguine claims of preregistration proponents, there have been few attempts to empirically evaluate the effectiveness of preregistration laws. in the one exception, mcdonald and thornburg (2010) find 3 youth turnout rates were drawn from the center for infor- mation and research on civic learning and engagement’s (circle) 2012 report on youth turnout: http://www.civicyouth. org/wpcontent/uploads/2013/05/circle˙2013fs˙yout",
,,,,"n few attempts to empirically evaluate the effectiveness of preregistration laws. in the one exception, mcdonald and thornburg (2010) find 3 youth turnout rates were drawn from the center for infor- mation and research on civic learning and engagement’s (circle) 2012 report on youth turnout: http://www.civicyouth. org/wpcontent/uploads/2013/05/circle˙2013fs˙youthvoting 2012final.pdf. 4 many states allow 17-year-olds who will turn 18 by election day to be added t",
,,,," and thornburg 2010), make the distinction between this and preregistration, which allows young people to register even if they will not be eligible in the next election. based on this distinction, georgia and iowa are not coded as preregistration law states in subsequent analyses. 5 the bill was not voted out of committee. senator bill nelson (d-fl) introduced a similar bill in the u.s. senate in 2008. 366 john b. holbein and d. sunshine hillygus higher turnout",
,,,,"ased on this distinction, georgia and iowa are not coded as preregistration law states in subsequent analyses. 5 the bill was not voted out of committee. senator bill nelson (d-fl) introduced a similar bill in the u.s. senate in 2008. 366 john b. holbein and d. sunshine hillygus higher turnout rates in florida and hawaii among those who preregistered compared to those who registered after they turned 18—preregistrants were 4.7% more likely to vote in the 2008 el",
,,,," higher turnout rates in florida and hawaii among those who preregistered compared to those who registered after they turned 18—preregistrants were 4.7% more likely to vote in the 2008 election than those who registered after they turned 18. although consistent with the claim that preregistration increases turnout, the findings are far from conclusive. looming is the issue of self-selection: individuals who are especially interested in politics might be both mor",
,,,,"tered compared to those who registered after they turned 18—preregistrants were 4.7% more likely to vote in the 2008 election than those who registered after they turned 18. although consistent with the claim that preregistration increases turnout, the findings are far from conclusive. looming is the issue of self-selection: individuals who are especially interested in politics might be both more likely to preregister and more likely to vote. if so, then any rel",
,,,,"ter they turned 18. although consistent with the claim that preregistration increases turnout, the findings are far from conclusive. looming is the issue of self-selection: individuals who are especially interested in politics might be both more likely to preregister and more likely to vote. if so, then any relationship between preregistration and turnout is spurious, an artifact of unobserved levels of political interest, motivation, or propensity to vote. inde",
,,,,"ecially interested in politics might be both more likely to preregister and more likely to vote. if so, then any relationship between preregistration and turnout is spurious, an artifact of unobserved levels of political interest, motivation, or propensity to vote. indeed, this is a key explanation offered for the null findings that have become so common in causal analyses of the impact of other electoral reforms (e.g., early voting, vote-by-mail, motor voter re",
,,,,"d more likely to vote. if so, then any relationship between preregistration and turnout is spurious, an artifact of unobserved levels of political interest, motivation, or propensity to vote. indeed, this is a key explanation offered for the null findings that have become so common in causal analyses of the impact of other electoral reforms (e.g., early voting, vote-by-mail, motor voter registration). although many classic observational works argued that burdens",
,,,,"). we contend, however, that there are distinct features of preregistration laws that should increase the likelihood the reform will be effective at increasing youth turnout. for a subset of the electorate, preregistration removes a barrier to participation when an individual is more likely to be interested in politics—during a political campaign (freedman, franz, and goldstein 2004). that is, 16-year-olds who might not be eligible to vote in an election can non",
