title,dataset_global_id
Engendering Bilateralism,10.7910/DVN/XL5659
Replication Data for: The impact of party cues on manual coding of political texts,10.7910/DVN/S2VOLH
Mobilizing Voters with Aggressive Metaphors,10.7910/DVN/QSGXZC
Replication Data for: Economic Perceptions and Electoral Choices: A Design-Based Approach,10.7910/DVN/BT7OZQ
Replication Data for: Immigration and Support for Social Policy. An Experimental Comparison of Universal and Means-Tested Programs,10.7910/DVN/8U4FFB
"Replication Data for: ""Scraping public co-occurrences for statistical network analysis of political elites""",10.7910/DVN/LYSP42
Replication Data for: International Migration and Military Intervention in Civil War,10.7910/DVN/OVOUAL
"Replication Data for: ""Are We Providing Enough to Those who have Too Little?  Measuring Poverty Relief""",10.7910/DVN/ZEKDIC
"Replication Data for ""Democracy For All: Conceptualizing and Measuring Egalitarian Democracy""",10.7910/DVN/Q0ROYU
Replication Data for: Analyzing Decision Records from Committees,10.7910/DVN/HEMHMH
Replication Data for: Comparing Dynamic Pies: A Strategy for Modeling Compositional Variables in Time and Space,10.7910/DVN/XHW4CB
Replication Data for: Bayesian versus maximum likelihood estimation of treatment effects in bivariate probit instrumental variable models,10.7910/DVN/GQQUQU
Replication data for Competing with the dragon: Employment effects of Chinese trade competition in 17 sectors across 18 OECD countries,10.7910/DVN/ZJDLGE
Replication Data for: How Does Media Influence Social Norms? Experimental Evidence on the Role of Common Knowledge,10.7910/DVN/YAIXFQ
Replication Data for: Elites Tweet to get Feet off the Streets: Measuring Regime Social Media Strategies During Protest,10.7910/DVN/AMYHNJ
Replication Data for: On the Dynamics of Ideological Identification: The Puzzle of Liberal Identification Decline,10.7910/DVN/V8D7KT
"Geography, Uncertainty, and Polarization",10.7910/DVN/Z7H44N
Replication Data for Government Instability and the State,10.7910/DVN/6WUWRB
Replication Data for: Generalizing from Survey Experiments Conducted on Mechanical Turk: A Replication Approach,10.7910/DVN/F1CFFM
"Replication Data for: Property Rights Regimes, Technological Innovation, and Foreign Direct Investment",10.7910/DVN/P5SZTR
Replication Data for: The Sensitivity of Sensitivity Analysis,10.7910/DVN/PBEOJZ
"Replication Data for Platforms, Portfolios, Policy: How Audience Costs Affect Social Welfare Policy in Multiparty Cabinets",10.7910/DVN/ULCSUG
Replication Data for: Modeling Related Processes with an Excess of Zeros,10.7910/DVN/ZWEA8L
"Replication Data for: Voter Uncertainty, Political Institutions, and Legislative Turnover",10.7910/DVN/1Q2Z92
Replication Data for: Is Political Knowledge Unique?,10.7910/DVN/GXUY81
Replication Data for: Improving the Interpretation of Fixed Effects Regression Results,10.7910/DVN/RLWSVJ
Replication Data for: Attitudes toward Economic Inequality: The Illusory Agreement,10.7910/DVN/GKMZHD
Replication Data for: The Prevalence and Severity of Underreporting Bias in Machine and Human Coded Data,10.7910/DVN/CFCZ2L
Replication Data for: Maps in People’s Heads: Assessing A New Measure of Context,10.7910/DVN/9XWGHN
Replication Data for: The Logic of Authoritarian Political Selection: Evidence from a Conjoint Experiment in China,10.7910/DVN/SLZ2OA
Understanding Equation Balance in Time Series Regression: An Extension,10.7910/DVN/MPI4MW
Replication Data for: Contested Ground: Disentangling Material and Symbolic Attachment to Disputed Territory,10.7910/DVN/INCWQN
Replication Data for: Simulating Duration Data for the Cox Model,10.7910/DVN/1YG7BI
The Fifty American States in Space and Time: Applying Conditionally Autoregressive Models,10.7910/DVN/XW1YYI
Replication Data for: Critical Events and Attitude Change: Support for Gun Control After Mass Shootings,10.7910/DVN/1SBYFJ
"Replication Data for: Recruiting Large Online Samples in the United States and India: Facebook, Mechanical Turk and Qualtrics",10.7910/DVN/K6PRPG
"Replication Data for: ""Lost in Space: Geolocation in Event Data""",10.7910/DVN/U4Q0FR
Replication Data for: The Electoral Costs of Policy Commitments,10.7910/DVN/KSQ3NG
Replication Data for: Social Democratic Representation and Welfare Spending: A Quantitative Case Study,10.7910/DVN/ZTXLHG
Replication Data for: Does Residential Sorting Explain Geographic Polarization?,10.7910/DVN/EH8ZMX
Replication Data for: Quota Sampling Using Facebook Advertisements,10.7910/DVN/XTXS4P
Replication Data for: Identifying Voter Preferences for Politicians' Personal Attributes: A Conjoint Experiment in Japan,10.7910/DVN/KCIADO
Replication Data for: Fixed Effects in Rare Events Data: A Penalized Maximum Likelihood Solution,10.7910/DVN/H7QR3Q
Replication Data for: Exploring Disagreement in Indicators of State Repression,10.7910/DVN/V5LB9K
Replication Data for:  A Textual Taylor Rule: Estimating Central Bank Preferences Combining Topic and Scaling Methods,10.7910/DVN/SGB8FE
Replication Data for: Causal Modeling with Multi-Value and Fuzzy-Set Coincidence Analysis,10.7910/DVN/YIEAF1
Replication Data for: Is it worth door-knocking? Evidence from a UK-based GOTV field experiment on the effect of party leaflets and canvass visits on voter turnout,10.7910/DVN/VEZ66S
Replication Data for: Jumping Ship or Jumping on the Bandwagon: When Do Local Politicians Support National Candidates?,10.7910/DVN/SDGTMU
Replication Data for: Information Credibility and Responses to Corruption: A Replication and Extension in Argentina,10.7910/DVN/4BPRUI
"Replication data for ""The political consequences of labour market dualization""",10.7910/DVN/BZI7CT
Replication Data for: Do Voters Prefer Gender Stereotypic Candidates? Evidence from a Conjoint Survey Experiment in Japan,10.7910/DVN/DOZCK5
Replication Data for: Do Elections Improve Constituency Responsiveness? Evidence from U.S. Cities,10.7910/DVN/QIBJBU
Replication Data for: Problems with Products? Control Strategies for Models with Interactive and Quadratic Effects.,10.7910/DVN/G9OYBD
Replication Data for: The Electoral Cycle Effect in Parliamentary Democracies,10.7910/DVN/BGPIWF
Replication Data for: The Motivational Basis of Constituency Work: How Intrinsic and Extrinsic Motivations Interact,10.7910/DVN/88MXJS
An Intra-party Account of Electoral System Choice,10.7910/DVN/HJJJPJ
Replication Data for: Labor market insecurity among the middle class - A new divide,10.7910/DVN/JWJQKW
Replication Data for: Dualization and Electoral Realignment,10.7910/DVN/TJWZCB
Replication Data for: When Experts Disagree: Response Aggregation and Its Consequences in Expert Surveys,10.7910/DVN/TJ5XMF
Replication Data for: Choices that Matter: Coalition Formation and Parties’ Ideological Reputations,10.7910/DVN/ECGSUB
"Replication Data for: ""Corpus-Based Dictionaries for Sentiment Analysis of Specialized Vocabularies""",10.7910/DVN/4EKHFM
Replication Data for: Following Through on an Intention to Vote: Present Bias and Turnout,10.7910/DVN/2HCGWN
Replication Data for: Spatial Interdependence and Instrumental Variable Models,10.7910/DVN/CZYUJH
Replication Data for: Automated Dictionary Generation for Political Event Coding,10.7910/DVN/N3Y3MF
Replication Data for: Voting for the Lesser Evil: Evidence from a Conjoint Experiment in Romania,10.7910/DVN/MJKCHZ
Replication Data for: Direct Democracy and Government Size: Evidence from Spain,10.7910/DVN/XDFN2E
Replication Data for: Fiscal Deficits and Executive Planning Horizons ,10.7910/DVN/4O1T56
Replication Data for: A Latent Variable Approach to Measuring and Explaining Peace Agreement Strength,10.7910/DVN/VUY8UI
Replication Data for: Missing the Target? Using Surveys to Validate Social Media Ad Targeting,10.7910/DVN/ICYNIF
Replication Data for: Interpretation: The Final Spatial Frontier,10.7910/DVN/RGDEET
 Replication Data for: Morelli Osnabrugge Vannoni 2018 Legislative Activity and Private Benefits: A Natural Experiment in New Zealand,10.7910/DVN/51RILE
Replication Data for: Spatial Tools for Case Selection: Using LISA Statistics to Design Mixed-Methods Research,10.7910/DVN/NNJXDY
Replication Data for: Measuring Networks in the Field,10.7910/DVN/THCWHJ
Replication Data for: Bridging Spatial and Saliency Theory: Party Size and Issue Selection in Campaigns,10.7910/DVN/INR9AQ
Replication Data for: Bridging the Pond: Measuring Policy Positions in the United States and Europe,10.7910/DVN/SBHNSW
Replication Data for: Wheeling and Dealing Behind Closed Doors: Estimating the Causal Effect of Transparency on Policy Evaluations Using a Survey Experiment,10.7910/DVN/GAPIQO
"Replication Data for: Between Strategy and Protest: How Policy Demand, Political Dissatisfaction and Strategic Incentives Matter for Far Right Voting",10.7910/DVN/V5AOXD
Replication Data for: Political Representation and Effects of Municipal Mergers,10.7910/DVN/SISHFP
"Replication Data for: Online Coders, Open Codebooks: New Opportunities for Content Analysis of Political Communication",10.7910/DVN/LWWGKY
Replication Materials for: Beyond the Breaking Point? Survey Satisficing in Conjoint Experiments,10.7910/DVN/JYC2TH
Are Election Results More Unpredictable? A Forecasting Test,10.7910/DVN/MJKDYS
Replication Data for: Historical State Stability and Economic Development in Europe,10.7910/DVN/LDBOSQ
Replication Data for: Policy over party: Comparing the effects of candidate ideology and party on affective polarization,10.7910/DVN/V7HWP4
Oil Income and the Personalization of Autocratic Politics,10.7910/DVN/0KL6JK
Globalization and Comparative Compositional Inequality,10.7910/DVN/PC6CQC
"Replication Data for: ""Fiscal Rules and Electoral Turnout""",10.7910/DVN/AAHT4H
The Latent Characteristics That Structure Autocratic Rule,10.7910/DVN/3BC21O
Replication Data for: How Gender Affects the Efficacy of Discussion as an Information Shortcut,10.7910/DVN/TIIHB8
"Replication Material for ""No Calm After the Storm -- Diaspora Influence on Bilateral Emergency Aid Flows""",10.7910/DVN/N3DFBE
Repressed Productive Potential and Revolt: Insights from an Insurgency in Burundi,10.7910/DVN/JGU9X5
Replication Data for: The Electoral Implications of Politically Irrelevant Cues under Demanding Electoral Systems,10.7910/DVN/2PTJJV
"Replication Data for: Quitting Globalization: Trade-Related Job Losses, Nationalism, and Resistance to FDI in the United States",10.7910/DVN/MUDDIH
Replication Data for Estimating subnational preferences across the European Union,10.7910/DVN/RHAXDD
Replication Data for: Comparative Politics and Causal Evaluation of Structural Reforms: The Case of the UK National Minimum Wage Introduction,10.7910/DVN/CSX1VL
Replication Data for: Statistical Inference for Multilayer Networks in Political Science,10.7910/DVN/X3586I
Replication Data for: Estimating Controlled Direct Effects through Marginal Structural Models,10.7910/DVN/J8SXIZ
Replication Data for: Political Cultures: Measuring Values Heterogeneity,10.7910/DVN/UAPATT
Estimating Logit Models with Small Samples,10.7910/DVN/6XS8Z1
Replication Data for Intra-Cabinet Politics and Fiscal Governance in Times of Austerity,10.7910/DVN/XTAEY9
"Replication data for ""Media with Reputational Concerns: Yes Men or Watchdogs?""",10.7910/DVN/9SJ50N
Replication Data for: Trade and Redistribution,10.7910/DVN/NFXS5Z
Replication Data for: It’s a (Coarsened Exact) Match! Non-Parametric Imputation of European Abstainers’ Vote,10.7910/DVN/2O2MA9
Replication Data for: Partisan Selective Exposure in Online News Consumption: Evidence from the 2016 Presidential Campaign,10.7910/DVN/DEGC9Q
Replication Data for: Descriptive Representation and Public Support for Supreme Court Nominees,10.7910/DVN/QFWIHD
Replication Data for: All Keynesians now? Public support for countercyclical government borrowing,10.7910/DVN/MUPGQM
Replication Data for: Campaign Finance Legislation and the Supply-Side of the Revolving Door,10.7910/DVN/RX1BGN
Replication Data for: How Valuable is a Legislative Seat? Incumbency Effects in the Argentine Chamber of Deputies,10.7910/DVN/IK3DGT
"Replication Data for: ""Estimating Crisis Signaling Games with Multiple Equilibria: Problems and Solutions""",10.7910/DVN/1JBNDC
Replication Data for: Using Screeners to Measure Respondent Attention on Self-Administered Surveys: Which Items and How Many?,10.7910/DVN/J2NDPP
The Shape of and Solutions to the MTurk Quality Crisis,10.7910/DVN/FQPO0E
"Replication Data for: Extreme Districts, Moderate Winners: Same-Party Challenges and Deterrence in Top-Two Primaries",10.7910/DVN/GOWSAQ
Replication Data for: Bringing party organization back in: A comparative analysis of party representation in Europeace this text with your study name as it appears in the journal article,10.7910/DVN/ATKH9K
Replication Data for: Endogenous Democracy: Causal Evidence from the Potato Productivity Shock in the Old World,10.7910/DVN/OZEQ77
Replication Data for: We Need to Go Deeper: Measuring Electoral Violence using Convolutional Neural Networks and Social Media,10.7910/DVN/KFVTMI
Replication Data for: Shared Interests Foster Interethnic Cooperation Among Politicians,10.7910/DVN/WMIMSW
Replication Data for:Estimating slim-majority effects in US state legislatures with a regression discontinuity design under local randomization assumptions,10.7910/DVN/UCW2RY
"Replication Data for: Rivals Within: Political Factions, Loyalty, and Elite Competition under Authoritarianism",10.7910/DVN/5EBK7S
Replication Data for: The Direct Election of Senators and the Emergence of the Modern Presidency,10.7910/DVN/M0WBEM
Replication Data for: Disproportionality in media representations of campaign negativity,10.7910/DVN/DF9UXB
Replication Data for: Longevity Returns to Political Office,10.7910/DVN/IBKYRX
Replication Data for: The Polarization Dynamics of Electoral Reforms,10.7910/DVN/JFZF0Y
Replication Data for: Defining Racial and Ethnic Context with Geolocation Data,10.7910/DVN/G3YJXY
Replication Data for: Voting at 16: Does Lowering the Voting Age Lead to More Political Engagement? Evidence from a quasi-experiment in the city of Ghent (Belgium),10.7910/DVN/J1FQW9
"Replication Data for ""Does Social Media Promote Civic Activism? A Field Experiment with a Civic Campaign""",10.7910/DVN/0BPVCH
"Replication Data for ""The Conditional Nature of Publication Bias: A Meta-Regression Analysis""",10.7910/DVN/RLGOKE
"Replication Data for ""Discrimination in Public Accommodations""",10.7910/DVN/WQEZKP
Replication Data for: Electoral Reforms and the Representativeness of Turnout,10.7910/DVN/LWXXAM
Replication Data for: A New Geography of Civil War: A Machine Learning Approach to Measuring the Zones of Armed Conflicts,10.7910/DVN/QUPNZI
Replication Data for: Analyzing the Cross-National Comparability of Party Positions on the Socio-cultural and EU Dimensions in Europe,10.7910/DVN/MIA6DY
Replication Data for: Authoritarian Media and Diversionary Threats: Lessons from Thirty Years of Syrian State Discourse,10.7910/DVN/VD7DDR
"Replication data for ""Political Alignment between Firms and Employees in the United States: Evidence from a new Dataset""",10.7910/DVN/PGGXDO
Replication Data for Betting on the Underdog The Influence of Social Networks on Vote Choice,10.7910/DVN/BFLOTT
Replication Data for: A Duration Estimator for a Continuous Time War of Attrition Game,10.7910/DVN/JJL5VP
Replication Data for: The Role of Affective Orientations in Promoting Perceived Polarization,10.7910/DVN/H6GG8O
"Replication Data for: ""Value Extremity Contributes to Affective Polarization in the U.S.""",10.7910/DVN/W01JL7
Do Natural Disasters Help the Environment? How Voters Respond and What That Means,10.7910/DVN/ITVLIK
"Replication Data for: ""Placebo Statements in List Experiments. Evidence from a Face-to-Face Survey in Singapore""",10.7910/DVN/S6B7SE
"Replication Data for: Islam, Gender Segregation, and Political Engagement: Evidence from an Experiment in Tunisia",10.7910/DVN/96QAB6
Replication Data for: Separation and Rare Events,10.7910/DVN/TFV3WH
Replication Data for: The Grapevine Effect in Sensitive Data Collection: Examining Response Patterns in Support for Violent Extremism,10.7910/DVN/XRP3IU
Replication Data for: Populism: Magnet or Deterrent?,10.7910/DVN/MYJDHS
Replication Data for: Beaten ballots: Political participation dynamics amidst police interventions,10.7910/DVN/ZDWMTH
Replication Data for: Transformed-Likelihood Estimators for Dynamic Panel Models with a Very Small T,10.7910/DVN/YIQKN8
Replication Data for: Follow the Majority? How Voters Coordinate Electoral Support to Secure Club Goods,10.7910/DVN/EDGO9P
Replication Data for: Justice for Sale: political crises and legal development,10.7910/DVN/IXMSQY
Replication Data for: Conventional and Unconventional Participation in Latin America: A Hierarchical Latent Class Approach,10.7910/DVN/4HLOZA
Replication Data for: A Tale of Two Peoples: Motivated Reasoning in the Aftermath of the Brexit Vote,10.7910/DVN/QQM5MC
Replication Data for: How Responsive is Trade Adjustment Assistance?,10.7910/DVN/C2QO6J
Replication Data for: Sidestepping Primary Reform: Political Action in Response to Institutional Change,10.7910/DVN/ELSUD0
Replication Data for: Economic Distress and Voting: Evidence from the Subprime Mortgage Crisis,10.7910/DVN/VYXB4B
Replication Data for: Are Voters too Afraid to Tackle Corruption? Survey and Experimental Evidence from Mexico,10.7910/DVN/333INW
Replication Data for: 'Backscratching in Banks: Political Cycles in Bank Manager Appointments.',10.7910/DVN/UX3QXW
Replication Data for: In Defense of a Divided Opposition: Programmatic Distribution and Ethnic Minor Party Support,10.7910/DVN/VGZHYO
Replication Data for: Complex Dependence in Foreign Direct Investment: Network Theory and Empirical Analysis,10.7910/DVN/UBRKHO
"Replication Data for: Retrospection, Fairness, and Economic Shocks: How Do Voters Judge Policy Responses to Natural Disasters?",10.7910/DVN/JRLYVN
"Replication Data for: Divided Government, Delegation, and Civil Service Reform",10.7910/DVN/C13Z0X
Replication Data for: Human or Not? Political Rhetoric and Foreign Policy Attitudes,10.7910/DVN/YRCBWS
Interest Group Lobbying and Partisan Polarization in the United States: 1999-2016,10.7910/DVN/RRC08M
Replication Data for: External Threat Environments and Individual Bias against Female Leaders,10.7910/DVN/GVKQQN
"Replication Data for: ""Strategic Government Communication About Performance""",10.7910/DVN/AJ7LEB
Replication Data for: The Durable Differential Deterrent Effects of Strict Photo Identification Laws,10.7910/DVN/IWR4HE
Replication Data for: City Limits to Partisan Polarization in the American Public,10.7910/DVN/JYKRGY
Replication Data for: How Transnational Party Alliances Influence National Parties' Policies,10.7910/DVN/3FPTQT
"Replication Data for: ""Greater Public Confidence in the United States Supreme Court Predicts More Jurisdiction Stripping""",10.7910/DVN/6OOPMR
Replication Data for: Do Campaign Contributions Buy Favorable Policies? Evidence from the Insurance Industry,10.7910/DVN/ZJ0KSH
Replication Data for: Backlash to Policy Decisions. How Citizens React to Immigrants’ Rights to Demonstrate,10.7910/DVN/NHSJMJ
Replication Data for Crisis Signaling: How Italy’s Coronavirus Lockdown Affected Incumbent Support in Other European Countries,10.7910/DVN/LIYJ78
Replication Data for: Gender and Policy Persuasion,10.7910/DVN/0RR0X7
Replication Data for: Hard Traveling: Unemployment and road infrastructure in the shadow of political conflict,10.7910/DVN/XACHFI
Replication Data for: Household Education Gaps and Gender Role Attitudes,10.7910/DVN/10MM4N
"Replication For: ""Surrounded and Threatened: How Neighborhood Composition Reduces Ethnic Voting Through Intimidation""",10.7910/DVN/BTZEW1
Replication Data for: The Effect of Drone Strikes on Civilian Communication: Evidence from Yemen,10.7910/DVN/E5IBHO
Replication Data for: Temperature and Outgroup Discrimination,10.7910/DVN/A7EDO3
"Replication Data for: Thin-skinned Leaders: Regime Legitimation, Protest Issues and Repression in Autocracies",10.7910/DVN/AWQUHZ
Replication Data for: Am I obliged to vote? A regression discontinuity analysis of compulsory voting with ill-informed voters,10.7910/DVN/Y5M9XR
Replication Data for The Supreme Court as an Electoral Issue: Evidence from Three Studies,10.7910/DVN/XCQVO7
Replication Data for: Partisan Media Effects Beyond One-Shot Experimental Designs,10.7910/DVN/SABH51
Perceived Beneficiaries and Support for the Globalization of Higher Education: A Survey Experiment on Attitudes toward International Students,10.7910/DVN/U7X47P
Replication Data for: The Diplomatic Burden of Pandemics: Lessons from Malaria,10.7910/DVN/HWJIS3
Replication Data for: Implementing Presidential Particularism: Bureaucracy and the Distribution of Federal Grants,10.7910/DVN/SDZK3Y
Are voters’ views about proportional outcomes shaped by partisan preferences? A survey experiment in the context of a real election,10.7910/DVN/IL8WSB
Replication Data for: Hypothesis Testing with Error Correction Models,10.7910/DVN/ESTHIJ
Replication Data for: How Corruption Investigations Undermine Regime Support: Evidence from China,10.7910/DVN/DBA7TB
"Replication Data for: ""Bargaining Outcomes and Success in EU Economic Governance Reforms""",10.7910/DVN/L6GKQJ
Replication Data for: How to Avoid Incorrect Inferences (While Gaining Correct Ones) in Dynamic Models,10.7910/DVN/VUHBTN
Replication Data for: Detecting True Relationships in Time Series Data with Different Orders of Integration,10.7910/DVN/JES2PO
"Replication Data for: When Growth is Not Enough: Inequality, Economic Gains, and Executive Approval",10.7910/DVN/VYW0UY
Replication Data for: How Government-Controlled Media Shifts Policy Attitudes through Framing,10.7910/DVN/LBLOVK
How Many Major U.S. Laws Delegate to Federal Agencies? (Almost) All of Them,10.7910/DVN/ZCLCPQ
Replication Data for: Misattributed Blame? Attitudes Towards Globalization in the Age of Automation,10.7910/DVN/DYVOPJ
"Estimating the Locations of Voters, Politicians, Policy Outcomes, and Status Quos on a Common Scale",10.7910/DVN/N0M2XG
Replication Data for: Politicians Unleashed? Political Communication on Twitter and in Parliament in Western Europe,10.7910/DVN/Q7FEAG
What’s in a Buzzword? A Systematic Review of the State of Populism Research in Political Science,10.7910/DVN/3UBYWY
Replication Data for: Estimating Latent Traits from Expert Surveys: An Analysis of Sensitivity to Data Generating Process,10.7910/DVN/RFSM4L
Replication Data for: Can Political Speech Foster Tolerance of Immigrants?,10.7910/DVN/W4KXN1
Detecting Anomalies in Data on Government Violence,10.7910/DVN/IDD1GQ
Replication Data for: Rallies around the Flag-Draped Coffins: The Electoral Effects of Security Force Casualties in Terror Attacks,10.7910/DVN/52X882
"Replication Data for: A Typology of Substitution: Weather, Armed Conflict, and Maritime Piracy",10.7910/DVN/MZP0GF
"Replication Simulation for ""Last Step to the Throne: The Conflict between Rulers and Their Successors""",10.7910/DVN/R6HTY4
"Replication Data for: Divisive Jobs: Three Facets of Risk, Precarity and Redistribution",10.7910/DVN/XBRMTW
Replication Data for: The Micro Task Market for Lemons: Data Quality on Amazon’s Mechanical Turk,10.7910/DVN/KF1LAK
Replication Data for: Can Citizens Guess How Other Citizens Voted Based on Demographic Characteristics?,10.7910/DVN/3OWF6C
Replication Data for: Evidence for the Irrelevance of Irrelevant Events,10.7910/DVN/POFVTT
Replication Data for: From principles to practice: Methods to increase the transparency of research ethics in violent contexts,10.7910/DVN/IYWW2F
Replication Data for: Taking Dyads Seriously,10.7910/DVN/Z6ASMM
Replication Data for: Back to ‘normal’: The short-lived impact of an online NGO campaign of government discrimination in Hungary,10.7910/DVN/KPSCLK
Replication Data for: Do Voters Want Domestic Politicians to Scrutinize the European Union?,10.7910/DVN/DXEZAM
"Replication Data for: ""Point Break: Using Machine Learning to Uncover a Critical Mass in Women's Representation""",10.7910/DVN/YVVKCH
Replication data for: Change Comes with Time,10.7910/DVN/KUE8ZX
Replication data for: Estimating Voter Registration Deadline Effects with Web Search Data,10.7910/DVN/28575
Replication data for: Changepoint Analysis of Binary and Ordinal Probit Models: An Application to Bank Rate Policy Under the Interwar Gold Standard,10.7910/DVN/K8FN9V
Replication data for: Uncertainty and Turnout,10.7910/DVN/ZUXL7C
Replication data for: Beyond LATE: Estimation of the Average Treatment Effect with an Instrumental Variable,10.7910/DVN/UCFNHX
Replication data for: Evaluating Sensitivity of Parameters of Interest to Measurement Invariance in Latent Variable Models,10.7910/DVN/H2BRR1
On Political Methodology,10.7910/DVN/4C5GJN
Replication data for: Voter Turnout and the National Election Studies,10.7910/DVN/GB1ROX
Replication data for: A Linear Poisson Autoregressive Model: The Poissson AR(p) Model,10.7910/DVN/O4PJRG
Replication data for: Estimating Free-Riding Behavior: The StratAM Model,10.7910/DVN/GIJFIK
Replication data for: What the Numbers Say: A Digit-Based Test for Election Fraud,10.7910/DVN/2PISVQ
Replication data for: Asking About Numbers: Why and How,10.7910/DVN/M3GYD0
Replication data for: Mixed Logit Models for Multiparty Elections,10.7910/DVN/PCPVWB
"Replication data for: Nonseparable Preferences, Measurement Error, and Unstable Survey Responses",10.7910/DVN/5TYA0H
Replication data for: Reliable Inference in Highly Stratified Contingency Tables: Using Latent Class Models as Density Estimators,10.7910/DVN/DBLESX
Replication data for: A Lot More to Do: The Sensitivity of Time-Series Cross-Section Analyses to Simple Alternative Specifications,10.7910/DVN/PNZI2S
Replication data for: Testing for Publication Bias in Political Science,10.7910/DVN/DQC9KV
Replication data for: Classification by Opinion Changing Behavior: A Mixture Model Approach,10.7910/DVN/PXM0ES
"Replication data for: Fishing, Commitment, and Communication",10.7910/DVN/PWU257
Replication data for: A Statistical Model for Party Systems Analysis,10.7910/DVN/HQ3I8K
Replication data for: New Empirical Strategies for the Study of Parliamentary Government Formation,10.7910/DVN/HJCPDK
Replication data for: Polarization and Ideology: Partisan Sources of Low-Dimensionality in Scaled Roll-Call Analyses,10.7910/DVN/23248
Replication data for: Does Survey Mode Still Matter? Findings From a 2010 Multi-Mode Comparison,10.7910/DVN/23025
Replication data for: Improving Predictions Using Ensemble Bayesian Model Averaging,10.7910/DVN/KLW6KY
Replication data for: Varying Responses to Common Shocks and Complex Cross-Sectional Dependence: Dynamic Multilevel Modeling with Multifactor Error Structures for Time-Series Cross-Sectional Data,10.7910/DVN/25430
"Replication data for: Institutional Context, Cognitive Resources and Party Attachments Across Democracies",10.7910/DVN/IGWWFE
An Errors-in-Variables Approach to Estimating Models with Small Area Data,10.7910/DVN/5DL20N
Replication data for: A Copula Approach to the Problem of Selection Bias in Models of Government Survival,10.7910/DVN/26966
Replication data for: Testing Theories of Congressional-Presidential Interaction with Veto Override Rates,10.7910/DVN/IVOFSM
Replication data for: Nonresponse and Mode Effects in Self and Interviewer Administered Surveys,10.7910/DVN/23773
Replication data for: The Coefficient of Party Influence,10.7910/DVN/BZZM2E
Replication data for: Separating the Wheat from the Chaff: Applications of Automated Document Classification Using Support Vector Machines,10.7910/DVN/23107
Replication data for: Subject Acquisition for Web-Based Surveys,10.7910/DVN/FKAQXS
Replication data for: Dynamic Panel Analysis Under Crosss-Sectional Dependence,10.7910/DVN/AX9NVH
Replication data for: Do Surveys Provide Representative or Whimsical Assessments of the Economy,10.7910/DVN/RXPLJ6
Replication data for: Interest Group Ratings and Regression Inconsistency,10.7910/DVN/X8MGC3
Replication data for: Influence without Bribes: A Non-Contracting Model of Campaign Giving and Policymaking,10.7910/DVN/Z90FRS
Replication data for: Macro Measures and Mechanics of Social Capital,10.7910/DVN/G4EH2B
Replication data for: Agenda Constrained Legislator Ideal Points and the Spatial Voting Model,10.7910/DVN/AIVBZQ
Replication data for: Exploring the performance of multilevel modeling and poststratification with Eurobarometer data,10.7910/DVN/29488
Replication data for: Measuring Transparency,10.7910/DVN/24274
Replication data for: A Seemingly Unrelated Regression Model for Analyzing Multiparty Elections,10.7910/DVN/WS0OLY
Replication data for: Model-based Clustering and Typologies in the Social Sciences,10.7910/DVN/VOSEXQ
Replication data for: Event Dependence and Heterogeneity in Duration Models: The Conditional Frailty Model,10.7910/DVN/S38FOU
Replication data for: Coder Reliability and Misclassification in the Human Coding of Party Manifestos,10.7910/DVN/4KJZJL
Replication data for: Authoritarianism in Black and White: Testing the Cross-Racial Validity of the Child Rearing Scale,10.7910/DVN/24094
Replication data for: A Bayesian Change Point Model for Historical Time Series Analysis,10.7910/DVN/KGAYVB
Replication data for: Analyzing Censored and Sample-Selected Data with Tobit and Heckit Models,10.7910/DVN/JDZ3P5
Bringing Converse Back In: Modeling Information Flow in Political Campaigns,10.7910/DVN/PJ7CVB
Replication data for: Comparing Discrete Distributions: Survey Validation and Experiments,10.7910/DVN/ECFTA0
Replication data for: Choice or circumstance? Adjusting measures of foreign policy similarity for chance agreement.,10.7910/DVN/HUPTER
Replication data for: Quantitative Leverage Through Qualitative Knowledge: Augmenting the Statistical Analysis of Complex Causes,10.7910/DVN/KVL45X
Replication data for: No Evidence on Directional Vs. Proximity Voting,10.7910/DVN/TS0UJQ
Replication data for: Looking Beyond Demographics: Panel Attrition in the ANES and GSS,10.7910/DVN/RRDHGR
"Replication data for: Reply to ""Shirking in the Contemporary Congress: A Reappraisal""",10.7910/DVN/BUNHD4
Replication data for: Estimating Dynamic Panel Data Models in Political Science,10.7910/DVN/CSYEPJ
Replication data for: Bias in Conditional and Unconditional Fixed Effects Logit Estimation,10.7910/DVN/QFNUJO
Replication data for: Estimating the Causal Effects of Social Interaction with Endogenous Networks,10.7910/DVN/LNAQQF
Replication data for: Simulating Models of Issue Voting,10.7910/DVN/09YAWL
Replication data for: Apples and Oranges? The Problem of Equivalence in Comparative Research,10.7910/DVN/TMWJYL
Replication data for: The Advent of Internet Surveys for Political Research: A Comparison of Telephone and Internet Samples,10.7910/DVN/SVYYAP
Replication data for: Dynamic Network Logistic Regression: A Logistic Choice Analysis of Inter- and Intra-group Blog Citation Dynamics in the 2004 US Presidential Election,10.7910/DVN/T7MJHV
"Replication data for: A Fast, Easy, & Efficient Estimator for Multiparty Electoral Data",10.7910/DVN/F06OSQ
Replication data for: Dynamic Models for Dynamic Theories: The Ins and Outs of Lagged Dependent Variables,10.7910/DVN/LJGY40
