file_in,*,**,***,95% CI,ANOVA,as-if randomisation,average causal effect,average component marginal effect,average treatment effect,Bayesian,bootstrap,bootstrapped,bootstrapping,coefficient,cohen's d,confidence interval,confounders,conjoint experiment,control,dataset,dependent variable,difference-in-differences,DV,estimation strategy,explanatory variable,F statistic,F-statistic,function,generalised linear model,heteroskedasticity,hierarchical model,independent variable,index,instrumental variable,intercept,IV,linear model,linear regression,log,logit,MANOVA,marginal effect,maximum likelihood,mean,median,missing data,model,model fit,multi-level model,multilevel model,multinomial,N =,n =,N=,n=,natural experiment,natural log,negative binomial,non-linear model,non-parametric regression,nonlinear model,nonparametric regression,novel data,novel dataset,OLS,ordinal,ordinary least squares,original data,original dataset,outcome variable,p < 0.001,p < 0.01,p < 0.05,p value,p-value,p<0.001,p<0.01,p<0.05,parameter estimate,parameters,point estimate,poisson,population,posterior probability,power analysis,predicted probability,predictor,preregister,preregistered,preregistration,probability,probit,quantitative,quasi-experimental,R2,regression,regression discontinuity,residual,residuals,response variable,robustness,robustness check,sample,sample size,simulation,standard deviation,Stata,statistical power,statistical significance,statistically significant,t model,t test,t-test,transformation,vignette experiment,β,Δ,Σ,σ
10.1017_pan.2019.49,0,0,0,0,0,0,0,0,0,137,0,0,0,2,0,1,0,0,3,9,0,0,1,0,0,0,0,17,0,0,1,0,0,0,2,2,0,0,45,3,0,0,4,21,0,0,208,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,7,13,0,0,11,10,0,2,2,0,0,0,34,2,0,0,0,0,0,0,0,0,2,0,7,1,4,1,0,0,0,0,1,0,0,0,0,109,0,18,0
10.1017_pan.2019.5,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,9,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,15,3,0,0,0,2,1,1,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,4,0,0,0,76,0,0,0,8,6,0,21,20,0,0,0,11,0,17,0,0,0,0,0,3,0,0,0,0,7,0,0,0
10.1017_pan.2019.6,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,91,0,5,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,28,0,0,0,0,4,4,0,19,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,3,1,6,1,0,0,0,0,19,4,0,0,0,0,0,0,0,0,0
10.1017_pan.2020.30,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1017_pan.2020.31,49,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,20,0,0,0,0,0,0,0,3,3,2,25,0,0,13,1,16,0,0,12,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,23,0,1,0,2,10,0,0,0,0,27,1,3,0,13,3,1,0,2,0,0,0,0,0,0,23,0,0,0
10.1017_psrm.2014.10,38,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,11,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
10.1017_psrm.2014.14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1017_psrm.2014.35,4,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,8,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1017_psrm.2014.37,510,171,134,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,0,2,0,0,3,2,2,0,7,0,1,0,18,1,0,0,0,8,9,0,56,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,0,0,7,3,0,0,0,11,0,0,0,0,5,0,0,0,0,6,3,1,0,7,0,2,0,0,0,4,0,0,0,0,3,0,0,6
10.1017_psrm.2014.4,287,97,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,4,0,14,4,0,0,0,3,0,0,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0
10.1017_psrm.2015.10,376,127,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,10,0,0,0,9,1,5,0,40,1,9,34,3,0,1,0,19,0,5,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,2,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,2,19,0,0,0,0,2,1,16,4,1,3,3,1,0,0,3,0,0,0,0,5,2,0,8
10.1017_psrm.2015.19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1017_psrm.2015.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10.1017_psrm.2015.38,2,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,5,0,4,0,33,0,11,0,0,4,0,0,0,0,1,0,1,1,0,0,8,0,0,0,1,19,2,0,103,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,8,0,0,5,0,0,0,0,0,0,0,0,1,10,0,0,10,1,0,0,2,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,14,1,19,1,0,0,0,0,2,0,0,4,0,30,0,2,30
10.1017_psrm.2015.53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,5,0,0,0,1,22,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
10.1017_psrm.2015.81,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,5,0,10,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,21,3,0,5,1,8,2,0,32,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,3,1,0,0,7,0,0,0,9,0,0,0,0,4,0,2,0,0,3,0,5,2,1,2,0,0,0,0,3,1,0,1,0,2,0,0,0
10.1017_psrm.2016.21,12,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,4,0,7,0,0,0,0,0,0,21,0,0,0,2,0,2,0,2,0,0,25,0,0,0,0,11,3,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,2,0,5,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,11,2,1,0,0,5,0,0,0,0,3,0,2,0,10,4,0,0,0,0,2,0,0,1,0,16,0,0,3
10.1017_psrm.2016.49,49,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,8,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
10.1017_psrm.2016.53,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,1,0,6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1017_psrm.2017.27,8,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,9,10,0,0,0,0,13,0,0,4,0,0,1,0,16,0,3,1,0,0,1,0,0,0,0,19,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,5,9,3,0,0,0,0,0,9,0,0,0,20,0,0,0,0,7,0,0,0,1,0,0,10,2,0,2,0,0,0,0,16,0,0,0,0,3,0,0,0
10.1017_psrm.2017.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1017_psrm.2019.23,225,73,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,8,0,0,0,6,0,0,3,0,0,0,4,7,0,0,7,0,0,24,0,0,0,0,18,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,12,0,1,0,0,2,0,0,0,0,9,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1017_s0002930000759604,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7,13,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,3,0,0,0,0,0,0,0,11,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
10.1017_s0007123410000098,129,45,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,0,2,4,2,0,0,0,0,1,1,0,0,4,2,0,12,2,0,0,0,6,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1017_s0007123411000032,106,35,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,14,0,0,1,1,0,0,2,0,0,0,12,0,0,0,0,0,0,60,37,0,0,0,11,13,0,68,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0
10.1017_s0007123411000287,185,58,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,16,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,1,0,85,0,0,2,0,11,0,0,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,2,0,0,0,2,0,3,1,0,0,0,4,0,2,1,0,0,0,0,5,0,0,0,0,6,4,0,0
10.1017_s0007123414000015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1017_s0007123414000301,255,84,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,13,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,20,0,0,1,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,5,5,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,0,0,0,3,2,0,0,0,0,2,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1017_s000712341400043x,96,40,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,1,0,0,0,2,6,0,0,0,0,0,11,0,0,0,0,3,0,0,11,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,5,0,0,0,0,0,0,0,1,1,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
10.1017_s0007123414000441,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,6,0,0,0,0,4,0,0,0,0,0,0,3,6,0,0,117,0,0,0,1,29,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,22,2,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0
10.1017_s0007123416000570,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,17,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,54,0,0,0,0,21,218,0,133,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,9,0,2,0,3,12,0,0,0,0,2,2,1,0,9,0,0,0,0,3,2,16,0,2,0,12,0,0,0
10.1017_s0007123417000072,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,3,5,0,13,0,0,0,0,2,0,0,0,1,4,0,2,0,0,0,17,0,0,2,0,11,0,0,28,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
10.1017_s0007123417000114,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
10.1017_s0007123417000163,132,44,34,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,44,18,10,0,1,0,0,0,0,8,0,0,0,2,1,0,9,3,0,0,30,3,0,0,0,11,0,0,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,3,3,0,1,1,1,1,0,0,0,0,4,0,0,2,2,0,0,0,5,0,2,0,0,12,0,0,0,0,7,1,16,0,1,4,0,0,0,0,1,1,0,2,0,4,0,0,0
10.1017_s0007123417000412,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,1,0,0,19,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1017_s0007123417000527,71,24,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,40,1,5,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,7,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0
10.1017_s0007123417000850,116,37,28,0,0,0,0,0,0,0,3,0,1,13,0,0,0,0,15,3,14,0,2,0,0,0,0,7,0,2,0,3,1,0,3,0,4,0,19,1,0,0,0,8,0,0,27,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,2,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,11,3,6,0,2,5,0,1,1,1,2,2,8,2,0,1,0,0,4,4,3,3,0,0,0,12,0,0,0
10.1017_s0007123418000418,89,27,23,0,0,0,0,0,1,0,0,0,0,2,0,6,0,0,24,5,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24,9,0,1,1,4,1,0,32,0,0,0,0,6,5,9,2,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,1,0,0,7,0,0,5,3,0,0,2,0,0,0,0,2
10.1017_s000712341800042x,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1017_s0007123418000467,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
10.1017_s0020818312000264,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,10
10.1017_s0020818315000144,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,53,0,0,0,0,1,0,0,89,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,25,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,26
10.1017_s0020818316000230,473,151,129,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,6,0,6,0,0,0,6,0,0,0,0,1,0,0,0,0,0,14,2,0,24,1,0,0,0,2,0,1,29,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,1,1,1,0,0,0,0,0,0,0,8,1,2,0,0,0,0,0,0
10.1017_s0020818317000182,79,27,17,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,2,0,14,0,0,0,0,0,0,5,0,0,0,11,1,0,0,2,0,0,17,0,0,2,1,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,41,0,0,0,0,0,0,0,42,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
10.1017_s0020818317000315,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,91,0,0,0,1,2,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,11,2,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0
10.1017_s0022381610000988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,51,0,0,0,0,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10.1017_s0022381610001015,92,42,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,17,0,0,0,1,22,6,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0
10.1017_s0022381611000296,120,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,7,2,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10.1017_s0022381611001575,165,53,36,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,9,1,18,0,4,1,0,0,0,0,0,0,0,5,1,0,0,2,0,0,9,0,0,0,0,7,4,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,10,8,0,0,0,2,0,0,0,0,3,2,7,1,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0
10.1017_s0022381611001794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1017_s0022381613001047,1086,372,309,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,28,0,7,0,0,0,0,0,0,9,0,0,0,3,6,0,0,4,1,0,67,22,0,0,0,4,0,1,30,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,9,0,0,1,0,0,1,3,0,28,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,8,0,17,0,0,0,0,0,1,1,3,0,0,2,0,0,0,0,0
10.1017_s0022381613001084,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,25,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
10.1017_s0043887111000104,137,43,20,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,24,0,10,0,1,0,1,0,0,3,0,1,0,1,3,0,0,0,0,0,8,1,0,0,0,2,0,2,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,10,0,0,2,1,0,0,0,4,0,0,0,4,1,0,1,1,0,1,0,22,5,0,0,0,0,0,11,3,0,0,0,0,10,11,0,0
