file_in,title,journal,count_prereg,prereg_context,prereg_term_context
"","","",,"","on sciences in the gsa (general services administration) and methods, director and board member for egap (evidence in governance and politics), and cofounder of research4impact and the center for advanced study in the behavioral sciences impact evaluation design lab for public policy. acknowledgments our thinking about evidence-informed public policy m"
"","","",,"","informa- tion, accountability, and cumulative learning. evidence in governance and politics. http://egap.org/ metaketa/metaketa-information-and-accountability evans jsbt. 2008. dual-processing accounts of reasoning, judgment, and social cognition. annu. rev. psychol. 59:255–78 evans jsbt, stanovich ke. 2013. dual-process theories of higher cognition: a"
"","","",,"nd of two experiments reported in lacour & green (2014) was preregistered, although lacour appears to have made a fraudulent effort to retroactively “pre”-register the first experiment (singal 2015). 3 lacour has not admitted fraud, but the evidence appears overwhelming. at the least, lacour did not make payments to survey respondents, as stated in the published article, and he did not receive funding from sources identified in the publication. for discussion of","erimental research. the inaugural metaketa initiative of the evidence in gov- ernance and politics (egap) group, undertaken in conjunction with the center on the politics of development (cpd) at the university of california, berkeley, is an example of coordinated experimental research. here, teams of researchers are funded to work in parallel on a pred"
"","","",,""," countries (https://www. socialscienceregistry.org), while the evidence in governance and politics (egap) registry has 178 designs registered since inception in march 2011 (http://egap.org/design-registration/registered-designs/). 15 see, e.g., political analysis, http://www.oxfordjournals.org/our_journals/polana/for_authors/general.html. 16 see preana"
"","","",,"","nance and politics (egap) registry has 178 designs registered since inception in march 2011 (http://egap.org/design-registration/registered-designs/). 15 see, e.g., political analysis, http://www.oxfordjournals.org/our_journals/polana/for_authors/general.html. 16 see preanalysis plans and amendments as protocol [87] 20140723aa at http://egap.org/design"
"","","",,"","itical analysis, http://www.oxfordjournals.org/our_journals/polana/for_authors/general.html. 16 see preanalysis plans and amendments as protocol [87] 20140723aa at http://egap.org/design-registration/registered- designs. www.annualreviews.org • what experiments cannot achieve s13 annu. rev. polit. sci. 2016.19:s1-s23. downloaded from www.annualreviews.org acc"
"","","",,"",authors/general.html. 16 see preanalysis plans and amendments as protocol [87] 20140723aa at http://egap.org/design-registration/registered- designs. www.annualreviews.org • what experiments cannot achieve s13 annu. rev. polit. sci. 2016.19:s1-s23. downloaded from www.annualreviews.org access provided by australian national university on 07/18/21. for
"","","",,"","e approach taken in the inaugural metaketa initiative of the evidence in gov- ernance and politics (egap; http://egap.org/metaketa) group, undertaken in conjunction with the center on the politics of development (cpd; http://cpd.berkeley.edu/initiatives/ egap-regranting) at the university of california, berkeley. in a pilot initiative, egap and the cpd"
"","","",,"","ken in the inaugural metaketa initiative of the evidence in gov- ernance and politics (egap; http://egap.org/metaketa) group, undertaken in conjunction with the center on the politics of development (cpd; http://cpd.berkeley.edu/initiatives/ egap-regranting) at the university of california, berkeley. in a pilot initiative, egap and the cpd partnered to"
"","","",,"","njunction with the center on the politics of development (cpd; http://cpd.berkeley.edu/initiatives/ egap-regranting) at the university of california, berkeley. in a pilot initiative, egap and the cpd partnered to fund coordinated field experiments in the substantive area of political ac- countability. specifically, egap first called for short “expressi"
"","","",,"","edu/initiatives/ egap-regranting) at the university of california, berkeley. in a pilot initiative, egap and the cpd partnered to fund coordinated field experiments in the substantive area of political ac- countability. specifically, egap first called for short “expressions of interest” from researchers to allow identification of a topical focus. the s"
"","","",,""," coordinated field experiments in the substantive area of political ac- countability. specifically, egap first called for short “expressions of interest” from researchers to allow identification of a topical focus. the second stage of the selection process requested project proposals related to this predefined theme. the metaketa selection committee pr"
"","","",,"","ade individual grants within the $150,000–$300,000 range. for a list of funded projects, see http://egap.org/ research/metaketa/metaketa-information-and-accountability. 19 for the meta-preanalysis plan, see protocol 127 at http://egap.org/design-registration/registered-designs. s16 dunning annu. rev. polit. sci. 2016.19:s1-s23. downloaded from www.annu"
"","","",,"","ts, see http://egap.org/ research/metaketa/metaketa-information-and-accountability. 19 for the meta-preanalysis plan, see protocol 127 at http://egap.org/design-registration/registered-designs. s16 dunning annu. rev. polit. sci. 2016.19:s1-s23. downloaded from www.annualreviews.org access provided by australian national university on 07/18/21. for personal us"
"","","",,"","taketa-information-and-accountability. 19 for the meta-preanalysis plan, see protocol 127 at http://egap.org/design-registration/registered-designs. s16 dunning annu. rev. polit. sci. 2016.19:s1-s23. downloaded from www.annualreviews.org access provided by australian national university on 07/18/21. for personal use only. pl19chs1-dunning ari 27 august"
"","","",,"","lt). disclosure statement the author is chair of the inaugural evidence in governance and politics (egap) metaketa selection committee and directs the center on the politics of development (cpd) at the university of california, berkeley, which administers grant funding associated with the metaketa initiative. he has not received financial compensation "
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,49,"ale for this pilot, expressly articulating the practices of preregistration and results-free review. we document the process of carrying out the special issue with a discussion of the three accepted papers, and critically evaluate the role of both preregistration and results-free review. our main conclusions are that results-free review encourages much greater attention to theory and research design, but that it raises thorny problems about how to anticipate and","in research. prominent examples include efforts by the evidence in governance and politics network (egap; www.egap.org), the berkeley initiative for transparency in the social sciences (bitss; www. bitss.org), a recent symposium on transparency in qualitative methods (moravcsik, 2014), and the recent data access and research transparency (dart) stateme"
"","","",,"e accepted papers, and critically evaluate the role of both preregistration and results-free review. our main conclusions are that results-free review encourages much greater attention to theory and research design, but that it raises thorny problems about how to anticipate and interpret null findings. we also observe that as currently practiced, results-free review has a particular affinity with experimental and cross-case 1university of texas at austin, tx, us","h. prominent examples include efforts by the evidence in governance and politics network (egap; www.egap.org), the berkeley initiative for transparency in the social sciences (bitss; www. bitss.org), a recent symposium on transparency in qualitative methods (moravcsik, 2014), and the recent data access and research transparency (dart) statement signed "
"","","",,"s, qualitative methods, results- free review, transparency, preregistration introduction in the past decade, political science has witnessed a growing movement for greater transparency in research. prominent examples include efforts by the evidence in governance and politics network (egap; www.egap.org), the berkeley initiative for transparency in the social sciences (bitss; www. bitss.org), a recent symposium on transparency in qualitative methods (moravcsik, 2","ries for research designs have been established by the evidence in governance and politics network (egap), the bitss, the american economicassociation’s randomized control trial (rct) registry, the registry for international development impact evaluations (ridie) reg- istry, and the center for open science’s open science framework, among others. the ex"
"","","",,"e statements about grant funding, compensation of subjects, preregistration of hypotheses, human subjects approval, and even the very data collection itself.3 second, what may have made this article espe- cially interesting in the first place was the massive size and persistence of the impact of gay canvasing on support for gay marriage that stood in sharp con- trast to nearly all existing studies on persuasion.4 our special issue has little to say about outrigh",could range from providing basic information about hypotheses and expected tests as with the basic egap preregistration option (http://egap.org/content/regis- tration) to extraordinarily detailed analysis plans and mock reports as in many of the designs posted to egap (http://egap.org/design-registrations). although there is substantial theorizing abo
"","","",,"nown the full set of data preparation operations conducted. preregistration as a solution to publication bias one possible way to increase transparency is through preregistration, which specifically requires that, prior to carrying out a study, scholars pro- vide details about the research design of the study, how the study’s data will be analyzed, as well as any potential conflict of interests with funders. findley et al. 1677 these registries record all studie","formation about hypotheses and expected tests as with the basic egap preregistration option (http://egap.org/content/regis- tration) to extraordinarily detailed analysis plans and mock reports as in many of the designs posted to egap (http://egap.org/design-registrations). although there is substantial theorizing about research transparency, there is v"
"","","",,"n bias one possible way to increase transparency is through preregistration, which specifically requires that, prior to carrying out a study, scholars pro- vide details about the research design of the study, how the study’s data will be analyzed, as well as any potential conflict of interests with funders. findley et al. 1677 these registries record all studies, including those that have been con- ducted and have not been submitted to journals. in this piece, w","on) to extraordinarily detailed analysis plans and mock reports as in many of the designs posted to egap (http://egap.org/design-registrations). although there is substantial theorizing about research transparency, there is very little empirical evaluation of actual preregistration practices. some scholars have begun to register their designs, but very"
"","","",,"bmitted to journals. in this piece, we focus on the role of preregistration for submitted studies. the field of medicine was the first to set up preregistration standards (de angelis et al., 2004). the process of establishing mandatory preregistration in medicine was not easy; indeed, significant opposition contributed to a number of false starts, which delayed the adoption of preregistration (dickersin & rennie, 2003). but it is now possible to trace most resea","rdinarily detailed analysis plans and mock reports as in many of the designs posted to egap (http://egap.org/design-registrations). although there is substantial theorizing about research transparency, there is very little empirical evaluation of actual preregistration practices. some scholars have begun to register their designs, but very few of those"
"","","",,"arency, there is very little empirical evaluation of actual preregistration practices. some scholars have begun to register their designs, but very few of those designs have been published in political science (see findley, nielson, & sharman, 2013, 2014, 2015; gottlieb, 2016; monogan, 2015 for additional examples). there are a few published examples in economics and psychology (e.g., casey, glennerster, & miguel, 2012) in quarterly journal of economics and the ","greater transparency in research. for example, see the evidence in governance and politics network (egap; www.egap.org) and the berkeley initiative for transparency in the social sciences (bitss; www.bitss.org). although there are varied objectives driving the shift toward greater transparency, one of the key motivations is to avoid publication bias, t"
"","","",,"l, 2012) in quarterly journal of economics and the landmark preregistered observational study by neumark (2001), but published results are not yet keeping pace with the growing interest in preregistration. 1678 comparative political studies 49(13) preregistration complements replication policies by setting standards for earlier phases of the research, including the full set of data preparation and analysis operations to be conducted, which should reduce data fis","ansparency in research. for example, see the evidence in governance and politics network (egap; www.egap.org) and the berkeley initiative for transparency in the social sciences (bitss; www.bitss.org). although there are varied objectives driving the shift toward greater transparency, one of the key motivations is to avoid publication bias, the result "
"","","",,"","16, 51-71. 866 comparative political studies 52(6) piñeiro, r., pérez, v., & rosenblatt, f. (2016). pre-analysis plan: the broad front: a mass-based leftist party in latin america: history, organization and resilience. retrieved from http://egap.org/registration/1989 piñeiro, r., & yaffé, j. (2004). el frente amplio por dentro. las fracciones frente- amplistas"
"","","",,"","s-based leftist party in latin america: history, organization and resilience. retrieved from http://egap.org/registration/1989 piñeiro, r., & yaffé, j. (2004). el frente amplio por dentro. las fracciones frente- amplistas 1971-1999 [the broad front from the inside. frenteamplista factions 1971-1999]. in j. lanzaro (ed.), la izquierda uruguaya entre la "
"","","",,"","h ethics committee (murec), and the uganda national council for science and technology (uncst). the preanalysis plans for the midline and endline phases of this study may be found at: http://egap.org/ registration/2207 and http://egap.org/registration/2580. declaration of conflicting interests the authors declared no potential conflicts of interest with respe"
"","","",,"","st). the preanalysis plans for the midline and endline phases of this study may be found at: http://egap.org/ registration/2207 and http://egap.org/registration/2580. declaration of conflicting interests the authors declared no potential conflicts of interest with respect to the research, authorship, and/or publication of this article. funding the auth"
"","","",,"","ine and endline phases of this study may be found at: http://egap.org/ registration/2207 and http://egap.org/registration/2580. declaration of conflicting interests the authors declared no potential conflicts of interest with respect to the research, authorship, and/or publication of this article. funding the authors disclosed receipt of the following "
"","","",,"","of domestic violence, abortion, and teacher absenteeism in rural uganda [paper presenta- tion]. the egap conference, yale university, new haven, ct, united states. greif, a., milgrom, p., & weingast, b. r. (1994). coordination, commitment, and enforcement: the case of the merchant guild. journal of political economy, 102(4), 745–776. gronholm, p. c., h"
10.1177_0010414020919927,Incentives for organizational participation: a recruitment experiment in mexico,Comparative Political Studies,1,"rganization. in line with olsonian expectations and our own preregistered hypotheses,3 we find the most consistent support for the promise of intermediation of excludable state benefits as an effective recruitment tool. under the control condition, 55.7% of respondents replied affirmatively to the declared interest measure and 27.3% to the behavioral measure, whereas under the treatment condition promising help in accessing government subsidies, these figures ar","ersity’s committee for protection of human subjects (irb protocol 17-0096 and mod 17-0096-01). 3. a pre-analysis plan was registered with egap (#20170809aa) and the aea rct registry (#aearctr-0002378) prior to data collection. 4. there is no satisfactory translation for “gestión” in english, so we use the spanish term throughout this article. hilgers (2018) de"
"","","",,"","uman subjects (irb protocol 17-0096 and mod 17-0096-01). 3. a pre-analysis plan was registered with egap (#20170809aa) and the aea rct registry (#aearctr-0002378) prior to data collection. 4. there is no satisfactory translation for “gestión” in english, so we use the spanish term throughout this article. hilgers (2018) defines gestión as “negotia- tio"
10.1177_0022002720918923,"Forecasting civil wars: theory and structure in an age of """"""""big data"""""""" and machine learning",Journal of Conflict Resolution,7,"ghest risk of civil war in the first half of the year, then preregistered that list with the evidence in governance and politics (egap) network.1 “true” prospective forecasting of this sort remains rare in the study of conflict. most conflict forecasting models are evaluated retrospectively through cross-validation or retrocasts of outcomes that have already been realized. blair and sambanis 1887 this leaves open the possibility of “fishing” for results—that is,"," first half of the year, then preregistered that list with the evidence in governance and politics (egap) network.1 “true” prospective forecasting of this sort remains rare in the study of conflict. most conflict forecasting models are evaluated retrospectively through cross-validation or retrocasts of outcomes that have already been realized. blair an"
"","","",,"rs measured through december 31, 2015. these forecasts were preregistered with the egap network to mitigate concerns about “fishing” for results (e.g., by retroactively adjusting our model parameters to improve performance).17 for compactness and ease of exposition, we report results for the 30 highest risk countries only, based on six-month forecasts from the escalation model. in raw terms, the risk of civil war in these countries ranges from a high of seven pe","6, using predictors measured through december 31, 2015. these forecasts were preregistered with the egap network to mitigate concerns about “fishing” for results (e.g., by retroactively adjusting our model parameters to improve performance).17 for compactness and ease of exposition, we report results for the 30 highest risk countries only, based on six"
"","","",,"cy of “true” forecasts for the first half of 2016, which we preregistered with the egap network in order to mitigate concerns about “fishing” for results. our theoretically driven model generates accurate forecasts, with base specifica- tion aucs of .82 and .85 over one- and six-month windows, respectively, and aucs as high as .92 in other specifications. our model also consistently and sometimes dramatically outperforms the alternatives we test. structural char","aluate the accuracy of “true” forecasts for the first half of 2016, which we preregistered with the egap network in order to mitigate concerns about “fishing” for results. our theoretically driven model generates accurate forecasts, with base specifica- tion aucs of .82 and .85 over one- and six-month windows, respectively, and aucs as high as .92 in o"
"","","",," this as a welcome trend though not a substitute for formal preregistration. 3. originally, these weights were defined by a panel of faculty members from the university of southern california; see goldstein (1992). 4. because south sudan did not exist as a country until after the end of our training set, we exclude it from our analysis. we do, however, include sudan. 5. specifically, sambanis (2004, 829-31) defines civil war as an armed conflict (1) that takes p","al supplemental material for this article is available online. blair and sambanis 1909 notes 1. our pre-analysis plan (pap) is available at https://egap.org/registration/1760. 2. the closest exception is beger, dorff, and ward (2016), who retrospectively evaluate forecasts of “irregular leadership change” in 2014 (though as best we can tell these forecasts wer"
"","","",,"that they used data through 2015 only and in that they were preregistered well before the end of the six-month test window. the list in table 3 also diverges slightly from the one we preregistered in order to ensure replicability after updates to icews. the dis- parities are small and inconsequential. in our pap, iran was ranked above thailand, rather than vice versa; niger was ranked above bangladesh, rather than vice versa; and blair and sambanis 1911 ghana an","ilable online. blair and sambanis 1909 notes 1. our pre-analysis plan (pap) is available at https://egap.org/registration/1760. 2. the closest exception is beger, dorff, and ward (2016), who retrospectively evaluate forecasts of “irregular leadership change” in 2014 (though as best we can tell these forecasts were not published in a publicly accessible"
"","","",,"","2019. “do women get fewer votes? no.” canadian journal of political science 52:201–10. doi:10.31235/osf.io/ sw8da. smith, eric, and richard fox. 2001. “the electoral fortunes of women candidates for congress.” political research quarterly 54 (1): 205–21. soroka, stuart. 2014. negativity in democratic politics: causes and consequences. cambridge: cambr"
10.1177_1478929920973524,Out-of-control covid-19 pandemic hampers the nationalism,Political Studies Review,3,"e government fails to address it thoroughly. we conducted a pre-registered mturk experiment (n=606) on 20 april 2020, in the united states—3months after the first confirmed case and weeks after the large-scale lockdown. results show that us subjects who were primed of the covid-19 in the united states significantly decreased their level of nationalism, especially among democrats. in contrast, the priming of “covid-19 in the world” has no effect. the negative impa"," design and implementation process. this study was pre-registered at open science framework https://osf.io/vx7zp/ before the implementation and was reviewed by unlv irb #1576540. declaration of conflicting interests the author(s) declared no potential conflicts of interest with respect to the research, authorship, and/or publica- tion of this article."
"","","",," difference in the outcome measures (0.24– 0.31 units). our preregistration plan is provided in the supplemental material. replication data is available from mann et al. (2020). results as specified in our preregistration plan, we test our hypoth- eses by examining the overall average treatment effect and the average treatment effect by partisanship, for each of four policy outcomes. we plot the average treatment effect as change in the mean response on the 5-po",ect is not statistically significant. 698 american politics research 48(6) plan was registered with egap prior to the research team accessing the survey data. replication data are available from dataverse (https://doi.org/10.7910/dvn/cdgxu2). declaration of conflicting interests the author(s) declared no potential conflicts of interest with respect to
"","","",,"",terial for this article is available online. notes 1. this exploratory question was not part of our preanalysis plan. 2. our preanalysis plan (“whatsapp with politics?!”) can be found following this link: https://osf.io/dcpt9/?view_only=be3eec2d76c140a6b6875731895359f4 431 vermeer et al. 3. one respondent was in the fourth grade of vwo. respondents in this wh
"","","",,"",s available online. notes 1. this exploratory question was not part of our preanalysis plan. 2. our preanalysis plan (“whatsapp with politics?!”) can be found following this link: https://osf.io/dcpt9/?view_only=be3eec2d76c140a6b6875731895359f4 431 vermeer et al. 3. one respondent was in the fourth grade of vwo. respondents in this whatsapp group (no. l23) di
"","","",,"",lan. 2. our preanalysis plan (“whatsapp with politics?!”) can be found following this link: https://osf.io/dcpt9/?view_only=be3eec2d76c140a6b6875731895359f4 431 vermeer et al. 3. one respondent was in the fourth grade of vwo. respondents in this whatsapp group (no. l23) did not know each other. we ran the same analyses with data includ- ing all respon
10.1177_1940161220952736,Visual priming and framing during the 2020 democratic presidential debates: electoral status predicts favorable camera treatment,The International Journal of Press/Politics,7,"nd-tier candidates randomly assigned to each night. in this preregistered study, we evaluate whether candidates are treated differently in the amount of camera time they receive (visual priming) and types of camera shots they appear in (visual framing) based on electoral status. we replicate a study of the initial two democratic and republican 2016 presidential primary debates for each party and that found the top-two candidates received substantially better vis","me in multicandidate shots (hypothesis 5 [h5]). research question this preregistered study (https://osf.io/qrkp7/) replicates stewart and colleagues’ (2019) study of total camera time and mean fixation time as measures of visual prim- ing, and one-shots, two-shots (combined split-screen and side-by-side), multicandi- date shots, and audience-shots as "
