file_in,title,journal,average marginal component effect,average treatment effect,carr.{20}exper,\bcausal\b,causal inference,choice experi...9,coefficient,condition,"conduct.{1,70}exper",confidence interval,joint analysis,joint experiment,control,control condition,control group,design,difference-in-differences,\beffect\b,estimator,"experi.{1,120}conduct",experi.{20}carri,"experi.{1,40}we","experi.{1,30}design","experiment.{1,10}design","experiment.{1,10}group","experiment.{1,10}manipul","experiment.{1,10}research",field experiment,"group.{1,10}treat",instrumental variable,interaction,internet experiment,intervention,"i{1,20}ran","i{1,20}random",lab experiment,laboratory experiment,likelihood estimator,list experim,list survey,manipulat,marginal means,maximum likelihood estimator,measure,mechanical turk,mturk,multilevel experiment,natural experiment,null result,\bols\b,"original.{1,10}experim",\bour\b,"our.{1,10}game","our.{1,20}experi","our.{1,30}find",p <,p =,p >,p<,p=,p>,participa,"participants.{1,30}assign",plot,polimetrix,post-test,posttest,pre-experiment,pre-test,predict,predicted probab,pretest,qualtrics,quasi-experi,random utility model,"random.{1,30}assign",randomi[sz]ed control trial,rct,rdd,recruit,"recruit.{1,20}participa","recruit.{1,20}respond","recruit.{1,20}subject",regression,respon,"respond.{1,10}were",review,sample size,simulat,statistical significance,statistically significant,"study.{1,20}experi",subject,"subject.{1,20}recruit",survey experi,systematic review,the experi,this experi,treatment effect,treatment group,thought experi,group experi,"use.{1,30}experi","using.{1,10}experiment","utili[sz].{1,70}exper",validity,vignette,vignette experiment,\bwe\b,"we.{1,150}experiment","we.{1,20}carr","we.{1,20}conduct","we.{1,20}design","we.{1,20}field","we.{1,20}find","we.{1,20}ran","we.{1,20}randomi","we.{1,20}recrui","we.{1,20}test","we.{1,40}design",yougov,µ,β,computation,regression discontinuity,discrete choice,cluster,choice experi...131,monte carlo,player,"experi.{1,10}condition","experi.{1,10}session",counterfact,count_experiment,exp_header,exp_sum,exp_avg,nchar
10.1093_ijpor_edt002,Measuring political participation—testing social desirability bias in a web-survey experiment,International Journal of Public Opinion Research,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,2,0,13,2,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,1,6,0,31,0,2,3,16,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,79,1,2,3,0,1,0,0,1,0,4,0,3,1,1,1,0,0,1,0,0,3,1,0,59,7,0,0,0,0,7,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,361,2.71428571428571,43297
10.1017_pan.2018.39,How cross-validation can go wrong and what to do about it,Political Analysis,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,18,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,2,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51,4,0,1,0,0,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,163,1.22556390977444,22193
10.1007_s11109-016-9375-3,"Disputed ownership: parties, issues, and traits in the minds of voters",Political Behavior,0,0,0,5,1,0,0,9,1,9,0,0,1,0,0,10,5,10,0,0,0,5,2,2,0,2,1,0,0,0,7,0,0,0,0,0,0,0,0,0,17,0,0,59,0,0,0,0,0,0,0,59,0,2,2,0,0,0,0,0,0,2,0,9,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,59,3,4,2,1,0,3,0,6,0,2,0,1,1,1,0,0,0,0,0,1,1,15,0,113,11,0,1,2,3,14,0,0,0,1,3,6,0,0,0,0,0,0,0,0,0,4,0,0,36,0,482,3.62406015037594,89046
10.1111_psj.12288,The role of pilot projects in urban climate change policy innovation,Policy Studies Journal,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,13,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,22,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,34,5,0,0,1,0,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,138,1.03759398496241,94821
10.1017_s0260210511000131,"Provincialising embedded liberalism: film, orientalism and the reconstruction of world order",Review of International Studies,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,33,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,34,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,128,0.962406015037594,104684
10.1017_psrm.2017.6,How campaigns enhance european issues voting during european parliament elections,Political Science Research and Methods,0,0,0,2,0,0,0,3,0,0,0,0,12,0,0,3,0,30,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,21,0,0,0,1,0,3,0,21,0,0,0,7,0,1,0,0,0,4,0,3,0,0,0,0,0,5,1,0,0,2,0,1,0,0,0,2,0,1,0,8,26,2,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,305,2.29323308270677,64753
10.1017_s1049096518000379,Ethics abroad: fieldwork in fragile and violent contexts,PS: Political Science \& Politics,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,4,0,0,0,1,0,0,0,0,0,0,1,6,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0,0,14,0,9,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,148,1.11278195488722,53171
10.1016_j.ejpoleco.2009.11.008,What ethics can learn from experimental economics — if anything,European Journal of Political Economy,0,0,0,2,0,0,0,6,0,0,0,0,3,0,0,1,0,1,0,0,0,7,0,0,0,0,1,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,9,0,1,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,6,0,0,0,0,0,2,0,0,0,6,1,0,0,1,0,2,0,0,2,0,0,54,9,0,0,0,0,0,2,0,0,0,0,0,0,23,0,0,0,0,0,0,2,0,0,0,68,1,237,1.78195488721805,64966
10.1016_j.ejpoleco.2015.09.004,"Choosing a future based on the past: institutions, behavior, and path dependence",European Journal of Political Economy,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,13,0,3,0,0,0,1,1,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51,1,4,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,142,2,0,0,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,0,28,0,0,0,20,0,305,2.29323308270677,82113
10.1093_jopart_muaa034,"Management, organizational performance, and task clarity: evidence from ghana's civil service",Journal of Public Administration Research and Theory,0,0,0,3,0,0,8,11,0,0,0,0,37,0,0,6,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48,0,0,0,0,0,3,0,89,0,0,8,0,1,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25,0,13,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,109,1,0,4,1,0,7,0,0,1,2,1,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,411,3.09022556390977,95475
10.1177_1065912916671829,From the constituent's eye,Political Research Quarterly,0,0,0,3,0,0,0,31,2,1,0,0,4,1,0,13,0,11,0,2,0,6,8,8,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,4,9,0,0,0,0,0,26,0,9,1,4,1,1,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,36,4,9,0,0,0,3,0,1,1,1,0,1,0,1,0,0,0,4,1,0,2,0,0,35,10,0,2,1,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,32,0,310,2.33082706766917,54684
10.1111_psj.12306,Cross‐coalition coordination in collaborative environmental governance processes,Policy Studies Journal,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,26,0,1,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,33,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,160,1.20300751879699,82822
10.1080_14747731.2010.493018,Latin america and the trans/national debate: a conversation piece,Globalizations,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,6,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,107,0.804511278195489,68499
10.1177_0022002710393922,An intercultural examination of cooperation in the commons,Journal of Conflict Resolution,0,0,0,0,0,0,10,1,1,0,0,0,12,0,0,6,0,6,0,3,0,16,1,1,0,1,0,3,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,77,1,18,1,4,0,0,0,0,0,47,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,5,0,0,0,1,0,5,0,0,0,12,1,0,0,0,0,1,1,0,0,0,0,104,30,0,4,1,0,4,6,1,0,3,1,0,0,0,0,0,0,0,0,0,28,0,1,0,62,0,471,3.54135338345865,55478
10.1016_j.polgeo.2020.102283,"Friends, neighbors, and sponsors in the 2016 french primary election. {Revisiting} a classical hypothesis from aggregated-level data",Political Geography,0,0,0,1,0,0,16,1,0,0,0,0,11,0,0,3,0,88,0,0,0,1,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,42,0,1,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,11,4,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,303,2.2781954887218,95528
10.1017_s000712341200021x,Is there a secret ballot? {Ballot} secrecy perceptions and their implications for voting behaviour,British Journal of Political Science,0,0,0,2,0,0,0,6,0,0,0,0,10,0,0,6,0,13,0,0,0,0,0,0,0,0,1,3,0,0,42,0,3,0,0,0,1,0,0,0,0,0,0,35,0,0,0,1,0,6,0,60,0,0,0,0,0,0,0,0,0,15,0,1,4,0,0,0,0,7,0,0,0,0,0,1,0,0,7,0,0,0,0,1,57,3,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,1,0,1,1,0,0,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,435,3.27067669172932,95745
10.1016_j.ejpoleco.2019.04.003,Evaluative voting or classical voting rules: does it make a difference? {Empirical} evidence for consensus among voting rules,European Journal of Political Economy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,53,0.398496240601504,46106
10.1177_1532673x10396310,Causality in political networks,American Politics Research,0,0,0,51,19,0,7,7,5,2,0,0,35,1,7,13,1,49,1,3,0,1,0,0,0,0,1,7,0,0,11,0,2,0,0,0,2,0,0,0,4,0,0,61,0,0,0,0,0,1,0,2,0,0,0,12,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,11,84,1,16,1,15,0,0,1,25,0,0,0,8,0,2,0,0,0,0,0,0,5,0,0,32,6,0,0,0,0,1,1,0,0,0,0,0,0,4,1,0,0,3,0,3,0,0,0,1,48,0,545,4.09774436090226,111958
10.1017_s0022381609990454,Mobilizing pasadena democrats: measuring the effects of partisan campaign contacts,The Journal of Politics,0,0,0,4,2,0,7,5,4,4,0,0,45,0,32,3,0,97,2,3,0,11,0,0,0,0,0,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,62,0,10,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,1,3,0,6,0,0,0,11,0,1,0,0,0,5,10,12,23,0,0,1,0,0,0,0,0,120,15,0,0,2,0,10,5,0,0,2,2,0,0,0,0,0,0,7,0,0,0,0,0,0,55,0,591,4.44360902255639,69636
10.1007_s11109-016-9374-4,Social influences on online political information search and evaluation,Political Behavior,0,0,0,0,0,0,3,26,0,1,0,0,29,7,13,12,0,18,0,0,0,2,4,4,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,38,0,0,1,3,0,0,0,0,0,0,114,0,5,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,15,5,0,0,0,0,3,0,0,0,3,0,0,3,2,7,0,4,0,2,0,0,0,101,0,0,0,6,0,0,14,0,0,0,0,0,1,0,0,99,11,1,1,2,0,13,9,0,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,618,4.64661654135338,65471
10.1007_s11127-017-0416-1,"Quadratic voting in the wild: real people, real votes",Public Choice,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,7,0,2,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,2,0,0,1,0,0,0,0,24,1,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,8,4,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,51,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,235,1.76691729323308,51052
10.1017_s0003055416000770,The {Behavioral} {Immune} {System} {Shapes} {Political} {Intuitions}: {Why} and {How} {Individual} {Differences} in {Disgust} {Sensitivity} {Underlie} {Opposition} to {Immigration,American Political Science Review,0,0,0,3,0,0,4,12,0,2,0,0,19,1,1,17,0,44,0,0,0,1,1,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,53,1,6,0,0,0,3,0,37,0,1,5,21,18,0,0,0,0,8,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,4,33,2,11,1,0,1,1,0,19,0,1,0,1,0,0,0,0,0,1,0,1,9,0,0,92,7,0,0,0,0,6,4,1,0,3,2,2,0,0,1,0,0,1,0,0,0,0,0,0,15,0,491,3.69172932330827,103218
10.1017_s0003055419000091,"Information {Provision}, {Voter} {Coordination}, and {Electoral} {Accountability}: {Evidence} from {Mexican} {Social} {Networks",American Political Science Review,0,0,0,0,0,0,0,9,0,0,0,0,45,0,0,6,0,39,0,2,0,3,0,0,0,0,0,5,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0,42,0,0,0,0,0,8,0,83,0,2,1,0,0,0,0,0,0,13,0,1,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,2,29,0,11,0,0,0,0,0,28,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,123,7,0,2,0,0,0,2,0,0,7,0,0,0,0,1,0,0,11,0,0,0,0,0,0,21,0,518,3.89473684210526,116712
10.1007_s11558-011-9108-7,"The united states congress and imf financing, 1944–2009",The Review of International Organizations,0,0,0,0,0,0,4,2,0,2,0,0,18,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,2,0,11,0,3,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,18,0,2,0,6,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,137,1.03007518796992,87821
10.1177_1065912916688110,How the flattened costs of grassroots lobbying affect legislator responsiveness,Political Research Quarterly,0,0,0,0,0,0,1,6,0,10,0,0,5,0,0,2,0,14,0,1,0,3,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,1,0,0,0,0,0,31,31,0,2,0,0,1,0,0,0,0,0,0,0,4,58,1,7,0,25,0,1,0,2,0,5,0,4,0,0,0,0,0,0,1,0,0,0,0,4,5,0,0,0,0,2,0,0,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,16,0,254,1.90977443609023,59404
10.1017_s1755773914000253,What wins public support? {Communicating} or obfuscating welfare state retrenchment,European Political Science Review,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,16,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,124,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,273,2.05263157894737,79410
10.1017_pan.2016.13,Two wrongs make a right: addressing underreporting in binary data from multiple sources,Political Analysis,0,0,0,3,1,0,1,14,0,0,0,0,3,0,0,3,0,17,62,0,0,7,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,3,0,0,0,0,3,16,0,0,0,0,0,0,0,78,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,5,1,31,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,112,10,0,0,0,0,4,0,0,0,0,0,0,0,51,0,0,0,5,0,2,0,5,0,0,23,0,512,3.84962406015038,69255
10.1111_j.1467-9221.2011.00823.x,Priming the sleeping giant: the dynamics of latino political identity and vote choice,Political Psychology,0,0,0,0,0,0,2,103,1,0,0,0,33,27,0,0,0,24,0,1,0,4,0,0,0,4,0,0,0,0,18,0,0,0,0,0,1,0,0,0,9,0,0,6,0,0,0,0,0,4,0,2,0,1,0,13,12,0,0,0,0,31,1,1,0,0,0,0,0,25,0,0,0,0,0,4,0,0,0,3,0,0,0,6,21,2,6,1,1,1,13,1,4,0,3,0,8,1,0,0,0,0,1,0,2,0,0,0,6,11,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,37,0,441,3.31578947368421,69798
10.1016_j.ejpoleco.2012.02.002,"Democracy, populism, and (un)bounded rationality",European Journal of Political Economy,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,42,0,0,2,0,6,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,132,1,0,0,0,0,6,3,0,0,0,0,0,0,69,0,0,0,0,0,0,14,0,0,0,11,0,348,2.61654135338346,86467
10.1111_j.1541-0072.2010.00390.x,Alphabetical listing of all yearbook entries,Policy Studies Journal,0,0,0,4,1,0,0,24,2,0,0,0,36,0,0,74,0,21,1,1,0,2,4,2,0,0,2,0,0,1,17,0,8,2,0,0,2,0,0,0,2,0,0,28,0,0,0,2,0,0,0,36,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,8,0,2,0,0,0,1,66,0,176,0,1,0,0,0,1,0,1,0,3,0,0,0,0,0,6,1,0,0,0,0,55,5,2,0,2,0,0,4,0,0,1,6,0,0,0,1,0,0,5,0,0,3,0,0,0,27,0,689,5.18045112781955,731726
10.1016_j.electstud.2018.03.005,A bayesian explanation for the effect of incumbency,Electoral Studies,0,0,0,0,0,0,0,13,1,0,0,0,8,0,6,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,3,2,0,0,0,0,0,1,0,1,0,5,0,0,5,0,0,0,0,0,0,0,0,51,3,0,1,2,0,0,0,0,0,0,3,2,0,0,0,2,0,1,0,0,0,0,0,6,12,0,197,1.4812030075188,90327
10.1093_isr_viy043,Contraria sunt complementa: global entanglement and the constitution of difference,International Studies Review,0,0,0,2,0,0,0,10,0,0,0,0,1,0,0,2,0,3,0,1,0,5,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1,0,0,32,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,10,0,0,0,0,0,14,0,0,0,9,1,0,0,3,0,1,0,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,185,1.39097744360902,101814
10.1093_poq_nfp091,Recruiting probability samples for a multi-mode research panel with internet and mail components,Public Opinion Quarterly,0,0,0,0,0,0,0,3,2,0,0,0,9,0,8,14,0,8,0,1,0,1,2,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,9,0,0,0,10,1,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,34,90,0,0,0,1,94,0,6,3,0,0,0,0,1,0,0,1,2,0,0,32,0,0,1,0,0,0,0,0,19,5,0,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,392,2.94736842105263,46649
10.1017_s1049096511001417,Experiencing psychological processes and understanding their implications,PS: Political Science \& Politics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,41,0.308270676691729,26493
10.1017_s0003055418000813,Does {Exposure} to the {Refugee} {Crisis} {Make} {Natives} {More} {Hostile}?,American Political Science Review,0,0,0,5,0,0,0,5,0,0,0,0,6,0,0,3,0,19,0,0,0,0,0,0,0,0,0,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,2,0,3,0,35,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,14,44,0,19,0,0,0,0,1,16,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,83,1,0,5,0,0,0,4,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,338,2.54135338345865,72750
10.1016_j.ejpoleco.2018.12.001,Electoral fraud and voter turnout: an experimental study,European Journal of Political Economy,0,0,0,1,0,0,0,43,1,0,0,0,12,0,0,11,0,0,0,1,0,8,3,3,0,0,0,1,0,0,3,0,20,0,0,1,10,0,0,0,2,0,0,3,0,0,0,3,0,0,0,89,1,7,0,10,31,0,0,0,0,62,0,0,0,0,0,0,0,30,0,0,0,0,0,4,0,0,0,2,0,0,0,13,11,0,0,1,0,0,0,0,21,1,0,0,41,1,0,0,0,0,0,0,0,1,0,0,136,32,0,1,0,0,0,1,0,1,4,1,0,0,0,0,1,0,9,0,0,2,0,2,0,99,1,642,4.82706766917293,84567
10.1017_s0003055419000819,From {Islamists} to {Muslim} {Democrats}: {The} {Case} of {Tunisia}�s {Ennahda,American Political Science Review,0,0,0,5,0,0,0,2,1,0,0,0,11,0,0,1,0,26,0,0,0,5,0,0,0,0,0,1,0,0,14,0,1,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,0,14,0,0,0,0,0,18,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,33,2,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,174,1.30827067669173,94307
10.1080_14494035.2019.1579505,Designing stakeholder learning dialogues for effective global governance,Policy and Society,0,0,0,21,0,0,0,5,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,31,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,220,1.65413533834586,112236
10.1007_s11109-017-9404-x,Presidents shaping public opinion in parliamentary democracies: a survey experiment in turkey,Political Behavior,0,4,0,4,2,0,4,15,0,0,0,0,18,11,2,7,0,12,0,3,0,8,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,1,0,65,0,14,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,7,56,1,5,0,0,0,3,0,0,0,10,0,1,0,6,1,0,0,0,1,0,1,1,0,72,13,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,378,2.84210526315789,71326
