file_in,title,context,doi
10.1177_0022002712468691,"Coevolutionary dynamics of cultural markers, parochial cooperation, and networks","al of conflict resolution 58(2) authors’ note all replication materials including the netlogo code, the data files, and supplementary documents are available at http://jcr.sagepub.com/content/by/supplemental-data. declaration of conflicting interests the author(s) declared no potential conflicts of interest with respect to the research, authorship, and/or publica",10.1177/0022002712468691
10.1177_0022002713478566,Tolerating threat? The independent effects of civil conflict on domestic political tolerance," am respon- sible for any errors that may remain. replication materials and the web appendix can be found at http://www.uri.edu/artsci/psc/hutchison.html declaration of conflicting interests the author(s) declared no potential conflicts of interest with respect to the research, authorship, and/or publication of ",10.1177/0022002713478566
10.1177_0022002713478792,Negative reciprocity in an environment of violent conflict,"ipants at passau university, germany, march 2009. replication material is available alongside the electronic version of this article at http://jcr.sagepub.com/. declaration of conflicting interests the author(s) declared no potential conflicts of interest with respect to the research, author- ship, and/or publication of this article. 558 ",10.1177/0022002713478792
10.1177_0022002713478794,"Dyadic trade, exit costs, and conflict","s anonymous reviewers for invaluable suggestions. replication data and do files are available at http://jcr.sagepub.com/. declaration of conflicting interests the author(s) declared no potential conflicts of interest with respect to the research, author- ship, and/or publication of this article. fund",10.1177/0022002713478794
10.1177_0022002713487317,What's in a claim? De jure versus de facto borders in interstate territorial disputes,", catherine yoon, and yuj- ing yue. author’s note replication data are available at http://jcr.sagepub.com/. declaration of conflicting interests the author(s) declared no potential conflicts of interest with respect to the research, author- ship, and/or publication of this article. fund",10.1177/0022002713487317
10.1177_0022002713487320,Teaching the enemy,"ees, for invalu- able suggestions on the project. replication data are available at http://jcr.sagepub.com/. declaration of conflicting interests the author(s) declared no potential conflicts of interest with respect to the research, authorship, and/or publication of this article. fundin",10.1177/0022002713487320
10.1177_0022002713498705,"Hawks, doves, and international cooperation","of this argument in the future. author’s note the replication data and an online appendix for this study are available at http://jcr.sagepub.com/. declaration of conflicting interests the author(s) declared no potential conflicts of interest with respect to the research, author- ship, and/or publication of this article. fund",10.1177/0022002713498705
10.1177_0022002713499720,Killing kony," author’s note all errors remain my own. data and replication files can be found at jcr website and the web address: https://github.com/mtiernay/killing-kony-replication. acknowledgment many thanks to alastair smith, michael gilligan, bruce bueno de mesquita, shanker satya- nath, bernd beber, as well as mackenzie cannif",10.1177/0022002713499720
10.1177_0022002713515400,Explaining violent intra-ethnic conflict,"n complex socio-economic systems’’ at eth zurich. replication data and code are available at: www.camberwarren.net. notes 1. an important exception is recent work by cunningham (2011) and cunningham, bakke, and seymour (2012), which uses a random sample of twenty-two separatist ethnic groups to e",10.1177/0022002713515400
10.1177_0022002713516845,The conflict trap revisited,"all the helpful comments, and for his mentorship. replication materials, and the online appendix are available on http://jcr.sagepub.com/. 2 1. introduction civil conflicts perpetuate themselves by changing in certain ways the societies experiencing them. these conflicts pull societies into a “conflict trap” by destr",10.1177/0022002713516845
10.1177_0022002713520534,"Geography, outcome, and casualties",the conflict level can be improved. author’s note replication materials to this article can be found online at http://jcr.sagepub.com/ supplemental. acknowledgment i would like to thank lars-erik cederman and camber warren for helpful comments on multiple versions of this article. elin arbin gave valuable linguist,10.1177/0022002713520534
10.1177_0022002714530431,On the accuracy of media-based conflict event data," set to be used for the purpose of this analysis. replication data are available from http://thedata.harvard.edu/ dvn/dv/nilsw. acknowledgment thanks to magnus öberg, jesse hammond, and participants at the ‘‘ethnicity and conflict’’ workshop at uppsala for comments and suggestions and to ",10.1177/0022002714530431
10.1177_0022002714535252,The changing nonlinear relationship between income and terrorism,ofited from comments from two anonymous referees. replication materials are available at the journal of conflict resolution website at http://jcr.sagepub.com/. acknowledgment the authors would like to thank aidan hathaway for his excellent research assistance. 220 journal of conflict resolution 60(2) declaration of conflicting interests ,10.1177/0022002714535252
10.1177_0022002714535431,The coevolution of trade agreement networks and democracy,erpinnings of a democratic society. authors’ note replication materials for this article are available at http://jcr.sagepub.com and at http://thedata.harvard.edu/dvn/dv/markmanger. remaining errors and omissions are the authors’ alone. acknowledgments the authors are grateful to tom snijders for advice on th,10.1177/0022002714535431
10.1177_0022002714553105,Unpacking territorial disputes,"igure 2 and included them in our online appendix. supplemental materials the online [appendices/data supplements/etc] are available at http://jcr.sagepub.com/supple- mental. replication files and the online appendices are available at jcr.sagepub.com and http://thedata.harvard.edu/dvn/dv/twrigh11. references bennett, d. scott. 2006. ‘‘to",10.1177/0022002714553105
10.1177_0022002714553106,Cues to coup plotters,"lso deserves further investigation. authors’ note replication material is available at: http://www.sv.uio.no/isv/personer/vit/torewig/. acknowledgment we would like to thank two anonymous reviewers, josé antonio cheibub, håvard hegre, carl henrik knutsen, nils b. weidmann, participants at ",10.1177/0022002714553106
10.1177_0022002715569770,Alliances as a necessary condition of multiparty wars,"rves increased empirical attention. authors’ note replication materials and supplementary appendix are available at https://sites.google.com/ site/ashlearundlett. acknowledgment our thanks to stephen chaudoin, jack s. levy, ashly townsen, three anonymous reviewers, and paul huth for valuable comments. of course, any re",10.1177/0022002715569770
10.1177_0022002715569773,Beyond zeroes and ones,"the dynamics of conflict intensity. authors’ note replication materials are available at https://thedata.harvard.edu/dvn/faces. acknowledgments we thank luke condra, raymond hicks, michael horowitz, sarah hummel, paul poast, burcu savun, scott schaefer, jacob shapiro, kathryn shaw, and john v",10.1177/0022002715569773
10.1177_0022002715576750,"True believers, deserters, and traitors","note all errors that remain are the authors’ own. replication materials are available at http:// jcr.sagepub.com/. authors’ names appear in alphabetical order. acknowledgment the authors thank anjali dayal, jesse driscoll, david edelstein, corinna jentzsch, desha m. girod, kelly greenhill, st",10.1177/0022002715576750
10.1177_0022002715600759,Imf programs and the risk of a coup d'�tat,", authorship, and/or publication of this article. supplemental material the supplemental materials are available at http://journals.sagepub.com/doi/suppl/10.1177/ 0022002715600759. notes 1. online appendices and replication materials can be found on the author’s personal web page. 2. a ‘‘leader’’ can represent a govern",10.1177/0022002715600759
10.1177_0022002715613139,International terrorism and the political survival of leaders,bilization. authors’ note the online appendix and replication materials are available at http://jcr.sagepub.com/ and www.johannpark.org. acknowledgments we are grateful to paul huth and three anonymous reviewers for their valuable comments and suggestions. we also thank joseph young and other,10.1177/0022002715613139
10.1177_0022002715620470,Mapping interstate territorial conflict,"portation, such as roads, rail, or pipelines. 14. replication data and code were obtained from http://jcr.sagepub.com/content/49/6/823/ suppl/dc1 (accessed august 15, 2014). simmons (2005) also reports effects of a variable for the presence and type of military alliance. this variable was not inclu",10.1177/0022002715620470
10.1177_0022002716631105,The impact of women legislators on humanitarian military interventions,"namic political processes. authors’ note data and replication files are available online at http://patrickshea.weebly.com/. please direct questions regarding replication to pshea@uh.edu. acknowledgments the authors thank sara angevine, kelly dittmar, ryan kennedy, justin kirkland, johanna luttre",10.1177/0022002716631105
10.1177_0022002716640899,Chipping away at the issues,"versity of chicago, ucla, and uppsala university. replication materials are available at http://jcr.sagepub.com/. acknowledgment i thank participants of various workshops as well as leonardo arriola, page fortna, jesse johnson, brett ashley leeds, peter lorentzen, aila matanock, alison post, ",10.1177/0022002716640899
10.1177_0022002716645656,When do states take the bait? State capacity and the provocation logic of terrorism,n 62(2) 9. all analyses performed using stata 13. replication data and do-file available at http:// bblankenship.weebly.com/. 10. odds ratios are obtained by raising each logistic coefficient by the exponential function (such that ecoef ¼ odds ratio). results replicated using odds ratios in plac,10.1177/0022002716645656
10.1177_0022002716656448,Evaluating conflict dynamics,"rformed using r 3.3.1 unless noted otherwise. our replication files are available on jcr’s website and both authors’ websites (www.benjamintjones.com, www.shawnakmetzger.com). acknowledgments we thank patrick brandt, bear braumoeller, jude hays, kelly kadera, eleonora mattiacci, cliff morgan, paul poast, and the participants of ",10.1177/0022002716656448
10.1177_0022002716669206,Managing resource-related conflict,"r’s note stata 12.0 was used to generate results. replication files are available at https://www.giga- hamburg.de/de/publikationen/forschungsdaten acknowledgments i would like to thank two anonymous reviewers and the editor for their highly insightful comments. matthias basedau, kai-uwe s",10.1177/0022002716669206
10.1177_0022002716669809,The influence of regional power distributions on interdependence,"requires careful consideration. author’s note all supplementary materials, including data, the appendix, and stata replication files, are available at www.ma-allen.com. acknowledgments i presented earlier iterations of this article at isa 2007, mpsa 2014, and wpsa 2015. i would like to thank benjamin fordham, david clark, michael mcdonald, julie vandus",10.1177/0022002716669809
10.1177_0022002717707239,War and default,"t to abstain from default. authors’ note data and replication files are available online at http://patrickshea.weebly.com/. please direct questions regarding replication to pshea@uh.edu. acknowledgments the authors thank the participants of the isa annual convention in atlanta, ga; the texas tri",10.1177/0022002717707239
10.1177_0022002717736109,Concessions or crackdown: how regime stability shapes democratic responses to hostage taking terrorism," stakes are higher for all parties. author’s note replication data for the empirical analyses are available at https://aslihansaygili.com. any errors are my own. acknowledgments i thank page fortna, jack snyder, baturalp torun, brian blankenship, participants at the 2014 annual isac-isss conference hosted by the i",10.1177/0022002717736109
10.1177_0022002718770507,A vote for freedom? The effects of partisan electoral interventions on regime type,"aining errors and omissions are the author’s own. replication materials for this article are available on the author’s website http://www.dovhlevin.com. acknowledgments for valuable comments and advice, the author wishes to thank arthur stein, barbara geddes, chad hazlett, christopher tausanovich, amelia haviland, john chin, andr",10.1177/0022002718770507
10.1177_0022002718770520,"Focal points, dissident calendars, and preemptive repression","ertainly within reach. author’s note all data and replication files are available at http://www.rorytruex.com/publications. [this version: wedmar 28 15:18:01 2018]. acknowledgments the authors would like to thank cameron ballard-rosa, mark beissinger, carles boix, sabine carey, christian ",10.1177/0022002718770520
10.1177_0022002718783236,Protecting workers abroad and industries at home: rights-based conditionality in trade preference programs,"um provided key insights into the us gsp process. replication data and code are available at http://www.laynamosley. unc.edu/research. declaration of conflicting interests the author(s) declared no potential conflicts of interest with respect to the research, author- ship, and/or publication of t",10.1177/0022002718783236
10.1177_0022002719864140,"Climatic stress, internal migration, and syrian civil war onset","ppendix and repli- cation material, including the underlying data, are available at the jcr replication website at http://jcr.sagepub.com/ acknowledgments the authors wish to thank joshua busby, peter jacques, matthew nanes, vally koubi, angela oels, justin schon, and todd smith for their helpful feedback in revising ",10.1177/0022002719864140
10.1177_0022002720907675,Comfortably numb: effects of prolonged media coverage,"or their input on this project. data availability replication data and supplemental material are available at http://jcr.sagepub.com. declaration of conflicting interests the author(s) declared no potential conflicts of interest with respect to the research, author- ship, and/or publication of this article. fundi",10.1177/0022002720907675
10.1177_0022002720923400,"Drought, resilience, and support for violence: household survey evidence from dr congo","necessarily reflect the views or policies of fao. replication material will be posted online alongside the article on http://jcr.sagepub.com/. acknowledgments we thank three anonymous reviewers, geoffrey dabelko, yannick pengl, and ralph sund- berg, and participants in the research paper seminar at the department of peac",10.1177/0022002720923400
10.1177_0022002720964952,At war and at home: the consequences of us women combat casualties,"ments throughout the development of this project. replication data and supplemental material are available at http:// jcr.sagepub.com. declaration of conflicting interests the author(s) declared no potential conflicts of interest with respect to the research, author- ship, and/or publication of this article. fund",10.1177/0022002720964952
10.1177_0022002720983409,Civil war and female empowerment,"iewers and the editors at jcr for their comments. replication data and supplemental material are available at https://www.prio.org/data/replication-data/. declaration of conflicting interests the author(s) declared no potential conflicts of interest with respect to the research, author- ship, and/or publication o",10.1177/0022002720983409
10.1177_0022343310396112,Origins of the palestinian refugee problem: changes in the historical memory of israelis/jews 1949-2004," occurrences. 244 journal of peace research 48(2) replication data all replication files are available on-line at http://www. prio.no/jpr/datasets. acknowledgements this article is part of a larger project, ending in mid-2010, which explores the way seven main institutions in israel, between 1949 and 2004, presented ",10.1177/0022343310396112
10.1177_0022343311406156,Venezuela and military expenditure data,"is that relies on global cross-national datasets. replication data replication data are available at http://www.prio.no/jpr/ datasets.asp. acknowledgements the author wishes to gratefully acknowledge comments and advice given by målfrid braut-hegghammer, michael brzoska, robert keohane, daniel kliman, jo",10.1177/0022343311406156
10.1177_0022343311406305,Foreign military intervention and women's rights,"en’s rights(3) 0.225 0!1 0.000 (100%) peksen 465 replication data stata replication data and do-file can be found at http://www.prio.no/jpr/datasets. acknowledgements i would like to thank jane k cramer, a cooper drury, nils petter gleditsch, marie olson lounsbery, jerome venteicher, and three anonymous reviewers of jpr",10.1177/0022343311406305
10.1177_0022343311406571,Bullets and votes: public opinion and terrorist strategies,"ibility of the terror- ists’ strategy as a whole. replication data the data replication files for this article can be found at http://www.prio.no/jpr/datasets. acknowledgements the author wishes to thank nancy bermeo, geoffrey evans, francisco herreros, julián santamarı́a and three anonymous reviewers for their useful comments. ",10.1177/0022343311406571
10.1177_0022343311427575,Climate change and security in the israeli�palestinian context,"irect effect on the israeli–palestinian conflict. replication data the replication data for this article can be found at http://www.prio.no/jpr/datasets. acknowledgements the inputs of participants in an international workshop held as part of this study in geneva, and of amos bein, amer marai, sand salahout, richard laster,",10.1177/0022343311427575
10.1177_0022343317718773,"Organized violence, 1989�2016","the ucdp conflict encyclopedia at www.ucdp.uu.se. replication data for this article can be found both at http://ucdp.uu.se/downloads/ and https:// www.prio.org/jpr/datasets/. acknowledgements numerous colleagues in uppsala have contributed to the data collection, notably simon pierre boulanger martel, mihai ",10.1177/0022343317718773
10.1177_0022343317750464,Dynamics of internal resettlement during civil war,"at forced them to seek refuge in the first place. replication data all the replication files, as well as the online appendix, are available at https://www.prio.org/jpr/datasets/ and https://www.laiabalcells.com. acknowledgements the author would like to thank chong cheng and spen- cer dorsey (duke university) for superb research assis- tance. th",10.1177/0022343317750464
10.1177_0022343318759411,Days of rage," violent and nonviolent actions around the world. replication the dataset, codebook, and do-files for this article can be downloaded from http://www.prio.org/jpr/datasets. all analysis was conducted using stata 13. the navco v3.0 data is also available for download at www.navcodata.com. acknowledgments the authors gratefully acknowledge fin",10.1177/0022343318759411
10.1177_0022343320962157,Views2020: revising and evaluating the views political violence early-warning system,"med conflict occurs, and how it can be prevented. replication data replication data and datasets with detailed predictions are available at https://views.pcr.uu.se/download/datasets/ views_replication_jpr2020.zip, along with six online appendices detailing our infrastructure (a), models at the cm (b) and pgm (c) levels, evaluation (d), our pu",10.1177/0022343320962157
10.1177_00223433211026126,"Organized violence 1989�2020, with a special emphasis on syria","he ucdp conflict encyclopedia at www.ucdp.uu.se/. replication data for this article can be found both at http://ucdp.uu.se/downloads/ and https://www.prio.org/jpr/datasets/. authors’ notes the data for all three categories included in organized violence go back to 1989; for state-based armed conflict, they e",10.1177/00223433211026126
10.1177_0192512112457195,Changing the rules of the game: determinants of successful electoral system change in central and eastern europe,"of democracy at leuphana university, lüneburg. 7. supplementary data files are available for consultation and replication at http://ips.sagepub.com/ references ashworth tr and ashworth hpc (1901) proportional representation applied to party government: a new electoral system. london: swan sonnenschein. benoit k (2004) models of",10.1177/0192512112457195
10.1177_0192512113485333,Competing risks and deposit insurance governance convergence,"s. they are summarized in table 1. note that full replication data and code for all analyses shown can be found at http://christophergandrud.github.com/di-governance/data.html. before discussing the results, i want to note further alterations that were made as the result of numerous robustness checks. ideally, the ana",10.1177/0192512113485333
10.1177_0192512113485333,Competing risks and deposit insurance governance convergence,"cle was presented at the 2011 kpsaworld congress. replication data and code can be found at the following url: http://christophergandrud.github.com/di-governance/data.html. 1. central bank control is treated as distinct. it can be independent, but also tends to be a well-established institution with significant fi",10.1177/0192512113485333
10.1177_0192512114535451,"Regime type, international migration, and the politics of dual citizenship toleration","a country of origin to a country of residence. 2. replication data will be available at: http://politicalscience.cos.ucf.edu/people/mirilovic-nikola/. 3. i focus on stock data partly because measures of emigrant outflows are often lacking (gamlen, 2010). in substantive terms, the focus on sto",10.1177/0192512114535451
10.1177_0192512116668858,When rotten apples spoil the ballot: the conditional effect of corruption charges on parties' vote shares,"esents relevant commonalities. 3. the dataset and replication materials are available at http://andreaceron.com. 4. in the multilevel model our dependent variable is the gain/loss in each district, while we include the gain/loss at the national level among the independent variables. the analy",10.1177/0192512116668858
10.1177_0192512116677587,Local�national political trust patterns: why china is an exception,"na and for other asian countries. appendix 3 (see supplementary material at http://ips.sagepub.com) replicates the china model in table 3 for each specific asian society. while the political control variables all have large effects in the chinese context, their effects, with some",10.1177/0192512116677587
10.1177_0192512117697544,"Strong states, weak elections? How state capacity in authoritarian regimes conditions the democratizing power of elections","ee also hellmann, this issue. 12. see note 1. 13. replication data and code are available on the authors’ websites: [https://socialsciences.arts.unsw.edu. au/about-us/people/carolien-van-ham/ and http://bseim.web.unc.edu/]. 14. the exact question wording and answer categories of all v-dem variables can be found in the v",10.1177/0192512117697544
10.1177_0192512117702523,State capacity and the resilience of electoral authoritarianism: conceptualizing and measuring the institutional underpinnings of autocratic power,"lahian, kristin johnson and kyungkook kang (2011) replication data for: relative political capacity dataset. available at: http://hdl.handle. net/1902.1/16845. transresearch consortium [distributor] v3 [version]. bockstette, valerie, areendam chanda and louis putterman (2002) states and markets: the advantage of an early star",10.1177/0192512117702523
10.1177_0263395719840240,Do democratic revolutions 'activate' participants? The case of tunisia, materials is available via the politics website. replication files and the online appendix are available via figshare at https://doi.org/10.6084/m9.figshare.7764740.v1. orcid id david doherty https://orcid.org/0000-0001-9084-7982 references abi-mershed o (2018) social currents in north africa: culture and governance after t,10.1177/0263395719840240
10.1177_0738894209359119,Promises and pitfalls in the spatial prediction of ethnic violence,es the distribution of correlations between the 6 replication data are available from http://nils.weidmann.ws/publications/weidmann 10promises. weidmann & toft: spatial prediction of ethnic violence 169 reference map and 1000 proximity maps based on randomized violence locations distribute,10.1177/0738894209359119
10.1177_0738894210379329,Contentious issues as opportunities for diversionary behavior,"omissions are the authors’ responsibilities alone.replication data are available at:http://www.uky.edu/~clthyn2/ research.htm. conflict management and peace science 27(5) 462 scholars and pundits have long been fascinated by the potential for leaders to engage in diversionary behavior, w",10.1177/0738894210379329
10.1177_0738894211433162,Staying the course,"on, and brian pollins for their helpful comments. replication data are available at http://michaelgreig.wordpress.com/research/. conflict management and peace science 29(2) 128 have overcome the challenges of multilateral cooperation to deploy a peacekeeping force leave a war-torn area, ",10.1177/0738894211433162
10.1177_0738894211433164,International borders and conflict revisited,"ir comments. upon publication of the article, our replication data, codebook, and do files will be posted at our replication site, www.prio.no/cscw/datasets. brochmann et al.: international borders and conflict revisited 171 engage in more conflicts than other country dyads (bremer, 1992; gleditsch and singer, 1975), mainly for thre",10.1177/0738894211433164
10.1177_0738894211433168,Prio conflict site 1989�2008: a geo-referenced dataset on armed conflict,"ments and suggestions. the dataset, codebook, and replication data are available on the cscw/prio website (http://www.prio.no/cscw). 1 see buhaug and lujala (2005) for a more thorough discussion. 219 conflict management and peace science ó the author(s). 2012. reprints and permissions: http://www.sagepub.co.uk",10.1177/0738894211433168
10.1177_0738894212456954,Democratic communities and third-party conflict management," shannon, and the reviewers for helpful comments. replication data can be found at http://userwww.service.emory.edu/~kbeards/research.html. notes 1. we define third-party conflict management as peaceful and permissive attempts by a non-disputant party to settle a dispute. this concept i",10.1177/0738894212456954
10.1177_0738894212473927,Forward to the future? The democratic peace after the cold war,"eviewers’ useful com- ments. the web appendix and replication files are available at https://sites.google.com/site/parkjoha/ funding this research received no specific grant from any funding agency in the public, commercial, or not-for-profit sectors. notes 1. see also box-steffensmeier e",10.1177/0738894212473927
10.1177_0738894213501135,Does third-party trade reduce conflict? Credible signaling versus opportunity costs,"arch 2011. any errors or over- sights are my own. replication materials and an online appendix are available at: http://dvn.iq.harvar- d.edu/dvn/dv/bkinne funding this research received no specific grant from any funding agency in the public, commercial or not-for- profit sectors. notes 1. see, for example, dorussen",10.1177/0738894213501135
10.1177_0738894213503440,"Disputed territory, defensive alliances and conflict initiation","nd thus making pursuit of this question possible. replication data as well as our online appendix can be found at: http://thedata.harvard.edu/ dvn/dv/twrigh11 funding this research received no specific grant from any funding agency in the public, commercial or not-for- profit sectors. notes 1. smith (1995) finds that ",10.1177/0738894213503440
10.1177_0738894213520396,Which comes first? Unpacking the relationship between peace agreements and peacekeeping missions,"heir helpful com- ments and suggestions. data and replication material can be found at: https://github.com/mtiernay/ which_comes_first funding this research received no specific grant from any funding agency in the public, commercial or not-for- profit sectors. notes 1. the issue of non-rand",10.1177/0738894213520396
10.1177_0738894214544613,Youth bulge and civil war: why a country's share of young adults explains only non-ethnic wars," dd (2003b) ethnicity, insurgency, and civil war. replication data. available at: http://www.stanford.edu/group/ethnic/publicdata/publicdata.html gates s (2002) recruitment and allegiance: the microfoundations of rebellion. journal of conflict resolution 46: 111–130. gleditsch np, wall",10.1177/0738894214544613
10.1177_0738894214544613,Youth bulge and civil war: why a country's share of young adults explains only non-ethnic wars, n (2000b) partition as a solution to ethnic war. replication data. available at: http:// go.worldbank.org/08zhj2tpi0 sambanis n (2001) do ethnic and nonethnic civil wars have the same causes? journal of conflict resolution 45(4): 259–282. sambanis n (2004a) what is civil war? conceptu,10.1177/0738894214544613
10.1177_0738894214544613,Youth bulge and civil war: why a country's share of young adults explains only non-ethnic wars,8: 814–858. sambanis n (2004b) what is civil war? replication data. available at: http://pantheon.yale.edu/ ;ns 237/whatiscivilwar.zip sambanis n (2004c) using case studies to expand economic models of civil war. perspectives on politics 2(2): 259–279. staveteig s (2005) the young and ,10.1177/0738894214544613
10.1177_0738894214544613,Youth bulge and civil war: why a country's share of young adults explains only non-ethnic wars,min b (2009b) ethnic politics and armed conflict. replication data. available at: http://hdl.handle.net/1902.1/13825 world population prospects (2010) the united nations population division. available at: http:// esa.un.org/unpd/wpp/ 44 conflict management and peace science 33(1),10.1177/0738894214544613
10.1177_0738894215570424,The impact of child soldiers on rebel groups' fighting capacities,"only 1998–2008, however. in addition, while their replication material is available haer and böhmelt 169 online (http://www.uky.edu/;clthyn2/research.htm), the data file lacks a temporal id variable, which makes the comparison with other datasets rather difficult. 8. beber and blattman’s (2013) data can be accessed ",10.1177/0738894215570424
10.1177_0738894215570426,Identity-based political inequality and protest: the dynamic relationship between political power and protest in the middle east and north africa,"nal studies association south annual conferences. replication materials and an online appendix are available at: http://1drv.ms/1w8z1hk funding this research received no specific grant from any funding agency in the public, commercial, or not-for- profit sectors. notes 1. see salih (2013) for a discussion on economi",10.1177/0738894215570426
10.1177_0738894215570431,The impact of coups d'�tat on civil war duration," omissions are the author’s responsibility alone. replication data are available at: http://www.uky.edu/~clthyn2/research.htm. funding this research received no specific grant from any funding agency in the public, commercial or not-for-profit sectors. notes 1. additional tests were run o",10.1177/0738894215570431
10.1177_0738894215570434,"Casualties, regime type and the outcomes of wars of occupation","gestions. all errors and omissions remain my own. replication files and supplementary materials can be found online at www.matthewswells.com. wells 485 funding this research received no specific grant from any funding agency in the public, commercial or not-for- profit sectors. notes 1. it is here where we perhaps see th",10.1177/0738894215570434
10.1177_0738894215579622,Media effects: do terrorist organizations launch foreign attacks in response to levels of press freedom or press attention?," reviewers for their comments on this manuscript. replication files and supplementary materials for this article are available at http:// www.aaronmhoffman.com/aaron-hoffmans-published-research.html. funding this research received no specific grant from any funding agency in the public, commercial or not-for- profit sectors. 396 con",10.1177/0738894215579622
10.1177_0738894215581315,"Rural�urban migration, inequality and urban social disorder: evidence from african and asian cities","the research council of norway (193754). notes 1. replication material and the online appendix are available at http://www.prio.org/data/ replication-data/. 2. climate change is likely to exacerbate this trend further (satterthwaite et al., 2007). rising sea lev- els and more extreme weather patterns could permanen",10.1177/0738894215581315
10.1177_0738894215593676,From combatants to candidates: electoral competition and the legacy of armed conflict,", commercial, or not-for-profit sectors. notes 1. replication files and an online appendix are available via www.jenniferdresden.wordpress.com/. 2. in his classic treatment of parties and party systems, giovanni sartori distinguishes between com- petition as an institutional structure and competitiveness as a d",10.1177/0738894215593676
10.1177_0738894215593703,"Unfair fights: power asymmetry, nascent nuclear capability, and preventive conflict","n, three anonymous reviewers, and the editor. the supporting information as well as data and replication materials can be found at http://scholar.harvard.edu/schub. funding this research received no specific grant from any funding agency in the public, commercial, or not-for- profit sectors. notes 1. quoted in a march 16, 2003 interv",10.1177/0738894215593703
10.1177_0738894215593722,Time is on my side? The impact of timing and dispute type on militarized conflict duration," all analyses are performed using stata/ mp 13.1. supplementary appendices, along with replication data and do-files, may be found at www.shawnakmetzger.com. author’s note parts of this paper were presented at the 2011 meeting of the peace science society (international) and the symposium on political violence at the university of pitt",10.1177/0738894215593722
10.1177_0738894215593723,Diversionary conflict: demonizing enemies or demonstrating competence?," omissions are the author’s responsibility alone. replication files and supplementary empirical appendix can be accessed at http://www.kyle-haynes.weebly.com. the author can be contacted at haynesk83@gmail.com. funding this research received no specific grant from any funding agency in the public, commercial, or not-for- profi",10.1177/0738894215593723
10.1177_0738894215600384,Individual-level expectations of executive authority under territorial threat,"- ful comments on earlier versions of this study. replication files are available on the corresponding author’s website (http://www.svmiller.com). funding this research received no specific grant from any funding agency in the public, commercial, or not-for- profit sectors. notes 1. this distinction is important. one longst",10.1177/0738894215600384
10.1177_0738894215600385,Means to an end: pro-government militias as a predictive indicator of strategic mass killing," commercial, or not-for- profit sectors. notes 1. replication data and online appendix for this study are available at: https://apps.cla.umn.edu/ directory/profiles/koren044. 2. i use the same term as utilized by carey et al. (2013) because i rely on their database to code militia-centric variables. understandably, there a",10.1177/0738894215600385
10.1177_0738894215600386,Up in arms! Explaining why ethnic minority organizations form militias in transitioning and post-communist eurasian countries,"ity. notes 1. the statistical online appendix and replication data associated with this article are available at: https://sites.google.com/site/bryanrearly/home/data-sets 2. for example, see chenoweth and stephan (2011), staniland (2012) and cunningham (2013). 3. for example, see chermak et al. (2013) and asal et al.",10.1177/0738894215600386
10.1177_0738894215604966,Capability revisited: ally's capability and dispute initiation,"ict management and peace science 34(5) notes 1. a replication data file and do-files are available on the author’s personal webpage (http:// www.murraystate.edu/pss/kang). 2. the provisions of alliances are useful, regarding this consideration in particular. however, the provisions are not the only source of this information. other asp",10.1177/0738894215604966
10.1177_0738894215608511,"Development, discrimination, and domestic terrorism: looking beyond a linear relationship",to test hypothesis 2. 11. the online appendix and replication materials can be found at www.sambuddhaghatak.com 12. access to the raw gtd database is available online at: http://www.start.umd.edu/gtd/ 13. we decide to use the political exclusion variable from epr as a measure of minority di,10.1177/0738894215608511
10.1177_0738894215608998,Democracies at risk? A forecasting analysis of regime type and the risk of terrorist attack,"ause of trans- national terrorist attacks. 2. all replication files and the online appendix are available at http://politicalscience.osu.edu/ faculty/gelpi.10/datasets.htm 3. alternatively, savun and phillips (2009) argue that the aggressive foreign policy behavior of demo- cratic states attracts transnational t",10.1177/0738894215608998
10.1177_0738894215611133,"Self-interest, partisanship, and the conditional influence of taxation on support for war in the usa","ple.bu.edu/dkriner/kriner_et_al_cmps_si.pdf. full replication materials are available at: http://people.bu.edu/dkriner/kriner_et_al_cmps_ replication.zip. 2. it should also be noted that, through the vietnam war, war taxes were raised to wage every war fought by the usa except the northwest in",10.1177/0738894215611133
10.1177_0738894215611865,The ethnicity of refugees (er): a new dataset for understanding flight patterns,"ional studies. notes 1. the dataset, codebook and replication data for this article are available on the growup data portal: http://www.icr.ethz.ch/data/er/. 2. a prevailing opinion supposes that many economic migrants pretend to be asylum seekers. however, in contrast to voluntary migrants, refugees have to leave their home co",10.1177/0738894215611865
10.1177_0738894215614504,What explains ethnic organizational violence? Evidence from eastern europe and russia,"epartment of homeland security or start. notes 1. replication data and online appendix are available at https://sites.google.com/site/brianjphillips/. 2. for an important exception to this general limitation in the quantitative literature on non-state actor political violence see, for example, chenoweth and",10.1177/0738894215614504
10.1177_0738894215614506,Community counts: the social reintegration of ex-combatants in colombia,ation prospective researcher fellowship. notes 1. replication files and online appendix are available at http://mysite.du.edu/~okaplan2 2. participation in community organizations may not always contribute to society as community organizations may sometimes be affected by the ‘‘dark side of social capital’’ ,10.1177/0738894215614506
