dataverse_identifier,id,identifier,persistentUrl,authority,publicationDate,storageIdentifier,title,dataset_global_id
PSRM,3446546,DVN/6XS8Z1,https://doi.org/10.7910/DVN/6XS8Z1,10.7910,2019-08-30,s3://10.7910/DVN/6XS8Z1,,10.7910/DVN/6XS8Z1
PSRM,3450477,DVN/XTAEY9,https://doi.org/10.7910/DVN/XTAEY9,10.7910,2019-08-17,s3://10.7910/DVN/XTAEY9,,10.7910/DVN/XTAEY9
PSRM,3457260,DVN/9SJ50N,https://doi.org/10.7910/DVN/9SJ50N,10.7910,2019-07-25,s3://10.7910/DVN/9SJ50N,,10.7910/DVN/9SJ50N
PSRM,3457437,DVN/NFXS5Z,https://doi.org/10.7910/DVN/NFXS5Z,10.7910,2019-07-30,s3://10.7910/DVN/NFXS5Z,,10.7910/DVN/NFXS5Z
PSRM,3461916,DVN/2O2MA9,https://doi.org/10.7910/DVN/2O2MA9,10.7910,2019-08-26,s3://10.7910/DVN/2O2MA9,,10.7910/DVN/2O2MA9
PSRM,3478333,DVN/DEGC9Q,https://doi.org/10.7910/DVN/DEGC9Q,10.7910,2019-10-22,s3://10.7910/DVN/DEGC9Q,,10.7910/DVN/DEGC9Q
PSRM,3490928,DVN/QFWIHD,https://doi.org/10.7910/DVN/QFWIHD,10.7910,2019-08-16,s3://10.7910/DVN/QFWIHD,,10.7910/DVN/QFWIHD
PSRM,3493499,DVN/MUPGQM,https://doi.org/10.7910/DVN/MUPGQM,10.7910,2019-09-05,s3://10.7910/DVN/MUPGQM,,10.7910/DVN/MUPGQM
PSRM,3537075,DVN/RX1BGN,https://doi.org/10.7910/DVN/RX1BGN,10.7910,2019-09-13,s3://10.7910/DVN/RX1BGN,,10.7910/DVN/RX1BGN
PSRM,3537464,DVN/IK3DGT,https://doi.org/10.7910/DVN/IK3DGT,10.7910,2019-09-02,s3://10.7910/DVN/IK3DGT,,10.7910/DVN/IK3DGT
PSRM,3537564,DVN/1JBNDC,https://doi.org/10.7910/DVN/1JBNDC,10.7910,2019-10-30,s3://10.7910/DVN/1JBNDC,,10.7910/DVN/1JBNDC
PSRM,3554246,DVN/J2NDPP,https://doi.org/10.7910/DVN/J2NDPP,10.7910,2019-10-01,s3://10.7910/DVN/J2NDPP,,10.7910/DVN/J2NDPP
PSRM,3582123,DVN/FQPO0E,https://doi.org/10.7910/DVN/FQPO0E,10.7910,2019-10-23,s3://10.7910/DVN/FQPO0E,,10.7910/DVN/FQPO0E
PSRM,3583726,DVN/GOWSAQ,https://doi.org/10.7910/DVN/GOWSAQ,10.7910,2019-10-31,s3://10.7910/DVN/GOWSAQ,,10.7910/DVN/GOWSAQ
PSRM,3597687,DVN/ATKH9K,https://doi.org/10.7910/DVN/ATKH9K,10.7910,2019-10-11,s3://10.7910/DVN/ATKH9K,,10.7910/DVN/ATKH9K
PSRM,3600087,DVN/OZEQ77,https://doi.org/10.7910/DVN/OZEQ77,10.7910,2019-11-25,s3://10.7910/DVN/OZEQ77,,10.7910/DVN/OZEQ77
PSRM,3610316,DVN/KFVTMI,https://doi.org/10.7910/DVN/KFVTMI,10.7910,2020-05-05,s3://10.7910/DVN/KFVTMI,,10.7910/DVN/KFVTMI
PSRM,3610916,DVN/WMIMSW,https://doi.org/10.7910/DVN/WMIMSW,10.7910,2019-11-19,s3://10.7910/DVN/WMIMSW,,10.7910/DVN/WMIMSW
PSRM,3611034,DVN/UCW2RY,https://doi.org/10.7910/DVN/UCW2RY,10.7910,2019-12-12,s3://10.7910/DVN/UCW2RY,,10.7910/DVN/UCW2RY
PSRM,3612294,DVN/5EBK7S,https://doi.org/10.7910/DVN/5EBK7S,10.7910,2019-11-13,s3://10.7910/DVN/5EBK7S,,10.7910/DVN/5EBK7S
PSRM,3624232,DVN/M0WBEM,https://doi.org/10.7910/DVN/M0WBEM,10.7910,2020-01-28,s3://10.7910/DVN/M0WBEM,,10.7910/DVN/M0WBEM
PSRM,3624828,DVN/DF9UXB,https://doi.org/10.7910/DVN/DF9UXB,10.7910,2019-11-26,s3://10.7910/DVN/DF9UXB,,10.7910/DVN/DF9UXB
PSRM,3625235,DVN/IBKYRX,https://doi.org/10.7910/DVN/IBKYRX,10.7910,2019-11-22,s3://10.7910/DVN/IBKYRX,,10.7910/DVN/IBKYRX
PSRM,3636406,DVN/JFZF0Y,https://doi.org/10.7910/DVN/JFZF0Y,10.7910,2020-03-06,s3://10.7910/DVN/JFZF0Y,,10.7910/DVN/JFZF0Y
PSRM,3645328,DVN/G3YJXY,https://doi.org/10.7910/DVN/G3YJXY,10.7910,2020-01-20,s3://10.7910/DVN/G3YJXY,,10.7910/DVN/G3YJXY
PSRM,3646957,DVN/J1FQW9,https://doi.org/10.7910/DVN/J1FQW9,10.7910,2020-01-24,s3://10.7910/DVN/J1FQW9,,10.7910/DVN/J1FQW9
PSRM,3653928,DVN/0BPVCH,https://doi.org/10.7910/DVN/0BPVCH,10.7910,2020-02-10,s3://10.7910/DVN/0BPVCH,,10.7910/DVN/0BPVCH
PSRM,3656150,DVN/RLGOKE,https://doi.org/10.7910/DVN/RLGOKE,10.7910,2020-01-28,s3://10.7910/DVN/RLGOKE,,10.7910/DVN/RLGOKE
PSRM,3659598,DVN/WQEZKP,https://doi.org/10.7910/DVN/WQEZKP,10.7910,2020-01-17,s3://10.7910/DVN/WQEZKP,,10.7910/DVN/WQEZKP
PSRM,3659850,DVN/LWXXAM,https://doi.org/10.7910/DVN/LWXXAM,10.7910,2020-04-21,s3://10.7910/DVN/LWXXAM,,10.7910/DVN/LWXXAM
PSRM,3666712,DVN/QUPNZI,https://doi.org/10.7910/DVN/QUPNZI,10.7910,2020-02-17,s3://10.7910/DVN/QUPNZI,,10.7910/DVN/QUPNZI
PSRM,3666817,DVN/MIA6DY,https://doi.org/10.7910/DVN/MIA6DY,10.7910,2020-04-19,s3://10.7910/DVN/MIA6DY,,10.7910/DVN/MIA6DY
PSRM,3677994,DVN/VD7DDR,https://doi.org/10.7910/DVN/VD7DDR,10.7910,2020-04-30,s3://10.7910/DVN/VD7DDR,,10.7910/DVN/VD7DDR
PSRM,3705490,DVN/PGGXDO,https://doi.org/10.7910/DVN/PGGXDO,10.7910,2020-03-06,s3://10.7910/DVN/PGGXDO,,10.7910/DVN/PGGXDO
PSRM,3733336,DVN/BFLOTT,https://doi.org/10.7910/DVN/BFLOTT,10.7910,2020-04-19,s3://10.7910/DVN/BFLOTT,,10.7910/DVN/BFLOTT
PSRM,3744191,DVN/JJL5VP,https://doi.org/10.7910/DVN/JJL5VP,10.7910,2020-04-20,s3://10.7910/DVN/JJL5VP,,10.7910/DVN/JJL5VP
PSRM,3754666,DVN/H6GG8O,https://doi.org/10.7910/DVN/H6GG8O,10.7910,2020-04-30,s3://10.7910/DVN/H6GG8O,,10.7910/DVN/H6GG8O
PSRM,3776429,DVN/W01JL7,https://doi.org/10.7910/DVN/W01JL7,10.7910,2020-05-14,s3://10.7910/DVN/W01JL7,,10.7910/DVN/W01JL7
PSRM,3788563,DVN/ITVLIK,https://doi.org/10.7910/DVN/ITVLIK,10.7910,2020-05-11,s3://10.7910/DVN/ITVLIK,,10.7910/DVN/ITVLIK
PSRM,3790257,DVN/S6B7SE,https://doi.org/10.7910/DVN/S6B7SE,10.7910,2020-04-06,s3://10.7910/DVN/S6B7SE,,10.7910/DVN/S6B7SE
PSRM,3790756,DVN/96QAB6,https://doi.org/10.7910/DVN/96QAB6,10.7910,2020-06-04,s3://10.7910/DVN/96QAB6,,10.7910/DVN/96QAB6
PSRM,3799156,DVN/TFV3WH,https://doi.org/10.7910/DVN/TFV3WH,10.7910,2020-05-11,s3://10.7910/DVN/TFV3WH,,10.7910/DVN/TFV3WH
PSRM,3821005,DVN/XRP3IU,https://doi.org/10.7910/DVN/XRP3IU,10.7910,2020-06-15,s3://10.7910/DVN/XRP3IU,,10.7910/DVN/XRP3IU
PSRM,3822420,DVN/MYJDHS,https://doi.org/10.7910/DVN/MYJDHS,10.7910,2020-06-26,s3://10.7910/DVN/MYJDHS,,10.7910/DVN/MYJDHS
PSRM,3831419,DVN/ZDWMTH,https://doi.org/10.7910/DVN/ZDWMTH,10.7910,2020-08-16,s3://10.7910/DVN/ZDWMTH,,10.7910/DVN/ZDWMTH
PSRM,3833919,DVN/YIQKN8,https://doi.org/10.7910/DVN/YIQKN8,10.7910,2020-05-13,s3://10.7910/DVN/YIQKN8,,10.7910/DVN/YIQKN8
PSRM,3843222,DVN/EDGO9P,https://doi.org/10.7910/DVN/EDGO9P,10.7910,2020-09-04,s3://10.7910/DVN/EDGO9P,,10.7910/DVN/EDGO9P
PSRM,3844458,DVN/IXMSQY,https://doi.org/10.7910/DVN/IXMSQY,10.7910,2020-05-26,s3://10.7910/DVN/IXMSQY,,10.7910/DVN/IXMSQY
PSRM,3844485,DVN/4HLOZA,https://doi.org/10.7910/DVN/4HLOZA,10.7910,2020-07-29,s3://10.7910/DVN/4HLOZA,,10.7910/DVN/4HLOZA
PSRM,3852960,DVN/QQM5MC,https://doi.org/10.7910/DVN/QQM5MC,10.7910,2020-09-04,s3://10.7910/DVN/QQM5MC,,10.7910/DVN/QQM5MC
PSRM,3857846,DVN/C2QO6J,https://doi.org/10.7910/DVN/C2QO6J,10.7910,2020-06-30,s3://10.7910/DVN/C2QO6J,,10.7910/DVN/C2QO6J
PSRM,3863339,DVN/ELSUD0,https://doi.org/10.7910/DVN/ELSUD0,10.7910,2020-07-05,s3://10.7910/DVN/ELSUD0,,10.7910/DVN/ELSUD0
PSRM,3870231,DVN/VYXB4B,https://doi.org/10.7910/DVN/VYXB4B,10.7910,2020-10-04,s3://10.7910/DVN/VYXB4B,,10.7910/DVN/VYXB4B
PSRM,3892254,DVN/333INW,https://doi.org/10.7910/DVN/333INW,10.7910,2020-08-01,s3://10.7910/DVN/333INW,,10.7910/DVN/333INW
PSRM,3896270,DVN/UX3QXW,https://doi.org/10.7910/DVN/UX3QXW,10.7910,2020-09-25,s3://10.7910/DVN/UX3QXW,,10.7910/DVN/UX3QXW
PSRM,3910421,DVN/VGZHYO,https://doi.org/10.7910/DVN/VGZHYO,10.7910,2020-07-01,s3://10.7910/DVN/VGZHYO,,10.7910/DVN/VGZHYO
PSRM,3994650,DVN/UBRKHO,https://doi.org/10.7910/DVN/UBRKHO,10.7910,2020-09-09,s3://10.7910/DVN/UBRKHO,,10.7910/DVN/UBRKHO
PSRM,4000272,DVN/JRLYVN,https://doi.org/10.7910/DVN/JRLYVN,10.7910,2020-08-28,s3://10.7910/DVN/JRLYVN,,10.7910/DVN/JRLYVN
PSRM,4004050,DVN/C13Z0X,https://doi.org/10.7910/DVN/C13Z0X,10.7910,2020-09-19,s3://10.7910/DVN/C13Z0X,,10.7910/DVN/C13Z0X
PSRM,4004784,DVN/YRCBWS,https://doi.org/10.7910/DVN/YRCBWS,10.7910,2020-11-12,s3://10.7910/DVN/YRCBWS,,10.7910/DVN/YRCBWS
PSRM,4005796,DVN/RRC08M,https://doi.org/10.7910/DVN/RRC08M,10.7910,2020-11-17,s3://10.7910/DVN/RRC08M,,10.7910/DVN/RRC08M
PSRM,4011977,DVN/GVKQQN,https://doi.org/10.7910/DVN/GVKQQN,10.7910,2020-10-30,s3://10.7910/DVN/GVKQQN,,10.7910/DVN/GVKQQN
PSRM,4027752,DVN/AJ7LEB,https://doi.org/10.7910/DVN/AJ7LEB,10.7910,2021-03-10,s3://10.7910/DVN/AJ7LEB,,10.7910/DVN/AJ7LEB
PSRM,4028335,DVN/IWR4HE,https://doi.org/10.7910/DVN/IWR4HE,10.7910,2020-11-16,s3://10.7910/DVN/IWR4HE,,10.7910/DVN/IWR4HE
PSRM,4029125,DVN/JYKRGY,https://doi.org/10.7910/DVN/JYKRGY,10.7910,2020-10-19,s3://10.7910/DVN/JYKRGY,,10.7910/DVN/JYKRGY
PSRM,4037836,DVN/3FPTQT,https://doi.org/10.7910/DVN/3FPTQT,10.7910,2020-10-12,s3://10.7910/DVN/3FPTQT,,10.7910/DVN/3FPTQT
PSRM,4052927,DVN/6OOPMR,https://doi.org/10.7910/DVN/6OOPMR,10.7910,2020-09-19,s3://10.7910/DVN/6OOPMR,,10.7910/DVN/6OOPMR
PSRM,4054588,DVN/ZJ0KSH,https://doi.org/10.7910/DVN/ZJ0KSH,10.7910,2020-11-18,s3://10.7910/DVN/ZJ0KSH,,10.7910/DVN/ZJ0KSH
PSRM,4055968,DVN/NHSJMJ,https://doi.org/10.7910/DVN/NHSJMJ,10.7910,2020-09-23,s3://10.7910/DVN/NHSJMJ,,10.7910/DVN/NHSJMJ
PSRM,4142703,DVN/LIYJ78,https://doi.org/10.7910/DVN/LIYJ78,10.7910,2020-12-08,s3://10.7910/DVN/LIYJ78,,10.7910/DVN/LIYJ78
PSRM,4142760,DVN/0RR0X7,https://doi.org/10.7910/DVN/0RR0X7,10.7910,2020-12-07,s3://10.7910/DVN/0RR0X7,,10.7910/DVN/0RR0X7
PSRM,4144482,DVN/XACHFI,https://doi.org/10.7910/DVN/XACHFI,10.7910,2020-12-22,s3://10.7910/DVN/XACHFI,,10.7910/DVN/XACHFI
PSRM,4152302,DVN/10MM4N,https://doi.org/10.7910/DVN/10MM4N,10.7910,2021-02-12,s3://10.7910/DVN/10MM4N,,10.7910/DVN/10MM4N
PSRM,4154522,DVN/BTZEW1,https://doi.org/10.7910/DVN/BTZEW1,10.7910,2021-01-19,s3://10.7910/DVN/BTZEW1,,10.7910/DVN/BTZEW1
PSRM,4174552,DVN/E5IBHO,https://doi.org/10.7910/DVN/E5IBHO,10.7910,2021-04-07,s3://10.7910/DVN/E5IBHO,,10.7910/DVN/E5IBHO
PSRM,4177021,DVN/A7EDO3,https://doi.org/10.7910/DVN/A7EDO3,10.7910,2021-01-17,s3://10.7910/DVN/A7EDO3,,10.7910/DVN/A7EDO3
PSRM,4202076,DVN/AWQUHZ,https://doi.org/10.7910/DVN/AWQUHZ,10.7910,2021-02-19,s3://10.7910/DVN/AWQUHZ,,10.7910/DVN/AWQUHZ
PSRM,4264421,DVN/Y5M9XR,https://doi.org/10.7910/DVN/Y5M9XR,10.7910,2021-02-27,s3://10.7910/DVN/Y5M9XR,,10.7910/DVN/Y5M9XR
PSRM,4277787,DVN/XCQVO7,https://doi.org/10.7910/DVN/XCQVO7,10.7910,2021-03-16,s3://10.7910/DVN/XCQVO7,,10.7910/DVN/XCQVO7
PSRM,4288383,DVN/SABH51,https://doi.org/10.7910/DVN/SABH51,10.7910,2021-02-18,s3://10.7910/DVN/SABH51,,10.7910/DVN/SABH51
PSRM,4288405,DVN/U7X47P,https://doi.org/10.7910/DVN/U7X47P,10.7910,2021-03-31,s3://10.7910/DVN/U7X47P,,10.7910/DVN/U7X47P
PSRM,4288420,DVN/HWJIS3,https://doi.org/10.7910/DVN/HWJIS3,10.7910,2021-05-06,s3://10.7910/DVN/HWJIS3,,10.7910/DVN/HWJIS3
PSRM,4369261,DVN/SDZK3Y,https://doi.org/10.7910/DVN/SDZK3Y,10.7910,2021-05-12,s3://10.7910/DVN/SDZK3Y,,10.7910/DVN/SDZK3Y
PSRM,4373019,DVN/IL8WSB,https://doi.org/10.7910/DVN/IL8WSB,10.7910,2021-03-28,s3://10.7910/DVN/IL8WSB,,10.7910/DVN/IL8WSB
PSRM,4373024,DVN/ESTHIJ,https://doi.org/10.7910/DVN/ESTHIJ,10.7910,2021-05-10,s3://10.7910/DVN/ESTHIJ,,10.7910/DVN/ESTHIJ
PSRM,4375154,DVN/DBA7TB,https://doi.org/10.7910/DVN/DBA7TB,10.7910,2021-04-26,s3://10.7910/DVN/DBA7TB,,10.7910/DVN/DBA7TB
PSRM,4375372,DVN/L6GKQJ,https://doi.org/10.7910/DVN/L6GKQJ,10.7910,2021-04-20,s3://10.7910/DVN/L6GKQJ,,10.7910/DVN/L6GKQJ
PSRM,4375627,DVN/VUHBTN,https://doi.org/10.7910/DVN/VUHBTN,10.7910,2021-05-13,s3://10.7910/DVN/VUHBTN,,10.7910/DVN/VUHBTN
PSRM,4376106,DVN/JES2PO,https://doi.org/10.7910/DVN/JES2PO,10.7910,2021-05-04,s3://10.7910/DVN/JES2PO,,10.7910/DVN/JES2PO
PSRM,4403211,DVN/VYW0UY,https://doi.org/10.7910/DVN/VYW0UY,10.7910,2021-04-27,s3://10.7910/DVN/VYW0UY,,10.7910/DVN/VYW0UY
PSRM,4404138,DVN/LBLOVK,https://doi.org/10.7910/DVN/LBLOVK,10.7910,2021-05-19,s3://10.7910/DVN/LBLOVK,,10.7910/DVN/LBLOVK
PSRM,4411986,DVN/ZCLCPQ,https://doi.org/10.7910/DVN/ZCLCPQ,10.7910,2021-05-18,s3://10.7910/DVN/ZCLCPQ,,10.7910/DVN/ZCLCPQ
PSRM,4416025,DVN/DYVOPJ,https://doi.org/10.7910/DVN/DYVOPJ,10.7910,2021-05-19,s3://10.7910/DVN/DYVOPJ,,10.7910/DVN/DYVOPJ
PSRM,4416944,DVN/N0M2XG,https://doi.org/10.7910/DVN/N0M2XG,10.7910,2021-04-01,s3://10.7910/DVN/N0M2XG,,10.7910/DVN/N0M2XG
PSRM,4459737,DVN/Q7FEAG,https://doi.org/10.7910/DVN/Q7FEAG,10.7910,2021-04-29,s3://10.7910/DVN/Q7FEAG,,10.7910/DVN/Q7FEAG
PSRM,4469567,DVN/3UBYWY,https://doi.org/10.7910/DVN/3UBYWY,10.7910,2021-06-10,s3://10.7910/DVN/3UBYWY,,10.7910/DVN/3UBYWY
PSRM,4620932,DVN/RFSM4L,https://doi.org/10.7910/DVN/RFSM4L,10.7910,2021-05-10,s3://10.7910/DVN/RFSM4L,,10.7910/DVN/RFSM4L
PSRM,4636289,DVN/W4KXN1,https://doi.org/10.7910/DVN/W4KXN1,10.7910,2021-06-07,s3://10.7910/DVN/W4KXN1,,10.7910/DVN/W4KXN1
PSRM,4637271,DVN/IDD1GQ,https://doi.org/10.7910/DVN/IDD1GQ,10.7910,2021-06-09,s3://10.7910/DVN/IDD1GQ,,10.7910/DVN/IDD1GQ
PSRM,4641961,DVN/52X882,https://doi.org/10.7910/DVN/52X882,10.7910,2021-05-15,s3://10.7910/DVN/52X882,,10.7910/DVN/52X882
PSRM,4756554,DVN/MZP0GF,https://doi.org/10.7910/DVN/MZP0GF,10.7910,2021-07-01,s3://10.7910/DVN/MZP0GF,,10.7910/DVN/MZP0GF
PSRM,4771557,DVN/R6HTY4,https://doi.org/10.7910/DVN/R6HTY4,10.7910,2021-06-26,s3://10.7910/DVN/R6HTY4,,10.7910/DVN/R6HTY4
PSRM,4777156,DVN/XBRMTW,https://doi.org/10.7910/DVN/XBRMTW,10.7910,2021-06-23,s3://10.7910/DVN/XBRMTW,,10.7910/DVN/XBRMTW
PSRM,4806060,DVN/KF1LAK,https://doi.org/10.7910/DVN/KF1LAK,10.7910,2021-08-06,s3://10.7910/DVN/KF1LAK,,10.7910/DVN/KF1LAK
PSRM,4806838,DVN/3OWF6C,https://doi.org/10.7910/DVN/3OWF6C,10.7910,2021-06-23,s3://10.7910/DVN/3OWF6C,,10.7910/DVN/3OWF6C
PSRM,4822941,DVN/POFVTT,https://doi.org/10.7910/DVN/POFVTT,10.7910,2021-07-26,s3://10.7910/DVN/POFVTT,,10.7910/DVN/POFVTT
PSRM,4824641,DVN/IYWW2F,https://doi.org/10.7910/DVN/IYWW2F,10.7910,2021-07-06,s3://10.7910/DVN/IYWW2F,,10.7910/DVN/IYWW2F
PSRM,4876839,DVN/Z6ASMM,https://doi.org/10.7910/DVN/Z6ASMM,10.7910,2021-07-27,s3://10.7910/DVN/Z6ASMM,,10.7910/DVN/Z6ASMM
PSRM,4877014,DVN/KPSCLK,https://doi.org/10.7910/DVN/KPSCLK,10.7910,2021-08-04,s3://10.7910/DVN/KPSCLK,,10.7910/DVN/KPSCLK
PSRM,4889344,DVN/DXEZAM,https://doi.org/10.7910/DVN/DXEZAM,10.7910,2021-08-04,s3://10.7910/DVN/DXEZAM,,10.7910/DVN/DXEZAM
PSRM,4902978,DVN/YVVKCH,https://doi.org/10.7910/DVN/YVVKCH,10.7910,2021-08-02,s3://10.7910/DVN/YVVKCH,,10.7910/DVN/YVVKCH
pan,47572,DVN/KUE8ZX,https://doi.org/10.7910/DVN/KUE8ZX,10.7910,2011-03-13,s3://dvn-cloud:1902.1/15633,,10.7910/DVN/KUE8ZX
pan,47573,DVN/28575,https://doi.org/10.7910/DVN/28575,10.7910,2015-01-21,s3://dvn-cloud:10.7910/DVN/28575,,10.7910/DVN/28575
pan,47574,DVN/K8FN9V,https://doi.org/10.7910/DVN/K8FN9V,10.7910,2011-03-15,s3://dvn-cloud:1902.1/15650,,10.7910/DVN/K8FN9V
pan,47575,DVN/ZUXL7C,https://doi.org/10.7910/DVN/ZUXL7C,10.7910,2010-02-16,s3://dvn-cloud:1902.1/14001,,10.7910/DVN/ZUXL7C
pan,47576,DVN/UCFNHX,https://doi.org/10.7910/DVN/UCFNHX,10.7910,2013-07-09,s3://dvn-cloud:1902.1/21729,,10.7910/DVN/UCFNHX
pan,47577,DVN/H2BRR1,https://doi.org/10.7910/DVN/H2BRR1,10.7910,2013-07-23,s3://dvn-cloud:1902.1/21816,,10.7910/DVN/H2BRR1
pan,47578,DVN/4C5GJN,https://doi.org/10.7910/DVN/4C5GJN,10.7910,2009-12-21,s3://dvn-cloud:1902.1/13991,,10.7910/DVN/4C5GJN
pan,47579,DVN/GB1ROX,https://doi.org/10.7910/DVN/GB1ROX,10.7910,2010-03-04,s3://dvn-cloud:1902.1/13979,,10.7910/DVN/GB1ROX
pan,47580,DVN/O4PJRG,https://doi.org/10.7910/DVN/O4PJRG,10.7910,2010-02-16,s3://dvn-cloud:1902.1/14257,,10.7910/DVN/O4PJRG
pan,47581,DVN/GIJFIK,https://doi.org/10.7910/DVN/GIJFIK,10.7910,2011-06-16,s3://dvn-cloud:1902.1/16200,,10.7910/DVN/GIJFIK
pan,47582,DVN/2PISVQ,https://doi.org/10.7910/DVN/2PISVQ,10.7910,2011-11-22,s3://dvn-cloud:1902.1/17151,,10.7910/DVN/2PISVQ
pan,47583,DVN/M3GYD0,https://doi.org/10.7910/DVN/M3GYD0,10.7910,2012-09-10,s3://dvn-cloud:1902.1/18787,,10.7910/DVN/M3GYD0
pan,47584,DVN/PCPVWB,https://doi.org/10.7910/DVN/PCPVWB,10.7910,2010-03-04,s3://dvn-cloud:1902.1/14255,,10.7910/DVN/PCPVWB
pan,47585,DVN/5TYA0H,https://doi.org/10.7910/DVN/5TYA0H,10.7910,2010-02-16,s3://dvn-cloud:1902.1/14254,,10.7910/DVN/5TYA0H
pan,47586,DVN/DBLESX,https://doi.org/10.7910/DVN/DBLESX,10.7910,2011-03-09,s3://dvn-cloud:1902.1/15626,,10.7910/DVN/DBLESX
pan,47587,DVN/PNZI2S,https://doi.org/10.7910/DVN/PNZI2S,10.7910,2010-02-24,s3://dvn-cloud:1902.1/14315,,10.7910/DVN/PNZI2S
pan,47588,DVN/DQC9KV,https://doi.org/10.7910/DVN/DQC9KV,10.7910,2010-03-04,s3://dvn-cloud:1902.1/14271,,10.7910/DVN/DQC9KV
pan,47589,DVN/PXM0ES,https://doi.org/10.7910/DVN/PXM0ES,10.7910,2010-03-04,s3://dvn-cloud:1902.1/14267,,10.7910/DVN/PXM0ES
pan,47590,DVN/PWU257,https://doi.org/10.7910/DVN/PWU257,10.7910,2012-05-29,s3://dvn-cloud:1902.1/18182,,10.7910/DVN/PWU257
pan,47591,DVN/HQ3I8K,https://doi.org/10.7910/DVN/HQ3I8K,10.7910,2011-08-31,s3://dvn-cloud:1902.1/16637,,10.7910/DVN/HQ3I8K
pan,47592,DVN/HJCPDK,https://doi.org/10.7910/DVN/HJCPDK,10.7910,2011-12-27,s3://dvn-cloud:1902.1/17292,,10.7910/DVN/HJCPDK
pan,47593,DVN/23248,https://doi.org/10.7910/DVN/23248,10.7910,2013-12-02,s3://dvn-cloud:10.7910/DVN/23248,,10.7910/DVN/23248
pan,47594,DVN/23025,https://doi.org/10.7910/DVN/23025,10.7910,2014-07-29,s3://dvn-cloud:10.7910/DVN/23025,,10.7910/DVN/23025
pan,47595,DVN/KLW6KY,https://doi.org/10.7910/DVN/KLW6KY,10.7910,2012-01-10,s3://dvn-cloud:1902.1/17286,,10.7910/DVN/KLW6KY
pan,47596,DVN/25430,https://doi.org/10.7910/DVN/25430,10.7910,2014-04-08,s3://dvn-cloud:10.7910/DVN/25430,,10.7910/DVN/25430
pan,47597,DVN/IGWWFE,https://doi.org/10.7910/DVN/IGWWFE,10.7910,2010-03-11,s3://dvn-cloud:1902.1/14394,,10.7910/DVN/IGWWFE
pan,47598,DVN/5DL20N,https://doi.org/10.7910/DVN/5DL20N,10.7910,2009-12-21,s3://dvn-cloud:1902.1/13988,,10.7910/DVN/5DL20N
pan,47599,DVN/26966,https://doi.org/10.7910/DVN/26966,10.7910,2014-08-15,s3://dvn-cloud:10.7910/DVN/26966,,10.7910/DVN/26966
pan,47600,DVN/IVOFSM,https://doi.org/10.7910/DVN/IVOFSM,10.7910,2012-04-17,s3://dvn-cloud:1902.1/17923,,10.7910/DVN/IVOFSM
pan,47601,DVN/23773,https://doi.org/10.7910/DVN/23773,10.7910,2013-12-16,s3://dvn-cloud:10.7910/DVN/23773,,10.7910/DVN/23773
pan,47603,DVN/BZZM2E,https://doi.org/10.7910/DVN/BZZM2E,10.7910,2010-03-08,s3://dvn-cloud:1902.1/14364,,10.7910/DVN/BZZM2E
pan,47605,DVN/23107,https://doi.org/10.7910/DVN/23107,10.7910,2013-11-21,s3://dvn-cloud:10.7910/DVN/23107,,10.7910/DVN/23107
pan,47606,DVN/FKAQXS,https://doi.org/10.7910/DVN/FKAQXS,10.7910,2010-03-08,s3://dvn-cloud:1902.1/14363,,10.7910/DVN/FKAQXS
pan,47607,DVN/AX9NVH,https://doi.org/10.7910/DVN/AX9NVH,10.7910,2013-11-13,s3://dvn-cloud:1902.1/22448,,10.7910/DVN/AX9NVH
pan,47608,DVN/RXPLJ6,https://doi.org/10.7910/DVN/RXPLJ6,10.7910,2010-02-16,s3://dvn-cloud:1902.1/14252,,10.7910/DVN/RXPLJ6
pan,47609,DVN/X8MGC3,https://doi.org/10.7910/DVN/X8MGC3,10.7910,2010-03-04,s3://dvn-cloud:1902.1/14265,,10.7910/DVN/X8MGC3
pan,47610,DVN/Z90FRS,https://doi.org/10.7910/DVN/Z90FRS,10.7910,2011-04-16,s3://dvn-cloud:1902.1/15769,,10.7910/DVN/Z90FRS
pan,47611,DVN/G4EH2B,https://doi.org/10.7910/DVN/G4EH2B,10.7910,2010-03-08,s3://dvn-cloud:1902.1/14374,,10.7910/DVN/G4EH2B
pan,47612,DVN/AIVBZQ,https://doi.org/10.7910/DVN/AIVBZQ,10.7910,2010-02-16,s3://dvn-cloud:1902.1/14264,,10.7910/DVN/AIVBZQ
pan,47613,DVN/29488,https://doi.org/10.7910/DVN/29488,10.7910,2015-03-19,s3://dvn-cloud:10.7910/DVN/29488,,10.7910/DVN/29488
pan,47614,DVN/24274,https://doi.org/10.7910/DVN/24274,10.7910,2014-01-22,s3://dvn-cloud:10.7910/DVN/24274,,10.7910/DVN/24274
pan,47615,DVN/WS0OLY,https://doi.org/10.7910/DVN/WS0OLY,10.7910,2010-03-08,s3://dvn-cloud:1902.1/14289,,10.7910/DVN/WS0OLY
pan,47616,DVN/VOSEXQ,https://doi.org/10.7910/DVN/VOSEXQ,10.7910,2011-10-28,s3://dvn-cloud:1902.1/17020,,10.7910/DVN/VOSEXQ
pan,47617,DVN/S38FOU,https://doi.org/10.7910/DVN/S38FOU,10.7910,2010-03-04,s3://dvn-cloud:1902.1/14352,,10.7910/DVN/S38FOU
