file_in,title,journal,%,average marginal component effect,Average treatment effect,carr.{20}experiment,choice experiment,coefficient,condition,"conduct.{1,70}experiment","utili[sz].{1,70}experiment",confidence interval,conjoint experiment,control,control group,difference-in-differences,estimator,experimental design,experimental group,experimental research,field experiment,instrumental variable,interaction,internet experiment,intervention,likelihood estimator,manipulation,lab experiment,maximum likelihood estimator,measure,model,multilevel experiment,natural experiment,null result,online survey experiment,p <,p =,p >,p<,p=,p>,participa,population,posttest,pretest,predict,predicted probab,causal,sample size,quasi-experimental,random,random utility model,randomized control trial,RCT,RDD,regression discontinuity design,statistical significance,statistically significant,survey experiment,treatment effect,treatment group,validity,list survey,vignette,vignette experiment,β,effect,design,results,plot,figure,subject,recruit,random.{10}assign,control condition,mechanical turk,mturk,causal inference,µ,yougov,polimetrix,qualtrics,count_experiment,nchar
10.1080_1060586x.2019.1653063,"Ethnicity and voters' evaluations of political leadership: """"lab-in-the-field"""" experiments in russian regions",Post-Soviet Affairs,52,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,0,13,0,0,0,1,0,0,0,27,0,0,0,0,10,0,0,0,0,0,0,36,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,6,0,0,4,4,20,0,8,0,0,0,0,0,0,0,0,0,0,0,26,67531
10.1080_1060586x.2019.1660491,"Staring at the west through kremlin-tinted glasses: russian mass and elite divergence in attitudes toward the united states, european union, and ukraine before and after crimea",Post-Soviet Affairs,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,55,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,4,2,0,0,0,0,0,0,0,0,0,0,9,45814
10.1080_1060586x.2020.1730121,Demonizing the enemy: the influence of russian state-sponsored media on american audiences,Post-Soviet Affairs,12,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,8,3,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,5,0,0,0,2,6,0,8,1,0,0,0,3,2,0,0,0,0,0,15,66663
10.1080_1060586x.2020.1750912,Guns to butter: sociotropic concerns and foreign policy preferences in russia,Post-Soviet Affairs,20,0,0,0,0,0,5,1,0,0,0,7,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,12,1,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,15,45083
10.1080_1060586x.2020.1772664,The great game and the evolving nature of political talk shows on russian television,Post-Soviet Affairs,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,5,80577
10.1080_1060586x.2020.1780727,"Public-private partnerships for skill development in the united states, russia, and china",Post-Soviet Affairs,7,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,4,1,2,0,0,0,0,0,0,0,0,0,5,89478
10.1080_1060586x.2020.1785245,Politics and banking in russia: the rise of putin,Post-Soviet Affairs,29,0,0,0,0,11,0,0,0,0,0,18,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,42,0,4,0,1,0,0,0,0,0,0,0,0,0,5,95668
10.1080_10758216.2015.1084885,Regional variation in business-government relations in russia and china,Problems of Post-Communism,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,0,2,0,0,0,0,0,0,0,0,0,0,0,6,66177
10.1080_10758216.2018.1450154,Institutional change in authoritarian regimes: pension reform in russia and china,Problems of Post-Communism,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,82780
10.1080_10758216.2019.1605829,Local state adhocracy: infrastructural power and stability maintenance in grassroots china,Problems of Post-Communism,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,7,73151
10.1080_13501763.2011.646779,Market power europe,Journal of European Public Policy,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,56054
10.1080_13501763.2012.681456,Experiments in supranational institution-building: the european commission as a laboratory,Journal of European Public Policy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,39087
10.1080_13501763.2013.781832,Learning in the european union: theoretical lenses and meta-theory,Journal of European Public Policy,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,2,0,0,0,0,0,0,0,0,0,0,18,55540
10.1080_13501763.2013.870023,Informal governance in the european union,Journal of European Public Policy,5,0,0,0,0,0,1,0,0,0,0,62,0,0,0,0,0,0,0,0,18,0,2,0,0,0,0,7,18,0,0,0,0,0,0,0,0,0,0,1,5,0,0,14,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,21,30,12,1,12,26,0,0,0,0,0,0,0,0,0,0,9,613652
10.1080_13501763.2014.882972,"Experimentalism in european union and global financial governance: interactions, contrasts, and implications",Journal of European Public Policy,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,133,70252
10.1080_13501763.2015.1046903,Market power europe: exploring a dynamic conceptual framework,Journal of European Public Policy,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,61760
10.1080_13501763.2016.1147057,Pioneering marriage for same-sex couples in the netherlands,Journal of European Public Policy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,55731
10.1080_13501763.2016.1164744,"Crisis, learning and policy change in the european union",Journal of European Public Policy,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,21,63396
10.1080_13501763.2016.1170191,Multi-dimensional preferences for labour market reforms: a conjoint experiment,Journal of European Public Policy,0,0,0,0,0,0,1,1,0,0,12,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,2,3,0,0,0,0,3,1,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,15,0,4,0,0,0,0,0,0,1,0,0,0,0,32,59695
10.1080_13501763.2016.1206141,Regulatory co-ordination in the eu: a cross-sector comparison,Journal of European Public Policy,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,56017
10.1080_13501763.2017.1363805,Innovation assessment: governing through periods of disruptive technological change,Journal of European Public Policy,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,16,57791
10.1080_13501763.2017.1370005,Practising what you preach: how cosmopolitanism promotes willingness to redistribute across the european union,Journal of European Public Policy,2,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,5,21,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,1,11,0,4,0,0,0,0,0,0,0,0,0,0,0,35,56468
10.1080_13501763.2017.1385644,Architecture and policy-making: comparing experimentalist and hierarchical governance in eu energy regulation,Journal of European Public Policy,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,109,59381
10.1080_13501763.2019.1701529,Preferences for european unemployment insurance: a question of economic ideology or eu support?,Journal of European Public Policy,37,0,0,0,0,0,1,3,0,0,6,7,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,3,29,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,13,0,4,1,0,0,0,0,0,0,0,0,0,0,16,54927
10.1080_13501763.2020.1720782,Loved and feared: citizens' ambivalence towards free movement in the european union,Journal of European Public Policy,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,6,13,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,7,0,6,2,0,0,0,0,0,1,0,0,0,0,14,59934
10.1080_13501763.2020.1749715,"Trade-offs between redistribution and environmental protection: the role of information, ideology, and self-interest",Journal of European Public Policy,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,3,6,0,13,0,0,0,0,0,0,0,0,0,0,0,17,58789
10.1080_13501763.2021.1912144,Differential discrimination against mobile eu citizens: experimental evidence from bureaucratic choice settings,Journal of European Public Policy,18,0,0,0,0,0,3,4,0,0,4,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,0,0,0,4,11,0,14,2,0,0,0,0,0,1,0,1,0,0,33,53808
10.1080_13501763.2021.1912149,Honesty pledges for the behaviorally-based regulation of dishonesty,Journal of European Public Policy,32,0,0,0,0,0,19,0,0,0,0,10,1,0,0,0,0,0,0,0,12,0,2,0,1,0,0,5,0,0,0,0,0,6,6,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,41,4,7,0,16,0,0,0,2,0,0,0,0,0,0,0,11,53383
10.1080_13501763.2021.1912152,Foregone and predicted futures: challenges of opportunity cost neglect and impact bias for public participation in policymaking,Journal of European Public Policy,0,0,0,0,0,0,9,1,2,0,0,11,3,0,0,1,0,0,0,0,8,0,1,0,0,0,0,0,15,0,1,0,0,6,4,0,0,0,0,0,9,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,3,0,3,8,0,5,0,0,0,5,0,0,0,0,0,0,0,14,58905
10.1080_13501763.2021.1942155,Responding to the covid-19 crisis: a principled or pragmatist approach?,Journal of European Public Policy,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,60904
10.1080_13510341003700196,Democratic enclaves in authoritarian regimes,Democratization,4,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,10,84020
10.1080_13510347.2011.603473,Parties and issues in francophone west africa: towards a theory of non-mobilization,Democratization,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,6,60206
10.1080_13510347.2012.697056,Pluralistic conditioning: social tolerance and effective democracy,Democratization,0,0,0,0,0,17,1,0,0,0,0,12,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,31,30,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,13,2,21,0,0,0,0,0,0,0,0,0,0,0,9,79088
10.1080_13510347.2014.982107,Local participatory innovations and experts as political entrepreneurs: the case of china's democracy consultants,Democratization,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,7,62988
10.1080_13510347.2016.1146696,Tools of single party hegemony in tanzania: evidence from surveys and survey experiments,Democratization,35,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,0,0,1,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,3,0,0,4,4,0,7,1,7,0,8,0,0,0,0,0,0,0,0,0,0,0,37,65187
10.1080_13510347.2016.1256284,Electoral competition and democratic decline in nicaragua: uncovering an electorally viable platform for the right,Democratization,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,2,8,10,0,0,1,0,0,0,0,0,0,0,0,0,0,19,61391
10.1080_13510347.2016.1256874,"What does democracy mean? {Activist} views and practices in athens, cairo, london and moscow",Democratization,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,61319
10.1080_13510347.2017.1315566,Digital media and political opposition in authoritarian systems: russia's 2011 and 2016 duma elections,Democratization,36,0,0,0,0,0,0,0,0,2,0,34,0,0,0,1,0,0,2,0,0,0,3,0,1,0,0,5,41,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,2,0,1,4,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,18,1,25,0,6,1,0,0,0,0,0,0,0,0,0,0,6,65773
10.1080_13510347.2017.1365841,Electoral violence prevention: what works?,Democratization,1,0,0,0,0,1,2,0,0,0,0,5,0,0,1,0,0,0,3,0,0,0,3,0,1,0,0,6,20,0,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,8,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,12,75530
10.1080_13510347.2017.1411904,Meeting the dalai lama and perceptions of democracy in china: a quasi-natural experiment,Democratization,5,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,2,0,5,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,21,2,6,0,10,0,0,0,0,0,0,0,0,0,0,0,16,61373
10.1080_13510347.2018.1445086,Demand for democracy in resilient authoritarianism: evidence from rural china,Democratization,7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,8,17,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,2,0,0,2,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,6,7,23,0,2,0,0,0,0,0,0,0,0,0,0,0,9,67026
10.1080_13510347.2018.1506768,Democracy as an equilibrium: rational choice and formal political theory in democratization research,Democratization,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,5,0,1,0,17,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,16,79252
10.1080_13510347.2018.1509851,Introduction: absorbing the four methodological disruptions in democratization research?,Democratization,21,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,63,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,16,0,0,0,0,36,70522
10.1080_13510347.2019.1639151,Who are the targets of familial electoral coercion? {Evidence} from turkey,Democratization,0,0,0,0,0,3,3,0,0,0,0,11,4,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,13,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,4,0,13,0,12,2,0,0,1,0,0,0,0,0,0,0,29,70800
10.1080_13510347.2019.1663501,De-biasing democracy. {Behavioural} public policy and the post-democratic turn,Democratization,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,13,60271
10.1080_13510347.2019.1679771,Designing authoritarian deliberation: how social media platforms influence political talk in china,Democratization,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,8,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,47,22,0,10,0,0,0,0,0,0,0,0,0,0,0,26,69820
10.1080_13510347.2019.1710490,Get out the vote – or else: the impact of fear of election violence on voters,Democratization,118,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,51,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,6,60772
10.1080_13510347.2020.1763312,"Youth quotas and """"jurassic park"""" politicians: age as a heuristic for vote choice in tunisia's new democracy",Democratization,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,5,0,0,1,0,2,1,0,2,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,2,8,0,11,0,0,0,0,0,0,0,0,0,0,0,14,53989
10.1080_13523260.2012.659573,Organizing for counter-insurgency: explaining doctrinal adaptation in britain and germany,Contemporary Security Policy,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,118328
10.1080_13523260.2013.842294,Dissuading biological weapons proliferation,Contemporary Security Policy,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12,0,1,3,1,0,0,0,0,0,0,0,0,0,17,107583
10.1080_13523260.2018.1499695,"Prospect theory and foreign policy decision-making: underexposed issues, advancements, and ways forward",Contemporary Security Policy,10,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,46943
10.1080_13523260.2020.1729496,Why language matters: shaping public risk tolerance during deterrence crises,Contemporary Security Policy,16,0,0,0,0,0,16,2,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,8,1,0,0,0,0,0,1,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,26,0,3,6,0,0,0,4,6,0,0,0,0,1,96,95286
10.1080_13523260.2020.1868836,"A fragile public preference for cyber strikes: evidence from survey experiments in the united states, united kingdom, and israel",Contemporary Security Policy,6,0,0,0,0,0,32,1,0,0,0,21,4,0,0,1,0,1,0,0,0,0,1,0,8,0,0,3,2,0,0,0,1,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,7,0,7,0,0,0,6,1,0,0,0,0,0,0,38,77179
10.1080_13533312.2014.950884,Going micro: emerging and future peacekeeping research,International Peacekeeping,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31043
10.1080_13533312.2015.1059733,Impact assessment of the facilitadores judiciales programme in nicaragua,International Peacekeeping,0,0,0,0,0,0,11,0,0,0,0,46,4,0,0,0,0,0,1,0,7,0,71,0,0,0,0,3,10,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,11,1,6,0,8,0,0,0,2,0,0,0,0,0,0,0,6,61142
10.1080_13533312.2015.1115354,Building a more competent security sector: the case of unmil and the liberian national police,International Peacekeeping,23,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,2,13,0,11,0,2,0,0,0,0,1,0,0,0,0,11,85150
10.1080_13563467.2011.532202,Depoliticising monetary policy: the minimum lending rate experiment in britain in the 1970s,New Political Economy,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,13,62153
10.1080_13563467.2012.658767,({Dis}-)owning the corporation: three models of employee-shareholder activism,New Political Economy,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,8,80133
10.1080_13563467.2013.742882,Convenient stalemates: why international patent law negotiations continue despite deadlock,New Political Economy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,1,3,0,0,0,0,0,0,0,0,0,0,5,81323
10.1080_13563467.2013.829433,Neoliberalism in the laboratory? {Experimental} economics on markets and their limits,New Political Economy,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,8,0,0,9,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37,10,0,1,2,0,0,0,0,0,0,0,0,0,0,125,100323
10.1080_13563467.2014.951431,"Varieties of economic crisis, varieties of ideational change: how and why financial regulation and macroeconomic policy differ",New Political Economy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,19,83818
10.1080_13563467.2015.1079170,Rent management – the heart of green industrial policy,New Political Economy,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27,79575
