search_title,title_match,diff,url,orig_title,doi
Local conditions of drought-related violence in sub-Saharan Africa,Local conditions of drought-related violence in sub-Saharan Africa,0,https://files.prio.org/Journals/JPR/2016/53/5/Adrien Detges.zip,Local conditions of drought-related violence in sub-Saharan Africa,10.1177/0022343316651922
The commander’s dilemma,The commander’s dilemma,0,https://files.prio.org/Journals/JPR/2016/53/5/Amelia Hoover Green.zip,The commander’s dilemma,10.1177/0022343316653645
Why class inequality breeds coups but not civil wars,Why class inequality breeds coups but not civil wars,0,https://files.prio.org/Journals/JPR/2016/53/5/Christian Houle.zip,Why class inequality breeds coups but not civil wars,10.1177/0022343316652187
Dangerous lessons,Dangerous lessons,0,https://files.prio.org/Journals/JPR/2016/53/5/Christopher Linebarger.zip,Dangerous lessons,10.1177/0022343316653462
"Organized violence, 1989–2015","Organized violence, 1989–2015",0,http://ucdp.uu.se/downloads/,"Organized violence, 1989–2015",10.1177/0022343316663032
The return on social bonds,The return on social bonds,0,https://files.prio.org/Journals/JPR/2016/53/5/Mark Nieman.zip,The return on social bonds,10.1177/0022343316642509
How much terror,How much terror,0,"https://files.prio.org/Journals/JPR/2016/53/5/Ryan Bakker, Daniel W Hill &amp; Will H Moore.zip","How much terror? Dissidents, governments, institutions, and the cross-national study of terror attacks",10.1177/0022343316655020
The evolution of prosociality and parochialism after violence,The evolution of prosociality and parochialism after violence,0,https://files.prio.org/Journals/JPR/2016/53/5/Vera Mironova &amp; Sam Whitt.zip,The evolution of prosociality and parochialism after violence,10.1177/0022343316648204
Weapons of choice,Weapons of choice,0,https://files.prio.org/journals/JPR/2016/53/4/Axel Deher &amp; Merle Kreibaum.zip,Weapons of choice,10.1177/0022343316634418
"Economic sanctions, military interventions, and civil conflict outcomes","Economic sanctions, military interventions, and civil conflict outcomes",0,https://files.prio.org/journals/JPR/2016/53/4/David Lektzian &amp; Patrick Regan.zip,"Economic sanctions, military interventions, and civil conflict outcomes",10.1177/0022343316638714
Investing in stability,Investing in stability,0,https://files.prio.org/journals/JPR/2016/53/4/Jonathan Powell &amp; Mwita Chacha.zip,Investing in stability,10.1177/0022343316638588
Ratification as accommodation,Ratification as accommodation,0,https://files.prio.org/journals/JPR/2016/53/4/Kirssa Cline Ryckman.zip,Ratification as accommodation? Domestic dissent and human rights treaties,10.1177/0022343316630038
"Police Reforms in Peace Agreements, 1975-2011","Police reforms in peace agreements, 1975–2011",0.12836495031617,"https://files.prio.org/journals/JPR/2016/53/4/Nadine Ansorg, Felix Haass &amp; Julia Strasheim.zip","Police reforms in peace agreements, 1975–2011",10.1177/0022343316628932
Free and Fair Elections – A new database,Free and fair elections,0.232674571805007,https://files.prio.org/journals/JPR/2016/53/4/Sylvia Bishop &amp; Anke Hoeffler.zip,Free and fair elections,10.1177/0022343316642508
Peace from the past,Peace from the past,0,https://www.prio.org/utility/DownloadFile.ashx?id=124&amp;type=replicationfile,Peace from the past,10.1177/0022343316640595
Agreeing to arm,Agreeing to arm,0,https://files.prio.org/Journals/JPR/2016/53/3/Brandon J Kinne.zip,Agreeing to arm,10.1177/0022343316630037
Alliance networks and trade,Alliance networks and trade,0,https://files.prio.org/Journals/JPR/2016/53/3/Dotan A Haim.zip,Alliance networks and trade,10.1177/0022343316630938
Networked international politics,Networked international politics,0,"https://files.prio.org/Journals/JPR/2016/53/3/Han Dorussen, Erik A Gartzke &amp; Oliver Westerwinter.zip",Networked international politics,10.1177/0022343316637896
Standing alongside your friends,Standing alongside your friends,0,https://files.prio.org/Journals/JPR/2016/53/3/Hugh Ward &amp; Han Dorussen.zip,Standing alongside your friends,10.1177/0022343316628814
Interethnic conflict and the potential dangers of cross-group ties,Interethnic conflict and the potential dangers of cross-group ties,0,https://files.prio.org/Journals/JPR/2016/53/3/Jennifer Larson.zip,Interethnic conflict and the potential dangers of cross-group ties,10.1177/0022343316630781
The view from the bottom,The view from the bottom,0,"https://files.prio.org/Journals/JPR/2016/53/3/Maya Wilson, David R Davis &amp; Amanda Murdie.zip",The view from the bottom,10.1177/0022343316628813
Dangerous liaisons,Dangerous liaisons,0,https://files.prio.org/Journals/JPR/2016/53/3/Olga Chyzh.zip,Dangerous liaisons,10.1177/0022343316629605
A new approach to analyzing coevolving longitudinal networks in international relations,A new approach to analyzing coevolving longitudinal networks in international relations,0,"https://files.prio.org/Journals/JPR/2016/53/3/Minhas, Hoff &amp; Ward.zip",A new approach to analyzing coevolving longitudinal networks in international relations,10.1177/0022343316630783
Modeling the coevolution of international and domestic institutions,Modeling the coevolution of international and domestic institutions,0,https://files.prio.org/Journals/JPR/2016/53/3/T Camber Warren.zip,Modeling the coevolution of international and domestic institutions,10.1177/0022343316633375
The importance of conflict characteristics for the diffusion of international mediation,The importance of conflict characteristics for the diffusion of international mediation,0,https://files.prio.org/Journals/JPR/2016/53/3/Tobias Böhmelt.zip,The importance of conflict characteristics for the diffusion of international mediation,10.1177/0022343316628827
Team of former rivals,Team of former rivals,0,https://files.prio.org/Journals/JPR/2016/53/3/Yonatan Lupu &amp; Paul Poast.zip,Team of former rivals,10.1177/0022343316630782
The effects of shocks on international networks,The effects of shocks on international networks,0,https://files.prio.org/Journals/JPR/2016/53/3/Zeev Maoz &amp; Kyle A Joyce.zip,The effects of shocks on international networks,10.1177/0022343316632854
Dying for survival,Dying for survival,0,https://files.prio.org/Journals/JPR/2016/53/2/Benjamin Acosta.zip,Dying for survival,10.1177/0022343315618001
Reputation of terror groups dataset,Reputation of Terror Groups Dataset,0.145684523809524,https://files.prio.org/Journals/JPR/2016/53/2/Efe Tokdemir &amp; Seden Akcinaroglu.zip,Reputation of Terror Groups Dataset,10.1177/0022343315626506
From a perpetrator’s perspective,From a perpetrator’s perspective,0,https://files.prio.org/Journals/JPR/2016/53/2/Hannah Smidt.zip,From a perpetrator’s perspective,10.1177/0022343315626240
Hiding violence to deal with the state,Hiding violence to deal with the state,0,https://files.prio.org/Journals/JPR/2016/53/2/José Miguel Cruz &amp; Angélica Durán-Martínez.zip,Hiding violence to deal with the state,10.1177/0022343315626239
Beyond peace journalism,Beyond peace journalism,0,"https://files.prio.org/Journals/JPR/2016/53/2/Keren Tenenboim-Weinblatt, Thomas Hanitzsch &amp; Rotem Nagard.zip",Beyond peace journalism,10.1177/0022343315609091
Sacred violence or strategic faith,Sacred violence or strategic faith,0,https://files.prio.org/Journals/JPR/2016/53/2/Matthew Isaacs.zip,Sacred violence or strategic faith? Disentangling the relationship between religion and violence in armed conflict,10.1177/0022343315626771
U S nuclear weapons and nonproliferation,US nuclear weapons and non-proliferation,0.110683760683761,https://files.prio.org/Journals/JPR/2016/53/2/Matthew Kroenig.zip,US nuclear weapons and non-proliferation,10.1177/0022343315626770
Measuring change in source of leader support,Measuring change in source of leader support,0,"https://files.prio.org/Journals/JPR/2016/53/2/Michaela Mattes, Brett Ashley Leeds &amp; Naoko Matsumura.zip",Measuring change in source of leader support,10.1177/0022343315625760
Taking away the guns,Taking away the guns,0,https://files.prio.org/Journals/JPR/2016/53/2/Yuri M Zhukov.zip,Taking away the guns,10.1177/0022343315626241
It’s only money,It’s only money,0,https://files.prio.org/journals/JPR/2016/53/1/Miller &amp; Barber 2016 replication.zip,It’s only money,10.1177/0022343315608934
Two sword lengths apart,Two sword lengths apart,0,https://files.prio.org/journals/JPR/2016/53/1/Grandrud 2016 replication.zip,Two sword lengths apart,10.1177/0022343315604707
Local power-sharing institutions and interreligious violence in Nigeria,Local power-sharing institutions and interreligious violence in Nigeria,0,https://files.prio.org/journals/JPR/2016/53/1/Bunte &amp; Vinson 2016 replication.zip,Local power-sharing institutions and interreligious violence in Nigeria,10.1177/0022343315614999
The determinants of low-intensity intergroup violence,The determinants of low-intensity intergroup violence,0,"https://files.prio.org/journals/JPR/2016/53/1/Balcells, Daniels &amp; Escriba-Folch 2016 replication.zip",The determinants of low-intensity intergroup violence,10.1177/0022343315610399
"E pluribus unum, ex uno plures","E pluribus unum, ex uno plures",0,"https://files.prio.org/journals/JPR/2016/53/1/Seymour, Bakke &amp; Cunningham 2016 replication.zip","E pluribus unum, ex uno plures",10.1177/0022343315605571
The sources of social violence in Latin America,The sources of social violence in Latin America,0,https://files.prio.org/journals/JPR/2016/53/1/Rivera 2016 replication.zip,The sources of social violence in Latin America,10.1177/0022343315598823
The downstream effects of combatant fragmentation on civil war recurrence,The downstream effects of combatant fragmentation on civil war recurrence,0,https://files.prio.org/journals/JPR/2016/53/1/Ruloff &amp; Findley 2016 replication.zip,The downstream effects of combatant fragmentation on civil war recurrence,10.1177/0022343315617067
"Climate change, rice crops, and violence","Climate change, rice crops, and violence",0,"https://files.prio.org/journals/JPR/2016/53/1/Caruso, Petraca &amp; Ricciuti 2016 replication.zip","Climate change, rice crops, and violence",10.1177/0022343315616061
Explaining sexual exploitation and abuse in peacekeeping missions,Explaining sexual exploitation and abuse in peacekeeping missions,0,https://files.prio.org/journals/JPR/2016/53/1/Karim &amp; Beardsley 2016 replication.zip,Explaining sexual exploitation and abuse in peacekeeping missions,10.1177/0022343315615506
The conditioning effect of protest history on the emulation of nonviolent conflict,The conditioning effect of protest history on the emulation of nonviolent conflict,0,"https://files.prio.org/journals/JPR/2015/52/6/Braithwaite, Braithwaite &amp; Kucik 2015 replication.zip",The conditioning effect of protest history on the emulation of nonviolent conflict,10.1177/0022343315593993
The interrogation game,The interrogation game,0,https://files.prio.org/journals/JPR/2015/52/6/Johnson &amp; Ryan 2015 replication.zip,The interrogation game,10.1177/0022343315592688
Providing security or protecting interests,Providing security or protecting interests,0,https://files.prio.org/journals/JPR/2015/52/6/Elfversson 2015 replication.zip,Providing security or protecting interests? Government interventions in violent communal conflicts in Africa,10.1177/0022343315597968
Refugee flows and state contributions to post-Cold War UN peacekeeping missions,Refugee flows and state contributions to post-Cold War UN peacekeeping missions,0,https://files.prio.org/journals/JPR/2015/52/6/Uzonyi 2015 replication.zip,Refugee flows and state contributions to post-Cold War UN peacekeeping missions,10.1177/0022343315574353
A Chinese resource curse,A Chinese resource curse,0,https://files.prio.org/journals/JPR/2015/52/6/Bader &amp; Daxecker 2015 replication.zip,A Chinese resource curse? The human rights effects of oil export dependence on China versus the United States,10.1177/0022343315593332
Personnel contributions to UN and non-UN peacekeeping missions,Personnel contributions to UN and non-UN peacekeeping missions,0,"https://files.prio.org/journals/JPR/2015/52/6/Gaibulloev, George, Sandler &amp; Shimizu 2015 replication.zip",Personnel contributions to UN and non-UN peacekeeping missions,10.1177/0022343315579245
"Resource rents, balance of power, and political stability","Resource rents, balance of power, and political stability",0,https://files.prio.org/journals/JPR/2015/52/6/Farzanegan &amp; Bjorvatn 2015 replication.zip,"Resource rents, balance of power, and political stability",10.1177/0022343315593992
Triangulating horizontal inequality,Triangulating horizontal inequality,0,"https://files.prio.org/journals/JPR/2015/52/6/Cederman, Weidmann &amp; Bormann 2015 replication.zip",Triangulating horizontal inequality,10.1177/0022343315597969
Paths to intervention,Paths to intervention,0,https://files.prio.org/journals/JPR/2015/52/6/Binder 2015 replication.zip,Paths to intervention,10.1177/0022343315585847
When states go bad,When states go bad,0,https://files.prio.org/journals/JPR/2015/52/5/Bellamy 2015 replication.zip,When states go bad,10.1177/0022343315569333
Elections and civil violence in new multiparty regimes,Elections and civil violence in new multiparty regimes,0,https://files.prio.org/journals/JPR/2015/52/5/Goldsmith 2015 replication.zip,Elections and civil violence in new multiparty regimes,10.1177/0022343315576014
"Social cleavages, wartime experience, and ethnic cleansing in Europe","Social cleavages, wartime experience, and ethnic cleansing in Europe",0,https://files.prio.org/journals/JPR/2015/52/5/Bulutgil 2015 replication.zip,"Social cleavages, wartime experience, and ethnic cleansing in Europe",10.1177/0022343315588339
Nonviolent mobilization between a rock and a hard place,Nonviolent mobilization between a rock and a hard place,0,https://files.prio.org/journals/JPR/2015/52/5/Høigilt 2015 replication.zip,Nonviolent mobilization between a rock and a hard place,10.1177/0022343315572497
The cost of security,The cost of security,0,https://files.prio.org/journals/JPR/2015/52/5/Johnson 2015 replication.zip,The cost of security,10.1177/0022343314565434
Land grievances and the mobilization of electoral violence,Land grievances and the mobilization of electoral violence,0,https://files.prio.org/journals/JPR/2015/52/5/Klaus &amp; Mitchell 2015 replication.zip,Land grievances and the mobilization of electoral violence,10.1177/0022343315580145
"Guns, butter, and debt","Guns, butter, and debt",0,https://files.prio.org/journals/JPR/2015/52/5/DiGiuseppe 2015 replication.zip,"Guns, butter, and debt",10.1177/0022343315587970
Making useful conflict predictions,Making useful conflict predictions,0,https://files.prio.org/journals/JPR/2015/52/5/Kennedy 2015 replication.zip,Making useful conflict predictions,10.1177/0022343315585611
"Democracy, war effort, and the systemic democratic peace","Democracy, war effort, and the systemic democratic peace",0,https://files.prio.org/journals/JPR/2015/52/4/Bausch 2015 replication.zip,"Democracy, war effort, and the systemic democratic peace",10.1177/0022343314552808
Framing consensus,Framing consensus,0,https://files.prio.org/journals/JPR/2015/52/4/Zellman 2015 replication.zip,Framing consensus,10.1177/0022343314564713
Popular vs. elite democratic structures and international peace,Popular vs. elite democratic structures and international peace,0,"https://files.prio.org/journals/JPR/2015/52/4/Joshi, Maloy &amp; Peterson 2015 replication.zip",Popular vs. elite democratic structures and international peace,10.1177/0022343314567722
Economic coercion and currency crises in target countries,Economic coercion and currency crises in target countries,0,https://files.prio.org/journals/JPR/2015/52/4/Peksen &amp; Son 2015 replication.zip,Economic coercion and currency crises in target countries,10.1177/0022343314563636
Get off my lawn,Get off my lawn,0,https://files.prio.org/journals/JPR/2015/52/4/Tir &amp; Singh 2015 replication.zip,Get off my lawn,10.1177/0022343315571008
"Annualized implementation data on comprehensive intrastate peace accords, 1989–2012","Annualized implementation data on comprehensive intrastate peace accords, 1989–2012",0,"https://files.prio.org/journals/JPR/2015/52/4/Joshi, Quinn &amp; Regan 2015 replication.zip","Annualized implementation data on comprehensive intrastate peace accords, 1989–2012",10.1177/0022343314567486
Declining willingness to fight for one’s country,Declining willingness to fight for one’s country,0,"https://files.prio.org/journals/JPR/2015/52/4/Inglehart, Puranen &amp; Welzel 2015 replication.zip",Declining willingness to fight for one’s country,10.1177/0022343314565756
"Armed conflicts, 1946–2014","Armed conflicts, 1946–2014",0,http://ucdp.uu.se/downloads/,"Armed conflicts, 1946–2014",10.1177/0022343315595927
"Border settlement, commitment problems, and the causes of contiguous rivalry","Border settlement, commitment problems, and the causes of contiguous rivalry",0,https://files.prio.org/journals/JPR/2015/52/4/Rider &amp; Owsiak 2015 replication.zip,"Border settlement, commitment problems, and the causes of contiguous rivalry",10.1177/0022343315571675
Pulling the plug,Pulling the plug,0,https://files.prio.org/journals/JPR/2015/52/3/Gohdes 2015 replication.zip,Pulling the plug,10.1177/0022343314551398
Ethnic conflict goes mobile,Ethnic conflict goes mobile,0,https://files.prio.org/journals/JPR/2015/52/3/Bailard 2015 replication.zip,Ethnic conflict goes mobile,10.1177/0022343314556334
A spatial analysis of the impact of West German television on protest mobilization during the East German revolution,A spatial analysis of the impact of West German television on protest mobilization during the East German revolution,0,"https://files.prio.org/journals/JPR/2015/52/3/Crabtree, Darmofal &amp; Kern 2015 replication.zip",A spatial analysis of the impact of West German television on protest mobilization during the East German revolution,10.1177/0022343314554245
Empowering activists or autocrats,Empowering activists or autocrats,0,https://files.prio.org/journals/JPR/2015/52/3/Rød &amp; Weidmann 2015 replication.zip,Empowering activists or autocrats? The Internet in authoritarian regimes,10.1177/0022343314555782
Coordination and security,Coordination and security,0,https://files.prio.org/journals/JPR/2015/52/3/Shapiro &amp; Siegel 2015 replication.zip,Coordination and security,10.1177/0022343314559624
Filtering revolution,Filtering revolution,0,https://files.prio.org/journals/JPR/2015/52/3/Baum &amp; Zhukov 2015 replication.zip,Filtering revolution,10.1177/0022343314554791
Communication networks and the transnational spread of ethnic conflict,Communication networks and the transnational spread of ethnic conflict,0,https://files.prio.org/journals/JPR/2015/52/3/Weidmann 2015 replication.zip,Communication networks and the transnational spread of ethnic conflict,10.1177/0022343314554670
Explosive connections,Explosive connections,0,https://files.prio.org/journals/JPR/2015/52/3/Warren 2015 replication.zip,"Explosive connections? Mass media, social media, and the geography of collective violence in African states",10.1177/0022343314558102
Using social media to measure foreign policy dynamics,Using social media to measure foreign policy dynamics,0,"https://files.prio.org/journals/JPR/2015/52/3/Zeitzoff, Kelley &amp; Lotan 2015 replication.zip",Using social media to measure foreign policy dynamics,10.1177/0022343314558700
Military power and political objectives in armed interventions,Military power and political objectives in armed interventions,0,https://files.prio.org/Journals/JPR/2015/52/2/Rapport 2015 replication.zip,Military power and political objectives in armed interventions,10.1177/0022343314557688
Weathering unrest,Weathering unrest,0,https://files.prio.org/Journals/JPR/2015/52/2/Yeeles 2015 replication.zip,Weathering unrest,10.1177/0022343314557508
'Capital punishment',‘Capital punishment’,0.0666666666666668,https://files.prio.org/Journals/JPR/2015/52/2/Butcher 2015 replication.zip,‘Capital punishment’,10.1177/0022343314552717
Anticipating mediated talks,Anticipating mediated talks,0,https://files.prio.org/Journals/JPR/2015/52/2/Ruhe 2015 replication.zip,Anticipating mediated talks,10.1177/0022343314558101
"Global food prices, regime type, and urban unrest in the developing world","Global food prices, regime type, and urban unrest in the developing world",0,https://files.prio.org/Journals/JPR/2015/52/2/Hendrix &amp; Haggard 2015 replication.zip,"Global food prices, regime type, and urban unrest in the developing world",10.1177/0022343314561599
Soldiers and development aid,Soldiers and development aid,0,https://files.prio.org/Journals/JPR/2015/52/2/Kisangani &amp; Pickering 2015 replication.zip,Soldiers and development aid,10.1177/0022343314561363
The effectiveness of treaty design in addressing water disputes,The effectiveness of treaty design in addressing water disputes,0,https://files.prio.org/Journals/JPR/2015/52/2/Mitchell &amp; Zawahri 2015 replication.zip,The effectiveness of treaty design in addressing water disputes,10.1177/0022343314559623
Adding trade to the equation,Adding trade to the equation,0,https://files.prio.org/Journals/JPR/2015/52/2/Stojek &amp; Chacha 2015 replication.zip,Adding trade to the equation,10.1177/0022343314561406
The Ba‘athist blackout,The Ba‘athist blackout,0,https://files.prio.org/journals/JPR/2015/52/1/De Juan &amp; Bank 2015 replication.zip,The Ba‘athist blackout? Selective goods provision and political violence in the Syrian civil war,10.1177/0022343314559437
Enemies with benefits,Enemies with benefits,0,https://files.prio.org/journals/JPR/2015/52/1/Phillips 2015 replication.zip,Enemies with benefits? Violent rivalry and terrorist group longevity,10.1177/0022343314550538
Not all dictators are equal,Not all dictators are equal,0,https://files.prio.org/journals/JPR/2015/52/1/von Soest &amp; Wahman 2015 replication.zip,Not all dictators are equal,10.1177/0022343314551081
"Oil, domestic conflict, and opportunities for democratization","Oil, domestic conflict, and opportunities for democratization",0,https://files.prio.org/journals/JPR/2015/52/1/Colgan 2015 replication.zip,"Oil, domestic conflict, and opportunities for democratization",10.1177/0022343314545526
The war that wasn’t there,The war that wasn’t there,0,https://files.prio.org/journals/JPR/2015/52/1/Kreutz 2015 replication.zip,The war that wasn’t there,10.1177/0022343314541845
"Socially relevant ethnic groups, ethnic structure, and AMAR","Socially relevant ethnic groups, ethnic structure, and AMAR",0,https://files.prio.org/journals/JPR/2015/52/1/Birnir et al. 2015 replication.zip,"Socially relevant ethnic groups, ethnic structure, and AMAR",10.1177/0022343314536915
Votes and violence,Votes and violence,0,https://files.prio.org/journals/JPR/2015/52/1/Heger 2015 replication.zip,Votes and violence,10.1177/0022343314552984
A dangerous discrepancy,A dangerous discrepancy,0,https://files.prio.org/journals/JPR/2015/52/1/Hillesund 2015 replication.zip,A dangerous discrepancy,10.1177/0022343314551080
The rise of capitalism and the roots of anti-American terrorism,The rise of capitalism and the roots of anti-American terrorism,0,https://files.prio.org/journals/JPR/2015/52/1/Krieger &amp; Meierrieks 2015 replication.zip,The rise of capitalism and the roots of anti-American terrorism,10.1177/0022343314552940
"US foreign aid, interstate rivalry, and incentives for counterterrorism cooperation","US foreign aid, interstate rivalry, and incentives for counterterrorism cooperation",0,https://files.prio.org/journals/JPR/2014/51/6/Replication Boutton 2014.zip,"US foreign aid, interstate rivalry, and incentives for counterterrorism cooperation",10.1177/0022343314543144
Incentives and opportunities,Incentives and opportunities,0,https://files.prio.org/journals/JPR/2014/51/6/Replication Bara 2014.zip,Incentives and opportunities,10.1177/0022343314534458
Do IMF programs disrupt ethnic peace,Do IMF programs disrupt ethnic peace,0,"https://files.prio.org/journals/JPR/2014/51/6/Replication Vadlamannati, Østmoe &amp; de Soysa 2014.zip","Do IMF programs disrupt ethnic peace? An empirical analysis, 1985–2006",10.1177/0022343314538478
Foreign policies or culture,Foreign policies or culture,0,https://files.prio.org/journals/JPR/2014/51/6/Replication Berger 2014.zip,Foreign policies or culture,10.1177/0022343314527983
Coalitions of the willing,Coalitions of the willing,0,https://files.prio.org/journals/JPR/2014/51/6/Replication Johns &amp; Davies 2014.zip,Coalitions of the willing? International backing and British public support for military action,10.1177/0022343314544779
Fighting words,Fighting words,0,https://files.prio.org/journals/JPR/2014/51/6/Replication McManus 2014.zip,Fighting words,10.1177/0022343314539826
Searching for non-aggressive targets,Searching for non-aggressive targets,0,https://files.prio.org/journals/JPR/2014/51/6/Replication Jung 2014.zip,Searching for non-aggressive targets,10.1177/0022343314546393
Feeding unrest,Feeding unrest,0,https://files.prio.org/journals/JPR/2014/51/6/Replication Smith 2014.zip,Feeding unrest,10.1177/0022343314543722
Observing the capitalist peace,Observing the capitalist peace,0,https://files.prio.org/journals/JPR/2014/51/5/Replication Dafoe &amp; Kelsey 2014.zip,Observing the capitalist peace,10.1177/0022343314536423
"Freedom of foreign movement, economic opportunities abroad, and protest in non-democratic regimes","Freedom of foreign movement, economic opportunities abroad, and protest in non-democratic regimes",0,https://files.prio.org/journals/JPR/2014/51/5/Replication Barry et al. 2014.zip,"Freedom of foreign movement, economic opportunities abroad, and protest in non-democratic regimes",10.1177/0022343314537860
"External territorial threat, state capacity, and civil war","External territorial threat, state capacity, and civil war",0,https://files.prio.org/journals/JPR/2014/51/5/Replication Gibler &amp; Miller 2014.zip,"External territorial threat, state capacity, and civil war",10.1177/0022343314531003
Designing foreign policy,Designing foreign policy,0,https://files.prio.org/journals/JPR/2014/51/5/Replication McLean &amp; Whang 2014.zip,Designing foreign policy,10.1177/0022343314533811
Explaining political jiu-jitsu,Explaining political jiu-jitsu,0,"https://files.prio.org/journals/JPR/2014/51/5/Replication Sutton, Butcher &amp; Svensson 2014.zip",Explaining political jiu-jitsu,10.1177/0022343314531004
Temperature seasonality and violent conflict,Temperature seasonality and violent conflict,0,https://files.prio.org/journals/JPR/2014/51/5/Replication Landis 2014.zip,Temperature seasonality and violent conflict,10.1177/0022343314538275
Is peace a missing value or a zero,Is peace a missing value or a zero,0,https://files.prio.org/journals/JPR/2014/51/4/Vance &amp; Ritter 2014 replication.zip,Is peace a missing value or a zero? On selection models in political science,10.1177/0022343314528200
Determinants of US foreign policy in multilateral development banks,Determinants of US foreign policy in multilateral development banks,0,https://files.prio.org/journals/JPR/2014/51/4/Braaten 2014 replication.zip,Determinants of US foreign policy in multilateral development banks,10.1177/0022343314524219
Why can’t we be friends,Why can’t we be friends,0,https://files.prio.org/journals/JPR/2014/51/4/Kimbrough &amp; Sheremeta 2014 replication.zip,Why can’t we be friends? Entitlements and the costs of conflict,10.1177/0022343314524428
Seedbeds of insurgency,Seedbeds of insurgency,0,"https://files.prio.org/journals/JPR/2014/51/4/Jenkins, Mahler &amp; Fahrer 2014 replication.zip",Seedbeds of insurgency,10.1177/0022343314523027
The law of the land,The law of the land,0,https://files.prio.org/journals/JPR/2014/51/4/Eck 2014 replication.zip,The law of the land,10.1177/0022343314522257
"Armed conflicts, 1946–2013","Armed conflicts, 1946–2013",0,http://ucdp.uu.se/downloads/,"Armed conflicts, 1946–2013",10.1177/0022343314542076
Conflict and the evolution of institutions,Conflict and the evolution of institutions,0,https://files.prio.org/journals/JPR/2014/51/4/Voors &amp; Bulte 2014 replication JPR.zip,Conflict and the evolution of institutions: Unbundling institutions at the local level in Burundi,10.1177/0022343314531264
"The dynamics of cyber conflict between rival antagonists, 2001–11","The dynamics of cyber conflict between rival antagonists, 2001–11",0,https://files.prio.org/journals/JPR/2014/51/3/Valeriano &amp; Maness 2014 replication &amp; codebook.zip,"The dynamics of cyber conflict between rival antagonists, 2001–11",10.1177/0022343313518940
The (in)effectiveness of torture for combating insurgency,The (in)effectiveness of torture for combating insurgency,0,https://files.prio.org/journals/JPR/2014/51/3/Sullivan 2014 replication &amp; appendix.zip,The (in)effectiveness of torture for combating insurgency,10.1177/0022343313520023
Torture allegations as events data,Torture allegations as events data,0,"https://files.prio.org/journals/JPR/2014/51/3/Conrad, Haglund &amp; Moore 2014 replication.zip",Torture allegations as events data,10.1177/0022343314524427
Sexual violence in armed conflict,Sexual violence in armed conflict,0,https://files.prio.org/journals/JPR/2014/51/3/Cohen &amp; Nordås 2014 replication.zip,Sexual violence in armed conflict,10.1177/0022343314523028
Strategic selection,Strategic selection,0,https://files.prio.org/journals/JPR/2014/51/3/Wiegand &amp; Powell 2013 replication.zip,Strategic selection,10.1177/0022343313508969
A dictator’s toolkit,A dictator’s toolkit,0,https://files.prio.org/journals/JPR/2014/51/3/Kendall-Taylor &amp; Frantz 2014 replication.zip,A dictator’s toolkit,10.1177/0022343313519808
Territorial revision and state repression,Territorial revision and state repression,0,https://files.prio.org/journals/JPR/2014/51/3/Wright2014_JPR Replication Data &amp; Appendix.zip,Territorial revision and state repression,10.1177/0022343314520822
Ethnicity and civil war,Ethnicity and civil war,0,https://files.prio.org/journals/JPR/2014/51/2/Denny &amp; Walter 2014 replication.zip,Ethnicity and civil war,10.1177/0022343313512853
Territory and war,Territory and war,0,https://files.prio.org/journals/JPR/2014/51/2/Toft 2014 replication.zip,Territory and war,10.1177/0022343313515695
Peace research – Just the study of war,Peace research – Just the study of war,0,"https://files.prio.org/ReplicationData/Gleditsch, Strand, Nordkveile (2014) - Peace Research - Just the Study Of War, JPR 51(2) Replication Data.zip",Peace research – Just the study of war?,10.1177/0022343313514074
The analytical study of terrorism,The analytical study of terrorism,0,https://files.prio.org/journals/JPR/2014/51/2/Sandler 2014 replication.xlsx,The analytical study of terrorism,10.1177/0022343313491277
Do rights at home boost rights abroad,Do rights at home boost rights abroad,0,https://files.prio.org/journals/JPR/2014/51/1/Brysk and Mehta 2014 replication.zip,Do rights at home boost rights abroad? Sexual equality and humanitarian foreign policy,10.1177/0022343313500805
Emigrants and the onset of civil war,Emigrants and the onset of civil war,0,https://files.prio.org/journals/JPR/2014/51/1/Miller and Ritter 2014 replication.zip,Emigrants and the onset of civil war,10.1177/0022343313505302
The inequality–conflict nexus re-examined,The inequality–conflict nexus re-examined,0,https://files.prio.org/journals/JPR/2014/51/1/Bartusevicius 2014 replication.zip,The inequality–conflict nexus re-examined,10.1177/0022343313503179
How naming and shaming affects human rights perceptions in the shamed country,How naming and shaming affects human rights perceptions in the shamed country,0,https://files.prio.org/journals/JPR/2014/51/1/Ausderan 2014 replication.zip,How naming and shaming affects human rights perceptions in the shamed country,10.1177/0022343313510014
"Hawks, doves, and opportunistic opposition parties","Hawks, doves, and opportunistic opposition parties",0,https://files.prio.org/journals/JPR/2014/51/1/Williams 2014 replication.zip,"Hawks, doves, and opportunistic opposition parties",10.1177/0022343313506029
"With friends like these, who needs democracy","With friends like these, who needs democracy",0,https://files.prio.org/journals/JPR/2014/51/1/Colaresi 2014 replication.zip,"With friends like these, who needs democracy? The effect of transnational support from rivals on post-conflict democratization",10.1177/0022343313512851
Data on interventions during periods of political instability,Data on interventions during periods of political instability,0,https://files.prio.org/journals/JPR/2014/51/1/Regan and Meachum 2014 replication.zip,Data on interventions during periods of political instability,10.1177/0022343313505303
Early warning signals for war in the news,Early warning signals for war in the news,0,https://files.prio.org/journals/JPR/2014/51/1/Chadefaux 2014 replication.zip,Early warning signals for war in the news,10.1177/0022343313507302
