file_in,title,journal,context,count_prereg,relevant,validate,validate_link,validate_comments
10.1080_19331681.2012.635971,Deliberative e-rulemaking project: challenges to enacting real world deliberation,Journal of Information Technology \& Politics,"lic meeting to receive feedback, which they routinely do in pre-regulation draft- ing stages, they would have had modest turn-out and a similar number of participants speaking. so, in some ways, the feedback from the delib- eration was not better but not worse than a more traditional in-person meeting. in order to test the difa technologies, we conducted another deliberation with undergrad- uates on the network neutrality topic. for that round, we recruited over ",1,,,,
10.1080_19331681.2017.1374228,Brute force effects of mass media presence and social media activity on electoral outcome,Journal of Information Technology \& Politics,". first, only candidates who are within the overall pool of preregistered candidates are eligible for cumulation and panachage. second, a single voter is only allowed to cumulate two votes per candidate. that means that on a voter’s voting list, the same candidate name can only appear twice. furthermore, the maximum number of candidates per voting list as well as the total amount of votes a voter allocates is fixed because the number of slots on voting lists is ",1,,,,
10.1080_23812346.2018.1428075,"Top-level design, reform pressures, and local adaptations: an interpretation of the trajectory of reform since the 18th cpc party congress",Journal of Chinese Governance,"istrative review had been completely stopped. the number of pre-registration items for which new busi- nesses are required to obtain government approval was cut by 85%, and the system whereby businesses need obtain a separate business license, organization code 42 y. xuedong and y. jian certificate, and taxation registration certificate was replaced by one with a unified busi- ness license and social credit code.49 fifth, work was carried out to strengthen inspec",1,,,,
10.1086_690615,External validity in parallel global field and survey experiments on anonymous incorporation,The Journal of Politics,"able at ***e-gap***.org). the survey portion of the study was not preregistered. university and institutional review board clearances were received on july 7, 2010. data and supporting materials necessary to reproduce the numerical results in the paper are available in the jop dataverse (https://dataverse.harvard.edu/dataverse/jop). an online appendix with supplementary material is available at http://dx.doi.org/10.1086 /690615. the journal of politics, volume 79, num",1,TRUE,Yes,https://osf.io/h2jfm,
10.1086_693984,"Are you my mentor? {A} field experiment on gender, ethnicity, and political self-starters",The Journal of Politics,"hat most audit studies rely only on male names (n16). 2. we preregistered hypotheses by the gender, party, ofﬁce type (local vs. state) and state-level professionalization of the legislator using experiments in governance and politics (***egap***)’s design registration form, http://***egap***.org /registration-details/705. 338 / are you my mentor? joshua kalla, frances rosenbluth, and dawn langan teele randomization, the strata were deﬁned as a legislator’s gender and state",1,TRUE,Yes,https://osf.io/2kbmg,
10.1086_693987,"Americans, not partisans: can priming american national identity reduce affective polarization?",The Journal of Politics,"using it to study affective polarization. 2. this study was preregistered with evidence in governance and politics as study 20150713aa; see the appendix for the deviation from the pre-analysis plan. volume 80 number 1 january 2018 / 61 ﬁrst read an article about the strengths of america and americans, modeled on an actual news article (novarro 2014). subjects then write a brief paragraph explaining what people like best about america and why they are proud to id",1,,,,
10.1086_695672,"Information, knowledge, and attitudes: an evaluation of the taxpayer receipt",The Journal of Politics,"lts diverge from theirs, as we discuss below. hypotheses we preregistered all hypotheses discussed here and speci- ﬁed their operationalization more fully, in the preregistration database evidence in governance and politics (***e-gap***). we have the following hypotheses: h1. the taxpayer receipts will increase knowledge about the government budget. h2. the receipts will change subjects’ attitudes toward government, a) increasing their trust in government, their per- ",2,TRUE,,,
10.1086_695672,"Information, knowledge, and attitudes: an evaluation of the taxpayer receipt",The Journal of Politics," and speci- ﬁed their operationalization more fully, in the preregistration database evidence in governance and politics (***e-gap***). we have the following hypotheses: h1. the taxpayer receipts will increase knowledge about the government budget. h2. the receipts will change subjects’ attitudes toward government, a) increasing their trust in government, their per- ceptions of value for money and of fairness. b) decreasing their trust in government, their per- ceptio",2,TRUE,Yes,https://osf.io/3kc5z,
10.1086_697955,Can development aid empower women? {Evidence} from a field experiment in the congo,The Journal of Politics," in doing so. the impact of tuungane on good governance was preregistered: http://***egap***.org /registration/602. the impact of the program on women’s empowerment was not. 4. in total, 76% of vdcs implemented two projects. the second set of projects had a very similar distribution. in app. b (apps. a–j are available online), we provide more information about the tuungane projects. 5. for a complete overview of the vdc projects and program re- ception among populatio",1,TRUE,Yes ,https://osf.io/vcnzh,
10.1086_698663,Conspiracy and misperception belief in the middle east and north africa,The Journal of Politics,"h control, so we constructed separate scales (following our preregistration). we also measure anti- western attitudes (favorability toward the united states, the united kingdom, and americans) and anti-jewish attitudes (favorability toward jews and israel) to evaluate the potential role of directional motivations in conspiracy theory belief.3 we next asked participants to complete a state anxiety inventory and a knowledge scale measuring their knowledge of inter",7,,,,
10.1086_698663,Conspiracy and misperception belief in the middle east and north africa,The Journal of Politics,"% en- dorsed two or more conspiracy theories.5 1. we report preregistered hypothesis tests below (http://***egap***.org /registration/1796) as well as preregistered research questions (rqs) for which we had weaker theoretical expectations. all deviations from the preregistration are labeled. 2. although heterogeneity exists in the region, egypt and ksa are relatively typical; e.g., measured levels of holocaust denial are similar to mena averages (anti-defamation leagu",7,TRUE,,,
10.1086_698663,Conspiracy and misperception belief in the middle east and north africa,The Journal of Politics,"tests below (http://***egap***.org /registration/1796) as well as preregistered research questions (rqs) for which we had weaker theoretical expectations. all deviations from the preregistration are labeled. 2. although heterogeneity exists in the region, egypt and ksa are relatively typical; e.g., measured levels of holocaust denial are similar to mena averages (anti-defamation league 2014). 3. these were measured unobtrusively in large batteries and split into two s",7,TRUE,Yes,https://osf.io/pxfu4,
10.1086_698663,Conspiracy and misperception belief in the middle east and north africa,The Journal of Politics,"ad weaker theoretical expectations. all deviations from the preregistration are labeled. 2. although heterogeneity exists in the region, egypt and ksa are relatively typical; e.g., measured levels of holocaust denial are similar to mena averages (anti-defamation league 2014). 3. these were measured unobtrusively in large batteries and split into two scales because they loaded on separate factors. christian favorability did not clearly load on either and was omit",7,,,,
10.1086_698663,Conspiracy and misperception belief in the middle east and north africa,The Journal of Politics,on is null relative to both the high-control condition (the preregistered hypothesis test) table 1. conspiracy belief associations with anti-western/ jewish attitudes (1) (2) (3) unfavorable to west .073*** .079*** .049* (.017) (.030) (.029) unfavorable to jews/israel .092*** .074*** .048* (.017) (.025) (.028) age .003** .003** .002 (.001) (.001) (.001) male .036 .037 .004 (.031) (.031) (.032) unemployed 2.078 2.080 2.069 (.057) (.057) (.057) college .036 2.076 ,7,,,,
10.1086_698663,Conspiracy and misperception belief in the middle east and north africa,The Journal of Politics,"ic covariates to match model 1. however, the results of our preregistered model omitting them are identical. 1402 / conspiracy and misperception belief in mena brendan nyhan and thomas zeitzoff as well as the baseline condition (a rq) in both the combined (table 2) and individual item results (table b7). finally, we ﬁnd no evidence that the association with self-reported feelings of control in model 1 of table 2 or the effect of the control treatments in model 2",7,,,,
10.1086_698663,Conspiracy and misperception belief in the middle east and north africa,The Journal of Politics," * p ! .10. ** p ! .05. *** p ! .01. 8. we deviate from our preregistration to include covariates, but results are identical if excluded. volume 80 number 4 october 2018 / 1403 minimize potential response bias, and avoided potentially sensitive questions about islam or the governments in egypt and ksa. as with any survey, however, we cannot fully rule out the possibility of social desirability bias (a particular con- cern for studies in authoritarian countries).",7,,,,
10.1086_698714,The social costs of public political participation: evidence from a petition experiment in lebanon,The Journal of Politics,"versity of pittsburgh irb pro15060167, and the analysis was preregistered with the evidence in governance and politics (***egap***) network (http://***egap***.org/registration/1984). this project was made possible by a grant from the international development research centre to the lebanese center for policy studies. data and supporting materials necessary to reproduce the numerical results in the article are available in the jop dataverse (http://thedata.harvard.edu/dvn/dv",3,TRUE,Yes,https://osf.io/4nd3q,
10.1086_698714,The social costs of public political participation: evidence from a petition experiment in lebanon,The Journal of Politics,"pps. b and c. 6. the hypotheses tested in this article were preregistered (see app. j). 1406 / social costs of public political participation laura paler, leslie marshall, and sami atallah private as evidence that fear of social sanctioning reduced the willingness to take public political action. conversely, we regard higher levels of signing in public as an indication that it is more socially costly not to criticize sectarianism publicly. either result would be",3,,,,
10.1086_698714,The social costs of public political participation: evidence from a petition experiment in lebanon,The Journal of Politics,"l” to “very difﬁcult.” see app. g.1 for more detail on our (preregistered) approach to creating the index and implementing this analysis. 8. appendix g.2 provides other heterogeneous effects analysis, includ- ing of how the effect of public disclosure varies for social groups deﬁned by sex, income, and sect. 9. we cluster standard errors because of cluster random assignment in “small” psus (see app. b); clustering within all psus is a conservative approach. appe",3,,,,
10.1086_700107,Can the government deter discrimination? {Evidence} from a randomized intervention in new york city,The Journal of Politics,"fang, andrew m. guess, and macartan humphreys results (from preregistered analyses) to alternative estimation strategies that, at least in principle, improve efﬁciency; our main results are not materially affected by the choice of esti- mator.30 despite the lack of statistical signiﬁcance, the magnitudes of the estimated messaging effects we observe in this study appear to be substantively signiﬁcant both in relative terms and in terms of the mean level of discr",1,,,,
10.1086_707616,Understanding partisan cue receptivity: tests of predictions from the bounded rationality and expressive utility perspectives,The Journal of Politics,(2010) farm subsidy experiment (study 2). the next two were preregistered replications of (a) both experiments using a single sample (study 3) and (b) the food irradiation ex- periment using a fourth sample (study 4). the main goal of these latter studies was to examine the hypotheses with a design and analysis plan speciﬁed before data collection.1 in the main text we provide a relatively detailed report of the results of studies 1 and 2 and (because of space l,4,,,,
10.1086_707616,Understanding partisan cue receptivity: tests of predictions from the bounded rationality and expressive utility perspectives,The Journal of Politics,"loration of the mechanism in october 2018, we conducted two preregistered studies: one containing replications of the food irradiation and farm subsidy experiments using a bovitz forthright sample (study 3) and the other containing a replication of the food irradiation experiment using an amazon mechanical turk (mturk) sample (study 4). in these studies, we undertook an initial test of the mechanism through which the ﬁndings emerge by measuring cognitive process",4,,,,
10.1086_707616,Understanding partisan cue receptivity: tests of predictions from the bounded rationality and expressive utility perspectives,The Journal of Politics,"ee to which the policy information was processed deeply and preregistered the expressive utility prediction with respect to each.9 the ﬁrst measure was the amount of time spent reading policy information, recorded in all three experiments across studies 3 and 4. the second was the number of words reported in response to a prompt to list thoughts that came to mind while reading the policy description, administered immedi- ately after the dependent measures in the",4,,,,
10.1086_707616,Understanding partisan cue receptivity: tests of predictions from the bounded rationality and expressive utility perspectives,The Journal of Politics,"the mecha- nism underlying the expressive utility model. we preregistered the prediction that highly reﬂective and strongly socially identiﬁed partisans would process policy information more deeply. however, as we describe in appendixes c.3–c.5 for study 3, and d.3 for study 4, we found no evidence for this using any of the depth-of-processing measures.11 we return to this matter in the discussion. 9. in the preanalysis plans we did not specify whether we would ",4,,,,
10.1086_708338,Public reactions to international legal institutions: the international criminal court in a developing democracy,The Journal of Politics,"niversity. the analysis plan for this survey experiment was preregistered with evidence in governance and politics, ids 20151114aa (kyrgyz study) and 20160404ab (us study). data and supporting materials necessary to reproduce the numerical results in the article are available in the jop dataverse (https://dataverse .harvard.edu/dataverse/jop). an online appendix with supplementary material is available at https://doi.org/10.1086/708338. the journal of politics, ",1,,,,
10.1086_709860,Strategic discrimination in hierarchies,The Journal of Politics,"cribes the full set of observations. the experiment was not preregistered. volume 83 number 2 april 2021 / 567 the strategic treatment (2,200 subject-round observations) and 38 subjects in the nonstrategic treatment (760 subject- round observations). before the principal-agent game in each session, subjects’ identities are induced as described in detail below.14 then, subjects are assigned to the role of either an agent (called “player 1”) or a principal (“playe",1,,,,
10.1086_710088,Learning from biased research designs,The Journal of Politics,"computer to the paper or presentation where it is observed. preregistration is commonly viewed as one way to ad- dress publication bias, helping audiences to learn better from published results. our analysis helps to clarify how prereg- istration helps in this regard: it eliminates uncertainty about the number of analyses and where each result falls in the distribution {^ d1, ..., ^ dm), but not their bias in the analyses. preregistration—at least when combined ",3,,,,
10.1086_710088,Learning from biased research designs,The Journal of Politics,"r from published results. our analysis helps to clarify how prereg- istration helps in this regard: it eliminates uncertainty about the number of analyses and where each result falls in the distribution {^ d1, ..., ^ dm), but not their bias in the analyses. preregistration—at least when combined with a commit- ment to publish all analyses—thereby makes it possible to avoid the inferential problems found in the bottom right quadrant of ﬁgure 3. with certainty abo",3,,,,
10.1086_710088,Learning from biased research designs,The Journal of Politics,"tion {^ d1, ..., ^ dm), but not their bias in the analyses. preregistration—at least when combined with a commit- ment to publish all analyses—thereby makes it possible to avoid the inferential problems found in the bottom right quadrant of ﬁgure 3. with certainty about that process, au- diences can learn about d using the approaches we have outlined above. when should we learn more from designs based on subsamples? a frequent debate in empirical work is over ho",3,,,,
10.1086_710325,How do voters hold politicians accountable for personal welfare? {Evidence} of a self-serving bias,The Journal of Politics,"y experiment randomizing hypothetical outcomes (2015) 1,002 preregistered replication of ﬁrst experiment (2019) 3,014 vignette survey experiment with a different set of hypothetical outcomes and an alternative dependent variable (2019) 2,016 1. another compelling test of the hypothesis would be to use panel data on attributional beliefs to examine whether voters become more likely to blame the government for changes in their personal welfare when they ex- perien",4,,,,
10.1086_710325,How do voters hold politicians accountable for personal welfare? {Evidence} of a self-serving bias,The Journal of Politics,",002 respondents. the second survey experiment was an exact preregistered replication of the ﬁrst. it was conducted by the figure 3. perceptions of personal economic conditions and attributional beliefs. linear ﬁt with 90% and 95% conﬁdence intervals. linear ﬁt for be- liefs about the government’s effect on voters’ personal economy is shown in dark shaded areas, and beliefs about the government’s effect on the na- tional economy, in light shaded areas. circles a",4,,,,
10.1086_710325,How do voters hold politicians accountable for personal welfare? {Evidence} of a self-serving bias,The Journal of Politics,"led 3,014 respondents. the third survey experiment was also preregistered and conducted by yougov from june 14 to 19, 2019, sampling 2,016 respondents.6 the target population for all three survey experiments was the danish voting-age population. the ﬁrst survey experiment presented voters with two experimentally manipulated outcomes: one related to hous- ing and one related to employment. for each of the two out- comes, respondents were presented with one of fou",4,,,,
10.1086_710325,How do voters hold politicians accountable for personal welfare? {Evidence} of a self-serving bias,The Journal of Politics,"s’ attribution of responsibility for the housing and 6. the preregistrations for the second and third survey experiments can be found at https://***osf***.io/29jfb and https://***osf***.io/a83pj, respectively. 7. the ﬁrst two experiments also included a neutral version that pre- sented both negative and positive outcomes (e.g., imagine that the price of housing in the country increases or decreases). following the advice of several of the anonymous reviewers, i decided to o",4,TRUE,Yes,"https://osf.io/29jfb, https://osf.io/a83pj",
10.1086_710784,Ethnic marginalization and (non)compliance in public health emergencies,The Journal of Politics,ach ethnic group. 8. the study’s design and hypotheses were preregistered through the ***egap*** registry. volume 83 number 3 july 2021 / 811 of the public health advisory remained constant across treat- ments. the probability of assignment was equal across all treatments. enumerators selected respondents based on a random walk protocol modeled after the afrobarometer for household survey sampling.9 enumerators provided respondents the op- tion to carry out the survey,1,TRUE,Yes,https://osf.io/v5y7x,
10.1086_710785,Electoral administration in fledgling democracies: experimental evidence from kenya,The Journal of Politics,"e action in the days after treatment. to capture this, the (preregistered) treat- ment variable deﬁnes the localization treatment as only the two days when the registration kit was at a randomly selected polling station. in contrast, the canvassing and sms-only treatments are coded as the two intervention days plus a 10-day “tail.” the re- maining polling station-days constitute the control condition.23 during the intervention period, polling station days assign",5,,,,
10.1086_710785,Electoral administration in fledgling democracies: experimental evidence from kenya,The Journal of Politics,"0-day tail and the asymmetry across interventions, although preregistered and based on discussions with the iebc, is admittedly ad hoc. in app. g, we present results across a range of speciﬁcations, which point to the same substantive conclusions. we ﬁnd no evidence for ad- ditional registrations beyond the tail of the original deﬁnition. 24. in app. h, we present summary information at baseline. 25. this is our preregistered equation: yit p a 1 b1canvassingit 1",5,,,,
10.1086_710785,Electoral administration in fledgling democracies: experimental evidence from kenya,The Journal of Politics,"we present summary information at baseline. 25. this is our preregistered equation: yit p a 1 b1canvassingit 1 b2smsit 1b3localit 1 b4localit #canvassingit 1 b5localit # smsit 1 wb 1 gi 1 φw 1 ϵit , where yit is the total number of voters registered at polling station i on day t. local, canvassing, and sms are dummy variables and equal to one if polling station i received the respective treatment on day t, and zero otherwise. wb is a block ﬁxed effect; gi is a p",5,,,,
10.1086_710785,Electoral administration in fledgling democracies: experimental evidence from kenya,The Journal of Politics,"(.001) (.003) control average .0437 .0437 .0437 1e204 .0043 preregistered no yes no no no block fe no yes yes yes yes polling station fe no yes yes yes no day fe no yes yes yes no controls no no yes yes yes weights no no yes yes yes observations 66,880 66,880 66,880 66,720 1,668 r2 .222 .254 .261 .171 .350 note. clustered, robust standard errors in parentheses (cols. 1–4). unit of analysis for cols. 1–3 is ps day, and outcome is absolute number of registered vot",5,,,,
10.1086_710785,Electoral administration in fledgling democracies: experimental evidence from kenya,The Journal of Politics,"nstream effects; thus, the analyses in this section are not preregistered. volume 83 number 3 july 2021 / 955 second, we explore voter turnout and turnout rates. because kenyans vote for all six races at the same time (using separate ballots),theeffectsareagainverysimilaracrossraces.onaverage, localization increased voter turnout by around 0.04 standard deviations relative to control polling stations. however, localiza- tiondepressedturnoutrates,measuredasthenum",5,,,,
10.1086_710970,Social mobilization in partisan spaces,The Journal of Politics,"l subjects living on 615 streets. partisan heterogeneity as preregistered, we deﬁne partisan heterogeneity as the share of rival party supporters who live on the same street (analysis 1) and the share of rival party supporters who live in the most proximate household on the same street (anal- ysis 2). there are, of course, many reasonable alternative ways of how we could deﬁne partisan heterogeneity (e.g., the proportion of labour supporters) and how we could de",2,,,,
10.1086_710970,Social mobilization in partisan spaces,The Journal of Politics," effects for experimental blocks (electoral wards). we also preregistered the following equation, which identiﬁes indirect mobilization effects conditional on the partisan composition of the most proximate household: yj p a 1 b1zj 1 b2x2ij 1 b3x2ij # zj 1 b4x3ij 1 b5x3ij # zj 1 b6x2ij # x3ij 1 b7x2ij # x3ij # zj 1 εij; where x2 is the share of rival party supporters within the most proximate household, and x3 is the euclidean distance to the closest household. s",2,,,,
10.1086_711132,Coercion and the credibility of assurances,The Journal of Politics," in the online appendix. replication ﬁles, and links to our preregistration of our experimental design, are available in the jop data archive on dataverse (https://dataverse.harvard.edu/dataverse/jop). online survey research was deemed exempt by the yale institutional review board, human subjects committee. support for this research was generously provided by the yale macmillan center. 1. we use the term “resolve” to describe the challenger’s willingness to foll",2,,,,
10.1086_711132,Coercion and the credibility of assurances,The Journal of Politics,"pre-analysis plan detailing the de- sign and hypotheses was preregistered prior to ﬁelding the survey.20 survey methodology our research advances a growing body of international relations (ir) scholarship applying experimental methods to the study of international politics (brutger and kertzer 2018; kertzer, renshon, and yarhi-milo 2021; tomz 2007; tomz and weeks 2013; yarhi-milo, kertzer, and renshon 2018). as discussed above, the primary beneﬁt of this ap- pro",2,,,,
10.1086_711133,Is the political right more credulous? {Experimental} evidence against asymmetric motivations to believe false political information,The Journal of Politics,"al in the appen- dix. this document functions as a de facto preregistration to establish that the objectives of this study were, ex ante, as we describe them herein (see franco, malhotra, and simonovits [2015] on tess proposals as preregistration documents). measures at the outset of the study, participants reported their par- tisanship, using norc’s standard branched party identiﬁ- cation questions, which classiﬁes participants as moderate or strong democrats o",3,,,,
10.1086_711133,Is the political right more credulous? {Experimental} evidence against asymmetric motivations to believe false political information,The Journal of Politics,"ranco, malhotra, and simonovits [2015] on tess proposals as preregistration documents). measures at the outset of the study, participants reported their par- tisanship, using norc’s standard branched party identiﬁ- cation questions, which classiﬁes participants as moderate or strong democrats or republicans, independents who lean toward one party, or independents with no leaning.2 (we re- port question wording in the appendix.) the instrument introduced the main",3,,,,
10.1086_711133,Is the political right more credulous? {Experimental} evidence against asymmetric motivations to believe false political information,The Journal of Politics,"s played by education and political trust. we also detail a preregistered replication study (study 2) conducted in july 2019. in study 2, if anything, it is democrats who appear more susceptible to consistency pressures than republicans, accumulating further evidence against exceptional credulity on the part of the political right. finally, study 2 includes an extension: we examine additional rumors (again controlling for partisanship with a within- subjects des",3,,,,
10.1086_711300,The media matters: muslim american portrayals and the effects on mass attitudes,The Journal of Politics," state university (no. 00001195). the fourth experiment was preregistered on experiments in governance and politics (no. 20190613aa). data and supporting materials necessary to reproduce the numerical results in the article are available in the jop dataverse (https://dataverse.harvard.edu/dataverse/jop). an online appendix with supplementary material is available at https://doi.org/10.1086/711300. 1. see southern poverty law center, https://www.splcenter.org/ﬁgh",2,,,,
10.1086_711300,The media matters: muslim american portrayals and the effects on mass attitudes,The Journal of Politics,"ation about survey administration, experimental design, and preregistration (experiment 4) and displays balance tables for each study. volume 83 number 3 july 2021 / 1069 experiments 1 and 2 each have four conditions.23 in ex- periment 1, respondents were assigned to read one of four real broadcast news media transcripts that actually aired on a cable news network. the transcripts respondents read were drawn from my observational data set and include the most po",2,,,,
10.1093_ejil_chaa002,"Rulers or rules? {International} law, elite cues and public opinion",European Journal of International Law,"nmar-rohingya-india-iduskcn1au0uc. 57 the us experiment was pre-registered with evidence in governance and politics, ‘does international law affect public attitudes on refugee policy and use of torture?’, id 20170821ab, 21 august 2017. all interventions in all three experiments were reviewed and approved by the harvard university committee on the use of human subjects under protocol no. irb17-0162. 58 existing work on the representativeness of mechanical turk sug",4,,,,
10.1093_ejil_chaa002,"Rulers or rules? {International} law, elite cues and public opinion",European Journal of International Law," policies in the experiment. as such, it was not explicitly pre-registered. downloaded from https://academic.oup.com/ejil/article/30/4/1281/5822848 by da-collect chifley library anuc user on 07 august 2021 rulers or rules? international law, elite cues and public opinion 1295 hypothesis in the pre-analysis plan, but surfaced as a byproduct of testing for respond- ents’attentiontoprompts.whenrepublicanrespondentswereexposedtothestatement saying that president trum",4,,,,
10.1093_ejil_chaa002,"Rulers or rules? {International} law, elite cues and public opinion",European Journal of International Law,"g respondents’ beliefs about legality were not ex- plicitly pre-registered, and the sample sizes for these subgroup analyses are much smaller than the sample sizes for the main, pre-registered analyses of respondents’ policy attitudes. given the unexpected findings regarding the us president’s influence over co-partisans’ perception of legality, a future study could focus on whether a polit- ical leader could maintain his or her influence over co-partisans’ perce",4,,,,
10.1093_ejil_chaa002,"Rulers or rules? {International} law, elite cues and public opinion",European Journal of International Law,"alyses are much smaller than the sample sizes for the main, pre-registered analyses of respondents’ policy attitudes. given the unexpected findings regarding the us president’s influence over co-partisans’ perception of legality, a future study could focus on whether a polit- ical leader could maintain his or her influence over co-partisans’ perceptions of reality in the face of more extensive factual information from varied sources about the nature of the law ob",4,,,,
10.1093_fpa_orab009,"Soldiers, pollsters, and international crises: public opinion and the military's advice on the use of force",Foreign Policy Analysis,"s reviewed by the american university irb (irb2020-315) and preregistered with evidence in governance and politics (20200409aa). references aldrich, john, christopher gelpi, peter feaver, jason reifler, and kristin thompson sharp. 2006. “foreign policy and the electoral connection.” annual review of political science 9 (june): 477–502. allison, graham, and philip zelikow. 1999. essence of decision: explaining the cuban missile crisis. new york: pearson. almond, ",1,,,,
10.1093_ijpor_edz035,When polls disagree: how competitive results and methodological quality shape partisan perceptions of polls and electoral predictions,International Journal of Public Opinion Research,"se biases in the context of horserace polling. we rely on a preregistered survey experiment conducted using a large, nationally representative sample of americans gathered in june 2016 during the u.s. presidential election campaign. respondents were presented with results from two polls that showed either the same candidate leading in each poll (consistent results) or different candidates leading across polls (inconsistent results). the polls were either present",18,,,,
10.1093_ijpor_edz035,When polls disagree: how competitive results and methodological quality shape partisan perceptions of polls and electoral predictions,International Journal of Public Opinion Research,"favored candidate is in the lead (h1, numbered as h1 in the preregistration). second, they should generate expectations about the likely victor in line with these determinations (h2, not a numbered hypothesis but included as an ex- pectation in the preregistration). do ordinary individuals recognize the methodological quality of election polls? one opportunity to reduce biases in individuals’ processing of polls lies in reports of their quality indicators. such ",18,,,,
10.1093_ijpor_edz035,When polls disagree: how competitive results and methodological quality shape partisan perceptions of polls and electoral predictions,International Journal of Public Opinion Research,"numbered hypothesis but included as an ex- pectation in the preregistration). do ordinary individuals recognize the methodological quality of election polls? one opportunity to reduce biases in individuals’ processing of polls lies in reports of their quality indicators. such information is important because election poll reports vary not only in the results they present but also in the quality of the data used to pro- duce them (hillygus, 2011; pasek, 2015).1 i",18,,,,
10.1093_ijpor_edz035,When polls disagree: how competitive results and methodological quality shape partisan perceptions of polls and electoral predictions,International Journal of Public Opinion Research,"o be an open research question (rq1, numbered as rq1 in the preregistration). there are reasons to think that the tendency to discriminate between polls with consistent results may depend on the congeniality of those results for a respondent. that is, partisanship may moderate the extent to which individuals can identify quality differences for consistent results. we expect that individuals who dislike the results of both polls will ignore quality information wh",18,,,,
10.1093_ijpor_edz035,When polls disagree: how competitive results and methodological quality shape partisan perceptions of polls and electoral predictions,International Journal of Public Opinion Research,"l be more likely to attend to it (h3, numbered as h2 in the preregistra- tion). regardless of their attitudes toward the polls, however, consistent results should uniformly shift expectations about the election toward the leading candidate (h4, not a numbered hypothesis but included as an expectation in the preregistration). when poll results are inconsistent, however, individuals should be more attentive to their quality. theories of dual information processing",18,,,,
10.1093_ijpor_edz035,When polls disagree: how competitive results and methodological quality shape partisan perceptions of polls and electoral predictions,International Journal of Public Opinion Research,"a numbered hypothesis but included as an expectation in the preregistration). when poll results are inconsistent, however, individuals should be more attentive to their quality. theories of dual information processing suggest that inconsistent results should lead to higher elaboration likelihood and thus greater consideration of relevant factors such as quality details (cf. petty & cacioppo, 1986). specifically, people who encounter inconsistent poll results sho",18,,,,
10.1093_ijpor_edz035,When polls disagree: how competitive results and methodological quality shape partisan perceptions of polls and electoral predictions,International Journal of Public Opinion Research,"likely to recognize better polls (h5, numbered as h4 in the preregistration). do methodological quality cues mitigate or enhance motivational biases? to the extent that individuals recognize quality differences between polls, it is important to examine whether and how this recognition alters the scope of motivational biases when poll results compete. although earlier research found that the mere presence of methodological details had little net effect on percept",18,,,,
10.1093_ijpor_edz035,When polls disagree: how competitive results and methodological quality shape partisan perceptions of polls and electoral predictions,International Journal of Public Opinion Research,"results under these conditions (rq2, numbered as rq2 in the preregistration) and subsequently whether their expectations of the likely victor become more or less entrenched (rq3, not a num- bered research question but included as an expectation in the preregistration). finally, individuals should differ in the extent to which they pay attention to meth- odological quality. specifically, studies of motivated reasoning have found that more sophisticated individual",18,,,,
10.1093_ijpor_edz035,When polls disagree: how competitive results and methodological quality shape partisan perceptions of polls and electoral predictions,International Journal of Public Opinion Research,"red research question but included as an expectation in the preregistration). finally, individuals should differ in the extent to which they pay attention to meth- odological quality. specifically, studies of motivated reasoning have found that more sophisticated individuals are, paradoxically, the most likely to engage in biased process- ing. individuals who have higher levels of political knowledge (miller, saunders, & farhart, 2015), numeracy (kahan, peters, ",18,,,,
10.1093_ijpor_edz035,When polls disagree: how competitive results and methodological quality shape partisan perceptions of polls and electoral predictions,International Journal of Public Opinion Research,"a numbered hypothesis but included as an expectation in the preregistration).3 methods to test these hypotheses and research questions, we fielded a large national survey ex- periment designed to assess americans’ reactions to hypothetical poll reports. data were collected between june 5 and 20, 2016 using gfk knowledgepanelv r , a probability-based sample of americans recruited via address-based sampling to com- plete surveys online. data collection was funded ",18,,,,
10.1093_ijpor_edz035,When polls disagree: how competitive results and methodological quality shape partisan perceptions of polls and electoral predictions,International Journal of Public Opinion Research,"; hence, systematic bias is unlikely. 5 all hypotheses were preregistered at evidence in governance and politics (***egap***). the preregistration id was 20160629aa. <http://***egap***.org/> see online appendix b for anonymized preregistration details. note that although some of the expectations are not specifically numbered in the preregistration or numbered dif- ferently, all specific hypotheses and research questions were present in the preregistration. there are two 590",18,TRUE,,,
10.1093_ijpor_edz035,When polls disagree: how competitive results and methodological quality shape partisan perceptions of polls and electoral predictions,International Journal of Public Opinion Research,"gistered at evidence in governance and politics (***egap***). the preregistration id was 20160629aa. <http://***egap***.org/> see online appendix b for anonymized preregistration details. note that although some of the expectations are not specifically numbered in the preregistration or numbered dif- ferently, all specific hypotheses and research questions were present in the preregistration. there are two 590 internati onal journal of public opinion r es earch downloaded f",18,TRUE,Yes,https://osf.io/2k6jg,
10.1093_ijpor_edz035,When polls disagree: how competitive results and methodological quality shape partisan perceptions of polls and electoral predictions,International Journal of Public Opinion Research,"aa. <http://***egap***.org/> see online appendix b for anonymized preregistration details. note that although some of the expectations are not specifically numbered in the preregistration or numbered dif- ferently, all specific hypotheses and research questions were present in the preregistration. there are two 590 internati onal journal of public opinion r es earch downloaded from https://academic.oup.com/ijpor/article/32/3/586/5603533 by library (hancock) user on 11",18,TRUE,,,
