file_in,title,journal,count_prereg,prereg_context,prereg_term_context,prereg_website_context
,,,," research transparency such as the requirement that authors preregister studies in advance of their execution and ﬁle extensive preanalysis plans (e.g., gerber and malhotra 2008; casey, glennerster, and author’s note: supplementary materials for this article are available on the political analysis web site. replication data are available on the dataverse site for this article, http://dx.doi.org/10.7910/dvn/28766. advance access publication march 24, 2015 politic","as the requirement that authors preregister studies in advance of their execution and ﬁle extensive preanalysis plans (e.g., gerber and malhotra 2008; casey, glennerster, and author’s note: supplementary materials for this article are available on the political analysis web site. replication data are available on the dataverse site for this article, http://dx.doi.org/10.7910/dvn/28766. advance access publication march 24, 2015 political analysis (2015) 23:306–312 doi:10.1093/pan/mpv006 ß the author 2015. p",
,,,," then published eﬀect sizes are likely to be overestimated. preregistration of research protocols may help address selective reporting in studies by making them observable to the academic community. however, such proposals are unlikely to attenuate outcome and treatment reporting biases. this is consistent with research in the biomedical sciences that shows that published randomized trials continue to exclude negative outcomes or statistically insigniﬁcant resul","l. 2013; franco, malhotra, and simonovits 2014; miguel et al. 2014).1 despite some obvious beneﬁts, preanalysis plans have been criticized as potentially stiﬂing valuable inductive reasoning and learning from data (anderson 2013; laitin 2013). theoretically, this should not be a concern since preanalysis plans do not have to be binding: authors can report both the results of tests speciﬁed in the plan and inductive ﬁndings from exploratory analyses. the advantage is that the reader is aware of what was ded",
,,,,"ng, bacchetti, and bero 2008; moreno et al. 2009). although preregistration and replication archives may help identify these practices, the evidence presented here suggests that preanalysis plan requirements may be the most eﬀective mechanism for curtailing such research practices. at the same time, if the problem is largely due to editors’ and reviewers’ requests to “streamline” manuscripts, then preanalysis plans may have limited value. one potential solution "," learning from data (anderson 2013; laitin 2013). theoretically, this should not be a concern since preanalysis plans do not have to be binding: authors can report both the results of tests speciﬁed in the plan and inductive ﬁndings from exploratory analyses. the advantage is that the reader is aware of what was deductively predicted as well as the total number of hypotheses tested. however, in practice, if reviewers and editors harshly judge papers that do not conﬁrm a priori predictions, then inductive d",
,,,,,tice (via either shifting norms or institutional reforms) have costs and beneﬁts. a clear beneﬁt of preanalysis plans is the curbing of research practices that allow investigators to produce statistically signiﬁcant results through data mining. but the magni- tude of this beneﬁt—compared with the potential costs of stiﬂing induction—is unknown. one reason for this lack of evidence is that it is diﬃcult to determine what researchers planned to do from what is actually reported in a publication. the goal of ,
,,,,,"ta set that are characterized by underreporting. 1 recent examples of social science research using preanalysis plans include king et al. (2007), casey et al. (2012), and monogan (2013). after a new initiative, the journal cortex became the first psychology journal to review papers solely based on research design and prior to data collection (see chambers 2013). since 2013, several other journals in psychology have adopted stricter reporting requirements (e.g., psychological science, experimental psycholog",
,,,,,"d replication archives may help identify these practices, the evidence presented here suggests that preanalysis plan requirements may be the most eﬀective mechanism for curtailing such research practices. at the same time, if the problem is largely due to editors’ and reviewers’ requests to “streamline” manuscripts, then preanalysis plans may have limited value. one potential solution is to encourage authors to report the full set of analyses in online appendices and adjust standard errors for multiple tes",
,,,,,"if the problem is largely due to editors’ and reviewers’ requests to “streamline” manuscripts, then preanalysis plans may have limited value. one potential solution is to encourage authors to report the full set of analyses in online appendices and adjust standard errors for multiple testing, even if only a partial set of analyses are reported in the main text for framing purposes. in closing, we want to emphasize that the pattern we have documented here should not be interpreted as fraud but rather as a r",
,,,,,"achel glennerster, and edward miguel. 2012. reshaping institutions: evidence on aid impacts using a preanalysis plan. quarterly journal of economics 127:1755–1812. chambers, christopher d. 2013. registered reports: a new publishing initiative at cortex. cortex 49:609–10. chan, an-wen, and douglas g. altman. 2005. identifying outcome reporting bias in randomised trials on pubmed: review of publications and survey of authors. british medical journal 330:753. chan, an-wen, asbjørn hróbjartsson, mette t. haah",
10.1093_pan_mpv010,Editors' note,Political Analysis,1,"ent years, there has been considerable debate regarding the preregistration of research studies, including a symposium on research registration that appeared in volume 21, issue 1, of political analysis. in this letter, the authors analyze data from the “time-sharing 1 see http://www.oxfordjournals.org/our_journals/polana/for_authors/general.html. political analysis (2015) 23:157–158 doi:10.1093/pan/mpv010 published by oxford university press on behalf of the so",,
10.1111_1475-6765.12334,The effects of populism as a social identity frame on persuasion and mobilisation: evidence from a 15‐country experiment,European Journal of Political Research,1,"sible explanations into account in their case selection and pre-registering their expectations. related, our study cannot shed light on the reasons why people feel relatively deprived, because these reasons may largely differ in the countries of investigation. however, our results do show that when individuals do feel deprived (for c  2019 the authors.european journal of political research published by john wiley & sons ltd on behalf of european consortium for p",,
10.1111_1758-5899.12226,Regional normalization and national deviations: eu integration and transformations in europe's eastern periphery,Global Policy,1,"tic divergence in outcomes shaped lar- gely by variation in pre-regime change state–society set- tlements in different countries of the region. in countries where pre-1989 oppositional activism resulted in some form of political pluralism, like in poland, hungary or czechoslovakia, the regime change resulted in the insti- tutionalization of a pluralist political ﬁeld and a rapid economic transformation controlled by democratic poli- tics. at the other extreme, th",,
10.1111_ajps.12063,"Election laws, mobilization, and turnout: the unanticipated consequences of election reform",American Journal of Political Science,1,", used by 18 states, allows early voting but still requires preregistration. we classify 11 states as having edr and another overlapping 11 having sdr. the sup- porting information provides more information on our coding of states. there are seven theoretically possible configurations of edr, sdr, and early voting: (1) edr alone, (2) sdr alone, (3) early voting alone, (4) edr and sdr, (5) edr and early voting, (6) sdr and early voting, or (7) all three. becauses",,
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,223,"making young voters: the impact of preregistration on youth turnout john b. holbein duke university d. sunshine hillygus duke university recent research has cast doubt on the potential for various electoral reforms to increase voter turnout. in this article, we examine the effectiveness of preregistration laws, which allow young citizens to register before being eligible to vote. we use two empirical approaches to evaluate the impact of ",,
,,,,"r turnout. in this article, we examine the effectiveness of preregistration laws, which allow young citizens to register before being eligible to vote. we use two empirical approaches to evaluate the impact of preregistration on youth turnout. first, we implement difference- in-difference and lag models to bracket the causal effect of preregistration implementation using the 2000–2012 current population survey. second, focusing on the state of florida, we levera",,
,,,,". we use two empirical approaches to evaluate the impact of preregistration on youth turnout. first, we implement difference- in-difference and lag models to bracket the causal effect of preregistration implementation using the 2000–2012 current population survey. second, focusing on the state of florida, we leverage a discontinuity based on date of birth to estimate the effect of increased preregistration exposure on the turnout of young registrants. in both ap",,
,,,,"n-difference and lag models to bracket the causal effect of preregistration implementation using the 2000–2012 current population survey. second, focusing on the state of florida, we leverage a discontinuity based on date of birth to estimate the effect of increased preregistration exposure on the turnout of young registrants. in both approaches, we find preregistration increases voter turnout, with equal effectiveness for various subgroups in the electorate. mo",,
,,,," based on date of birth to estimate the effect of increased preregistration exposure on the turnout of young registrants. in both approaches, we find preregistration increases voter turnout, with equal effectiveness for various subgroups in the electorate. more broadly, observed patterns suggest that campaign context and supporting institutions may help to determine when and if electoral reforms are effective. e ven within federal constraints, there remains cons",,
,,,,"e turnout of young registrants. in both approaches, we find preregistration increases voter turnout, with equal effectiveness for various subgroups in the electorate. more broadly, observed patterns suggest that campaign context and supporting institutions may help to determine when and if electoral reforms are effective. e ven within federal constraints, there remains considerable variation across states in the ease of voter registration. political scientists h",,
,,,,"sentatives, 88% of republican members voted in favor of the preregistration bill in 2009; in 2013, 100% of republican members voted for its repeal in a bill instituting a number of additional voting restrictions. 2 see, for instance, “north carolina voter id law targets college students” in the huffington post (july 7, 2013) or “president obama may hit political turbulence in north carolina visit” in the washington post (january 14, 2014). depress political enga",,
,,,,"orm that has nonetheless gained momentum in recent years is preregistration, whereby individuals younger than 18 are able to complete their registration application so that they are automatically added to the registration rolls once they come of age. preregistration laws have been implemented in a dozen states, debated in at least 19 others in the last 5 years, and proposed in the u.s. congress (2004). the policy is of particular salience and controversy in nort",,
,,,,"ally added to the registration rolls once they come of age. preregistration laws have been implemented in a dozen states, debated in at least 19 others in the last 5 years, and proposed in the u.s. congress (2004). the policy is of particular salience and controversy in north carolina, where preregistration was implemented with wide bipar- tisan support in 2009 and then abruptly repealed 4 years later by a newly elected republican majority in the state legislatu",,
,,,,"articular salience and controversy in north carolina, where preregistration was implemented with wide bipar- tisan support in 2009 and then abruptly repealed 4 years later by a newly elected republican majority in the state legislature.1 allegations swirled that the repeal was an at- tempttoimpedefutureturnoutamongyoungvoters,who had disproportionately voted democratic in the 2012 election.2 on both sides of the aisle, policy makers seemed to assume that preregi",,
,,,,"oth sides of the aisle, policy makers seemed to assume that preregistration would increase youth american journal of political science, vol. 60, no. 2, april 2016, pp. 364–382 c 2015, midwest political science association doi: 10.1111/ajps.12177 364 making young voters 365 turnout; unfortunately, there have been no empirical evaluations of the effectiveness of preregistration laws. furthermore, recent scholarly research evaluating other electoral reforms offers",,
,,,," have been no empirical evaluations of the effectiveness of preregistration laws. furthermore, recent scholarly research evaluating other electoral reforms offers a rather bleak outlook for the potential to increase citizen engagement through institutional changes. in this article, we estimate the causal effect of pre- registration on youth turnout using two complementary approaches. first, using a nationally representative, pooled cross-section from the 2000–20",,
,,,,"ement this with lag models to create bracketed estimates of preregistration’s impact (angrist and pischke 2008; manski 1990). second, focusing on the state of florida, we leverage a discontinuity in preregis- tration rates based on date of birth, using fuzzy regression discontinuity models to estimate the effect of preregistra- tion on future turnout. whereas the first approach offers strong external validity, the second approach offers strong internal validity ",,
,,,,"ing on the state of florida, we leverage a discontinuity in preregis- tration rates based on date of birth, using fuzzy regression discontinuity models to estimate the effect of preregistra- tion on future turnout. whereas the first approach offers strong external validity, the second approach offers strong internal validity as to the estimated effect of preregis- tration. in both approaches, we find that preregistration has positive and significant effects on y",,
,,,,"y regression discontinuity models to estimate the effect of preregistra- tion on future turnout. whereas the first approach offers strong external validity, the second approach offers strong internal validity as to the estimated effect of preregis- tration. in both approaches, we find that preregistration has positive and significant effects on young voters’ participation rates. from the difference-in-difference model, we find that preregistration laws increased",,
,,,,"fers strong internal validity as to the estimated effect of preregis- tration. in both approaches, we find that preregistration has positive and significant effects on young voters’ participation rates. from the difference-in-difference model, we find that preregistration laws increased turnout rates by 13%, with the lag model indicating a lower bound of 2%. from the regression discontinuity models, we find that, among those who comply by preregistering, voter t",,
,,,,"fect of preregis- tration. in both approaches, we find that preregistration has positive and significant effects on young voters’ participation rates. from the difference-in-difference model, we find that preregistration laws increased turnout rates by 13%, with the lag model indicating a lower bound of 2%. from the regression discontinuity models, we find that, among those who comply by preregistering, voter turnout is about 8 percentage points higher than a co",,
,,,,"ates. from the difference-in-difference model, we find that preregistration laws increased turnout rates by 13%, with the lag model indicating a lower bound of 2%. from the regression discontinuity models, we find that, among those who comply by preregistering, voter turnout is about 8 percentage points higher than a comparable control group. our analysis also finds that preregistration increases turnout across a variety of subgroups, including by gender, race, ",,
,,,,"scontinuity models, we find that, among those who comply by preregistering, voter turnout is about 8 percentage points higher than a comparable control group. our analysis also finds that preregistration increases turnout across a variety of subgroups, including by gender, race, and party. most notably, preregistration is equally effective for democratic and republican registrants, with a net mobilization effect that actually slightly narrows the democratic adva",,
,,,,"an a comparable control group. our analysis also finds that preregistration increases turnout across a variety of subgroups, including by gender, race, and party. most notably, preregistration is equally effective for democratic and republican registrants, with a net mobilization effect that actually slightly narrows the democratic advantage among young voters. beyond speaking to a timely policy debate, our results also offer a framework that helps to explain if",,
,,,,"groups, including by gender, race, and party. most notably, preregistration is equally effective for democratic and republican registrants, with a net mobilization effect that actually slightly narrows the democratic advantage among young voters. beyond speaking to a timely policy debate, our results also offer a framework that helps to explain if and when electoral reforms might increase turnout. in contrast to other reforms, preregistration laws appear to leve",,
,,,,"forms might increase turnout. in contrast to other reforms, preregistration laws appear to leverage the malleability of political interest by targeting young citizens when they are in school and during the increased excitement, motivation, and mobilization of political campaigns. these results suggest that contextual factors and supporting institutions play an important role in determining the potential for electoral reforms to increase civic engagement. backgro",,
,,,,". politicians, journalists, and policy advocates argue that preregistration reforms will increase youth turnout by reducing these voting costs (cherry 2011). preregis- tration laws allow citizens younger than 18 to add their names to registration rolls before they are eligible to vote, for instance, when applying for a driver’s license.4 in introducing “the gateway to democracy act” in the u.s. house of representatives, congressman edward markey (d-ma) made such",,
,,,,"youth turnout by reducing these voting costs (cherry 2011). preregis- tration laws allow citizens younger than 18 to add their names to registration rolls before they are eligible to vote, for instance, when applying for a driver’s license.4 in introducing “the gateway to democracy act” in the u.s. house of representatives, congressman edward markey (d-ma) made such an argument in his appeal for a countrywide preregistration law: “it is in the best interest of t",,
,,,,d-ma) made such an argument in his appeal for a countrywide preregistration law: “it is in the best interest of the country to make it as easy as possible for the youth of our nation to go to the polls for the first time....[the gateway to democracy act] allows young people to take care of the paperwork ahead of time so that they don’t have anything standing in their way on election day”5 (u.s. congress 2004). despite the sanguine claims of preregistration propo,,
,,,," day”5 (u.s. congress 2004). despite the sanguine claims of preregistration proponents, there have been few attempts to empirically evaluate the effectiveness of preregistration laws. in the one exception, mcdonald and thornburg (2010) find 3 youth turnout rates were drawn from the center for infor- mation and research on civic learning and engagement’s (circle) 2012 report on youth turnout: http://www.civicyouth. org/wpcontent/uploads/2013/05/circle˙2013fs˙yout",,
,,,,"n few attempts to empirically evaluate the effectiveness of preregistration laws. in the one exception, mcdonald and thornburg (2010) find 3 youth turnout rates were drawn from the center for infor- mation and research on civic learning and engagement’s (circle) 2012 report on youth turnout: http://www.civicyouth. org/wpcontent/uploads/2013/05/circle˙2013fs˙youthvoting 2012final.pdf. 4 many states allow 17-year-olds who will turn 18 by election day to be added t",,
,,,," and thornburg 2010), make the distinction between this and preregistration, which allows young people to register even if they will not be eligible in the next election. based on this distinction, georgia and iowa are not coded as preregistration law states in subsequent analyses. 5 the bill was not voted out of committee. senator bill nelson (d-fl) introduced a similar bill in the u.s. senate in 2008. 366 john b. holbein and d. sunshine hillygus higher turnout",,
,,,,"ased on this distinction, georgia and iowa are not coded as preregistration law states in subsequent analyses. 5 the bill was not voted out of committee. senator bill nelson (d-fl) introduced a similar bill in the u.s. senate in 2008. 366 john b. holbein and d. sunshine hillygus higher turnout rates in florida and hawaii among those who preregistered compared to those who registered after they turned 18—preregistrants were 4.7% more likely to vote in the 2008 el",,
,,,," higher turnout rates in florida and hawaii among those who preregistered compared to those who registered after they turned 18—preregistrants were 4.7% more likely to vote in the 2008 election than those who registered after they turned 18. although consistent with the claim that preregistration increases turnout, the findings are far from conclusive. looming is the issue of self-selection: individuals who are especially interested in politics might be both mor",,
,,,,"tered compared to those who registered after they turned 18—preregistrants were 4.7% more likely to vote in the 2008 election than those who registered after they turned 18. although consistent with the claim that preregistration increases turnout, the findings are far from conclusive. looming is the issue of self-selection: individuals who are especially interested in politics might be both more likely to preregister and more likely to vote. if so, then any rel",,
,,,,"ter they turned 18. although consistent with the claim that preregistration increases turnout, the findings are far from conclusive. looming is the issue of self-selection: individuals who are especially interested in politics might be both more likely to preregister and more likely to vote. if so, then any relationship between preregistration and turnout is spurious, an artifact of unobserved levels of political interest, motivation, or propensity to vote. inde",,
,,,,"ecially interested in politics might be both more likely to preregister and more likely to vote. if so, then any relationship between preregistration and turnout is spurious, an artifact of unobserved levels of political interest, motivation, or propensity to vote. indeed, this is a key explanation offered for the null findings that have become so common in causal analyses of the impact of other electoral reforms (e.g., early voting, vote-by-mail, motor voter re",,
,,,,"d more likely to vote. if so, then any relationship between preregistration and turnout is spurious, an artifact of unobserved levels of political interest, motivation, or propensity to vote. indeed, this is a key explanation offered for the null findings that have become so common in causal analyses of the impact of other electoral reforms (e.g., early voting, vote-by-mail, motor voter registration). although many classic observational works argued that burdens",,
,,,,"). we contend, however, that there are distinct features of preregistration laws that should increase the likelihood the reform will be effective at increasing youth turnout. for a subset of the electorate, preregistration removes a barrier to participation when an individual is more likely to be interested in politics—during a political campaign (freedman, franz, and goldstein 2004). that is, 16-year-olds who might not be eligible to vote in an election can non",,
,,,,"t increasing youth turnout. for a subset of the electorate, preregistration removes a barrier to participation when an individual is more likely to be interested in politics—during a political campaign (freedman, franz, and goldstein 2004). that is, 16-year-olds who might not be eligible to vote in an election can nonetheless join the political system in the heightened salience of an electoral campaign. once they are in the political system, other mechanisms may",,
,,,,"eturns found over the life course (butler and stokes 1974). preregistration, in contrast, applies only to young citizens. to use the framework of burden et al. (2014), preregistration is a reform that brings in new voters rather than retaining existing voters—making preregistration more like election day registration laws than early-voting laws.6 preregistration is also reinforced by other supporting institutions. for example, most of the individuals who are eli",,
,,,,"ung citizens. to use the framework of burden et al. (2014), preregistration is a reform that brings in new voters rather than retaining existing voters—making preregistration more like election day registration laws than early-voting laws.6 preregistration is also reinforced by other supporting institutions. for example, most of the individuals who are eligible to preregister will be in high school, where they are likely to encounter a civics curriculum, in-scho",,
,,,," in new voters rather than retaining existing voters—making preregistration more like election day registration laws than early-voting laws.6 preregistration is also reinforced by other supporting institutions. for example, most of the individuals who are eligible to preregister will be in high school, where they are likely to encounter a civics curriculum, in-school registration drives, or other reinforcing activities. there is a rich literature showing that ex",,
,,,,"ike election day registration laws than early-voting laws.6 preregistration is also reinforced by other supporting institutions. for example, most of the individuals who are eligible to preregister will be in high school, where they are likely to encounter a civics curriculum, in-school registration drives, or other reinforcing activities. there is a rich literature showing that exposure to a civics curriculum is related to turnout later in life (e.g., niemi and",,
,,,,"s. for example, most of the individuals who are eligible to preregister will be in high school, where they are likely to encounter a civics curriculum, in-school registration drives, or other reinforcing activities. there is a rich literature showing that exposure to a civics curriculum is related to turnout later in life (e.g., niemi and junn 2005). some states mandate that election officials hold registration drives within public high schools (mcdonald and tho",,
,,,,"ic high schools (mcdonald and thornburg 2010). in addition, preregistration might be supported by campaign efforts (burden et al. 2014). once a young person is part of a state’s voter file, she is more likely to be contacted by candidates, parties, and interest groups who use regis- tration lists in targeting their campaign communications and mobilization efforts (hillygus and shields 2008). in sum, there are several reasons to suspect that preregistration could",,
,,,,"ds 2008). in sum, there are several reasons to suspect that preregistration could be an effective reform for increasing turnout among young voters. more broadly, identifying these factors contributes to a conceptual framework for understanding when and if other electoral reforms should be effective. political scientists have long explored the decision to vote through the lens of a voting calculus, focusing on cost reduction as a viable means of increasing turnou",,
,,,,"mpirical challenge is how to estimate an unbiased effect of preregistration given the powerful role of individual motivation in explaining turnout (berinsky, burns and traugott 2001; erikson 1981). within the electoral reforms literature, many studies rely on state- level “treatment” with a strong assumption about how electoral reforms originate (erikson and minnite 2009). this approach assumes that election reforms generate exogenously, outside the control of v",,
,,,,"using a more compelling identification strategy to evaluate preregistration’s impact. first, we examine the impact of preregistration across multiple states using a pooled cross-section. in this analysis, we combine difference-in-difference and lag models to bracket the aggregate effect of preregistration laws. we then narrow our focus to the state of florida, where we are able to take advantage of a discontinuity in take-up of prereg- istration. in this part of",,
,,,,"e preregistration’s impact. first, we examine the impact of preregistration across multiple states using a pooled cross-section. in this analysis, we combine difference-in-difference and lag models to bracket the aggregate effect of preregistration laws. we then narrow our focus to the state of florida, where we are able to take advantage of a discontinuity in take-up of prereg- istration. in this part of the analysis, we use regression discontinuity models to e",,
,,,,"ifference and lag models to bracket the aggregate effect of preregistration laws. we then narrow our focus to the state of florida, where we are able to take advantage of a discontinuity in take-up of prereg- istration. in this part of the analysis, we use regression discontinuity models to estimate the causal impact of increased preregistration exposure among young adults in the voter file. this combination of approaches give us a complementary picture of the i",,
,,,,"are able to take advantage of a discontinuity in take-up of prereg- istration. in this part of the analysis, we use regression discontinuity models to estimate the causal impact of increased preregistration exposure among young adults in the voter file. this combination of approaches give us a complementary picture of the impact of preregistration on young voter turnout, and it provides an applied example of a methodological approach that others can use to evalu",,
,,,,"ontinuity models to estimate the causal impact of increased preregistration exposure among young adults in the voter file. this combination of approaches give us a complementary picture of the impact of preregistration on young voter turnout, and it provides an applied example of a methodological approach that others can use to evaluate the causal impact of state-level policies. analysis 1: current population survey we first draw from a pooled cross-section of t",,
,,,,"approaches give us a complementary picture of the impact of preregistration on young voter turnout, and it provides an applied example of a methodological approach that others can use to evaluate the causal impact of state-level policies. analysis 1: current population survey we first draw from a pooled cross-section of the 2000– 2012 current population survey (cps) to examine the effect of preregistration laws on turnout among young voters. the cps gives us a l",,
,,,,"12 current population survey (cps) to examine the effect of preregistration laws on turnout among young voters. the cps gives us a large, nationally representative samplewithcoverageofbothregisteredandnonregistered individuals with the biannual november supplement. as electoral reforms go, preregistration is relatively new, with most laws being adopted in the last 5 years. table 1 shows the basic trends in voter turnout among young voters (18–22) from 2000 to 20",,
,,,," the biannual november supplement. as electoral reforms go, preregistration is relatively new, with most laws being adopted in the last 5 years. table 1 shows the basic trends in voter turnout among young voters (18–22) from 2000 to 2012 for those states with preregistration laws in place.7 boldfaced values indi- cate preregistration laws being in effect. for comparison, the final rows in the table show the average turnout rate of those states with preregistrati",,
,,,,"oung voters (18–22) from 2000 to 2012 for those states with preregistration laws in place.7 boldfaced values indi- cate preregistration laws being in effect. for comparison, the final rows in the table show the average turnout rate of those states with preregistration and states without. table 1 offers suggestive evidence that preregistra- tion might increase young voter turnout. using the data in the table, two simple comparisons can be made. first, 7 this age ",,
,,,,"preregistration laws in place.7 boldfaced values indi- cate preregistration laws being in effect. for comparison, the final rows in the table show the average turnout rate of those states with preregistration and states without. table 1 offers suggestive evidence that preregistra- tion might increase young voter turnout. using the data in the table, two simple comparisons can be made. first, 7 this age range offers ample statistical power as well as greater as- ",,
,,,,"he table show the average turnout rate of those states with preregistration and states without. table 1 offers suggestive evidence that preregistra- tion might increase young voter turnout. using the data in the table, two simple comparisons can be made. first, 7 this age range offers ample statistical power as well as greater as- surance that individuals were exposed to the preregistration treat- ment (wider ranges would include more individuals who would have ",,
,,,,"and states without. table 1 offers suggestive evidence that preregistra- tion might increase young voter turnout. using the data in the table, two simple comparisons can be made. first, 7 this age range offers ample statistical power as well as greater as- surance that individuals were exposed to the preregistration treat- ment (wider ranges would include more individuals who would have been too old to utilize preregistration when implemented). as a robustness c",,
,,,,"as greater as- surance that individuals were exposed to the preregistration treat- ment (wider ranges would include more individuals who would have been too old to utilize preregistration when implemented). as a robustness check, we estimated the models using other age cutoffs (e.g., 18–25, 18–29), with no change to our substantive conclusion. table 1 turnout among young voters (cps, 2000–2012) state 2000 2002 2004 2006 2008 2010 2012 hawaii 24.5 18.9 29.9 17.3 ",,
,,,,"ude more individuals who would have been too old to utilize preregistration when implemented). as a robustness check, we estimated the models using other age cutoffs (e.g., 18–25, 18–29), with no change to our substantive conclusion. table 1 turnout among young voters (cps, 2000–2012) state 2000 2002 2004 2006 2008 2010 2012 hawaii 24.5 18.9 29.9 17.3 25.8 23.1 27.6 florida 36.3 23.5 41.4 16.3 44.0 21.4 40.9 oregon 42.5 27.7 55.7 36.0 53.4 34.5 48.0 california 3",,
,,,," 57.2 33.5 51.3 delaware 44.1 18.7 46.8 24.3 48.4 28.9 43.4 prereg. states 36.1 22.5 42.6 23.5 46.0 25.3 43.3 other states 40.9 25.4 47.6 26.9 47.8 24.7 43.8 note: young voters are defined as those 18–22. states with prereg- istration laws in effect are boldfaced. we can compare turnout patterns within preregistration statesovertime.second,wecancompareturnoutpatterns between preregistration states and nonpreregistration states. combining these comparisons offers",,
,,,," note: young voters are defined as those 18–22. states with prereg- istration laws in effect are boldfaced. we can compare turnout patterns within preregistration statesovertime.second,wecancompareturnoutpatterns between preregistration states and nonpreregistration states. combining these comparisons offers a very simple difference-in-difference estimate. depending on which years are considered pre- versus posttreatment, the sim- ple difference-in-difference es",,
,,,,"ffect are boldfaced. we can compare turnout patterns within preregistration statesovertime.second,wecancompareturnoutpatterns between preregistration states and nonpreregistration states. combining these comparisons offers a very simple difference-in-difference estimate. depending on which years are considered pre- versus posttreatment, the sim- ple difference-in-difference estimates of preregistration’s impact on young voter turnout are somewhere between 1.3 an",,
,,,,"n statesovertime.second,wecancompareturnoutpatterns between preregistration states and nonpreregistration states. combining these comparisons offers a very simple difference-in-difference estimate. depending on which years are considered pre- versus posttreatment, the sim- ple difference-in-difference estimates of preregistration’s impact on young voter turnout are somewhere between 1.3 and 4 points.8 of course, such a comparison is overly simplistic, likely sub",,
,,,,"ompareturnoutpatterns between preregistration states and nonpreregistration states. combining these comparisons offers a very simple difference-in-difference estimate. depending on which years are considered pre- versus posttreatment, the sim- ple difference-in-difference estimates of preregistration’s impact on young voter turnout are somewhere between 1.3 and 4 points.8 of course, such a comparison is overly simplistic, likely subject to bias from aggregation ",,
,,,,"eatment, the sim- ple difference-in-difference estimates of preregistration’s impact on young voter turnout are somewhere between 1.3 and 4 points.8 of course, such a comparison is overly simplistic, likely subject to bias from aggregation or vari- ables. for example, states like oregon are surely different from hawaii in systematic ways not accounted for in this basic comparison. a more compelling approach would attempt to account for such heterogeneities acros",,
,,,,"fference in equation (1) is between states with and without preregistration, and the second is before and after implementation. yit = ␭0 + ␭p pst + ␭␣ ␣s + ␭␦ ␦t + ␭␥ ␥st +␭x xit + ⑀ (1) in the model, the unit of analysis is the individual. the key predictor variable is an indicator of whether the respondent’s state had a preregistration law in effect (pst), and the outcome is whether the individual reported voting (yit).10 the analysis is restricted to young ci",,
,,,,"ble is an indicator of whether the respondent’s state had a preregistration law in effect (pst), and the outcome is whether the individual reported voting (yit).10 the analysis is restricted to young citizens, defined as individuals 18–22 years of age. to be sure, this model offers only a rough approx- imation of exposure to preregistration. for one, there is not a clear age threshold that should be used for the analysis since exposure to preregistration varies ",,
,,,,"is model offers only a rough approx- imation of exposure to preregistration. for one, there is not a clear age threshold that should be used for the analysis since exposure to preregistration varies by age, state, and year.11 second, individuals of the same age can have different opportunities to preregister or register regularly simply because of the nuances of date of birth and election timing—a fact we leverage in the next section of the article. unfortunatel",,
,,,,"hold that should be used for the analysis since exposure to preregistration varies by age, state, and year.11 second, individuals of the same age can have different opportunities to preregister or register regularly simply because of the nuances of date of birth and election timing—a fact we leverage in the next section of the article. unfortunately, the cps (and other comparable multistate data sources) includes age rather than date of birth in its public-use f",,
,,,,"viduals of the same age can have different opportunities to preregister or register regularly simply because of the nuances of date of birth and election timing—a fact we leverage in the next section of the article. unfortunately, the cps (and other comparable multistate data sources) includes age rather than date of birth in its public-use files, so we have a less precise exposure measure. nonetheless, the model offers a reasonable approach for testing whether ",,
,,,," the model offers a reasonable approach for testing whether preregistration laws are related to aggregate changes in turnout among 9 we use the terms “fixed effects models” and “difference-in- difference models” interchangeably. difference-in-difference mod- els are “a special case of the ... fixed effects model” and are fitted “with a regression of the outcome on an indicator for the groups, an indicator for the time period, and the interaction between the two”",,
,,,,"has no response recorded. 11 the exact age range exposed to preregistration varies across states and years, but there were always at least two states for which there were individuals in this age range exposed. for example, in 2008, only 22-year-olds in hawaii and florida would have been exposed to preregistration opportunities; in 2012, 18-year-olds in at least eight states had been exposed to preregistration. however, as we will show in subsequent sections, the",,
,,,,"-year-olds in hawaii and florida would have been exposed to preregistration opportunities; in 2012, 18-year-olds in at least eight states had been exposed to preregistration. however, as we will show in subsequent sections, these borderline ages vary sub- stantially in their exposure to preregistration. this age group. in other words, the estimated effects can be thought of as analogous to intent-to-treat rather than treatment-on-the-treated estimates (bloom 198",,
,,,,", 18-year-olds in at least eight states had been exposed to preregistration. however, as we will show in subsequent sections, these borderline ages vary sub- stantially in their exposure to preregistration. this age group. in other words, the estimated effects can be thought of as analogous to intent-to-treat rather than treatment-on-the-treated estimates (bloom 1984). other model parameters for equation (1) include ␣s for the state fixed effects, ␦t for the yea",,
,,,,"e borderline ages vary sub- stantially in their exposure to preregistration. this age group. in other words, the estimated effects can be thought of as analogous to intent-to-treat rather than treatment-on-the-treated estimates (bloom 1984). other model parameters for equation (1) include ␣s for the state fixed effects, ␦t for the year fixed effects, and ␥st for the full set of interactions between the two. addi- tionally xit, a matrix of time-varying controls, ",,
