name,type,url,file_id,description,published_at,file_type,file_content_type,size_in_bytes,md5,checksum.type,checksum.value,unf,file_persistent_id,dataset_name,dataset_id,dataset_persistent_id,dataset_citation,dataverse_identifier,file_name,dataset_global_id,i.name,i.published_at
rp_data.tab,file,https://dataverse.harvard.edu/api/access/datafile/3084746,3084746,"",2019-01-08,Tab-Delimited,text/tab-separated-values,57703,9472ad61eaf219ada59366b33aa988cb,MD5,9472ad61eaf219ada59366b33aa988cb,UNF:6:hIucVAemjfv43UOSqBVlPQ==,doi:10.7910/DVN/GJTFKQ/XIRSWJ, public attitudes toward presidential veto powers,3084743,10.7910/DVN/GJTFKQ,"Sievert, Joel, 2019, """"Replication Data for """"Public Attitudes Toward Presidential Veto Powers"""""""", https://doi.org/10.7910/DVN/GJTFKQ, Harvard Dataverse, V1, UNF:6:hIucVAemjfv43UOSqBVlPQ== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
Main Analysis.do,file,https://dataverse.harvard.edu/api/access/datafile/3085036,3085036,"",2019-01-08,Stata Syntax,application/x-stata-syntax,3571,19f31749778dfa499632a8d4ece0504f,MD5,19f31749778dfa499632a8d4ece0504f,"",doi:10.7910/DVN/XKCSL3/EAPKH8,on the measurement of conspiracy beliefs,3085035,10.7910/DVN/XKCSL3,"Enders, Adam M.; Smallpage, Steven M., 2019, """"On the Measurement of Conspiracy Beliefs"""", https://doi.org/10.7910/DVN/XKCSL3, Harvard Dataverse, V1, UNF:6:vOxljcglEWT4bXj99rDAgA== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
itt_v2_final.csv,file,https://dataverse.harvard.edu/api/access/datafile/3085086,3085086,"",2019-01-08,Comma Separated Values,text/csv,607983,0db005a1862892ece96a002b30ca2c25,MD5,0db005a1862892ece96a002b30ca2c25,"",doi:10.7910/DVN/ZJG8EQ/KZ174P, democracy and police violence,3085085,10.7910/DVN/ZJG8EQ,"Jackson, Joshua, 2019, """"Replication Data for: Democracy and Police Violence"""", https://doi.org/10.7910/DVN/ZJG8EQ, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
Data and Replication Information Meta-Document.docx,file,https://dataverse.harvard.edu/api/access/datafile/3091059,3091059,"",2017-12-18,MS Word,application/vnd.openxmlformats-officedocument.wordprocessingml.document,16466,a883791a797181392ff233e9b3a7903c,MD5,a883791a797181392ff233e9b3a7903c,"",doi:10.7910/DVN/FMZQMJ/PNVS27, black and white discrimination in the united states evidence from an archive of survey experiment studies,3091058,10.7910/DVN/FMZQMJ,"Zigerell, Lawrence, 2017, """"Replication Data for: Black and White Discrimination in the United States: Evidence from an Archive of Survey Experiment Studies"""", https://doi.org/10.7910/DVN/FMZQMJ, Harvard Dataverse, V1, UNF:6:8OWWMdqmoUeOdFKpnPLZkA== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
abs.tab,file,https://dataverse.harvard.edu/api/access/datafile/3094499,3094499,"",2019-01-08,Tab-Delimited,text/tab-separated-values,206005,1276f083c3a6680c52843db064c5894c,MD5,1276f083c3a6680c52843db064c5894c,UNF:6:p7WflZhmVWxzR7F3okkwJQ==,doi:10.7910/DVN/8YWCF9/PLXDLK,the face of internet recruitment evaluating the labor markets of online crowdsourcing platforms in china,3094487,10.7910/DVN/8YWCF9,"LI, XIAOJUN; SHI, WEIYI; ZHU, BOLIANG, 2019, """"The Face of Internet Recruitment: Evaluating the Labor Markets of Online Crowdsourcing Platforms in China"""", https://doi.org/10.7910/DVN/8YWCF9, Harvard Dataverse, V1, UNF:6:scw+0NrQIKCyM8YoPGqWqQ== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
authorshipCaseLevelData.tab,file,https://dataverse.harvard.edu/api/access/datafile/3108262,3108262,"",2018-01-29,Tab-Delimited,text/tab-separated-values,459491,182b8a2dc2e307f0efadc80af4db3896,MD5,182b8a2dc2e307f0efadc80af4db3896,UNF:6:R6vkqfJLrVB6HrXZf662mQ==,doi:10.7910/DVN/CKENYM/UOJYLU," of whites and men how gender, race, and publication impact authorship assignment in the u.s. courts of appeals",3108258,10.7910/DVN/CKENYM,"Elizabeth A. Tillman; Hinkle, Rachael, 2018, """"Replication Data for: Of Whites and Men: How Gender, Race, and Publication Impact Authorship Assignment in the U.S. Courts of Appeals"""", https://doi.org/10.7910/DVN/CKENYM, Harvard Dataverse, V1, UNF:6:rqRY3YNO35MM+cRv81ATyQ== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
acc_sens.do,file,https://dataverse.harvard.edu/api/access/datafile/3109305,3109305,"",2018-02-04,Stata Syntax,application/x-stata-syntax,147,9e8dc229ca65b667ee5215ae4c38d29f,MD5,9e8dc229ca65b667ee5215ae4c38d29f,"",doi:10.7910/DVN/OJCMX8/JOOFCR, transgender prejudice reduction and opinions on transgender rights results from a mediation analysis on experimental data in research & politics,3109304,10.7910/DVN/OJCMX8,"Flores, Andrew, 2018, """"Replication Data for: """"Transgender Prejudice Reduction and Opinions on Transgender Rights: Results from a Mediation Analysis on Experimental Data"""" in Research & Politics"""", https://doi.org/10.7910/DVN/OJCMX8, Harvard Dataverse, V1, UNF:6:NFCw4fpPmn6RJLX1ToQ2FA== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
serioussubjects.do,file,https://dataverse.harvard.edu/api/access/datafile/3125309,3125309,"",2018-02-25,Stata Syntax,application/x-stata-syntax,376,c1b9f235a6d3bf5200b738e88fab200e,MD5,c1b9f235a6d3bf5200b738e88fab200e,"",doi:10.7910/DVN/QUJY64/OXAVGD, serious subjects a test of the seriousness technique to increase participant motivation in political science experiments research & politics,3125308,10.7910/DVN/QUJY64,"Bayram, A. Burcu, 2018, """"Replication Data for """"Serious Subjects: A Test of the Seriousness Technique to Increase Participant Motivation in Political Science Experiments"""" Research & Politics"""", https://doi.org/10.7910/DVN/QUJY64, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
AIIB-ForResubmission.tab,file,https://dataverse.harvard.edu/api/access/datafile/3126489,3126489,Dataset,2019-01-08,Tab-Delimited,text/tab-separated-values,13175,785a879c752105c170925ecb336d422c,MD5,785a879c752105c170925ecb336d422c,UNF:6:gAB/CDNPUJtJsLKs0gB1Hg==,doi:10.7910/DVN/5GQIVU/XSRZBL, who joins counter-hegemonic igos? early and late members of the china-led asian infrastructure investment bank,3126486,10.7910/DVN/5GQIVU,"Rodrigues Vieira, Vinicius, 2019, """"Replication Data for """"Who joins counter-hegemonic IGOs? Early and late members of the China-led Asian Infrastructure Investment Bank"""""""", https://doi.org/10.7910/DVN/5GQIVU, Harvard Dataverse, V1, UNF:6:gAB/CDNPUJtJsLKs0gB1Hg== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
replication_data.tab,file,https://dataverse.harvard.edu/api/access/datafile/3126529,3126529,These are the combined data from the 2008 and 2012 CMPS to replicate tables and figures.,2018-02-25,Tab-Delimited,text/tab-separated-values,1184596,6fe5fa29a642c24e8d902fe57d77d5e8,MD5,6fe5fa29a642c24e8d902fe57d77d5e8,UNF:6:KSXSJamvhYCYt7qtiyKZ8g==,doi:10.7910/DVN/SMKKMA/6VOIYB, the treatment works revisiting a key link in contextual theories of political behavior,3126527,10.7910/DVN/SMKKMA,"Wilcox-Archuleta, Bryan, 2018, """"Replication Data for: """"The Treatment Works: Revisiting a Key Link in Contextual Theories of Political Behavior"""""""", https://doi.org/10.7910/DVN/SMKKMA, Harvard Dataverse, V1, UNF:6:KSXSJamvhYCYt7qtiyKZ8g== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
20180121_RP_Anon_Logfile.log,file,https://dataverse.harvard.edu/api/access/datafile/3128011,3128011,"",2018-03-10,Plain Text,text/plain,9421,fd536a2bb11e52dcced6193492378994,MD5,fd536a2bb11e52dcced6193492378994,"",doi:10.7910/DVN/JTEHKJ/EEHM8E," female combatants, forced recruitment, and civil conflict outcomes",3128010,10.7910/DVN/JTEHKJ,"Braithwaite, Alex; Ruiz, Luna, 2018, """"Replication Data for: """"Female Combatants, Forced Recruitment, and Civil Conflict Outcomes"""""""", https://doi.org/10.7910/DVN/JTEHKJ, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
1_analysis.do,file,https://dataverse.harvard.edu/api/access/datafile/3128423,3128423,"",2018-02-25,Stata Syntax,application/x-stata-syntax,23551,eaf7bd0d1c666f14c7dbfb49d5e2ae5b,MD5,eaf7bd0d1c666f14c7dbfb49d5e2ae5b,"",doi:10.7910/DVN/HREANC/QF1PRC, awakening leviathan the effect of democracy on state capacity,3128414,10.7910/DVN/HREANC,"Wang, Erik; Xu, Yiqing, 2018, """"Replication Data for: Awakening Leviathan: the Effect of Democracy on State Capacity"""", https://doi.org/10.7910/DVN/HREANC, Harvard Dataverse, DRAFT VERSION, UNF:6:SMyimrDNZmjv+anpNfYqYg== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
merged_R5_2017.dta,file,https://dataverse.harvard.edu/api/access/datafile/3128644,3128644,"",2018-03-10,Stata Binary,application/x-stata,5508320,f7c7bda95a144c76bbdc056badde7aa4,MD5,f7c7bda95a144c76bbdc056badde7aa4,"",doi:10.7910/DVN/VETQG9/RNWKLN,the perils of pre-election polling election cycles and the exacerbation of measurement error in illiberal regimes,3128643,10.7910/DVN/VETQG9,"Carlson, Elizabeth, 2018, """"The Perils of Pre-Election Polling: Election Cycles and the Exacerbation of Measurement Error in Illiberal Regimes"""", https://doi.org/10.7910/DVN/VETQG9, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
irrs-rap-replication-data.tab,file,https://dataverse.harvard.edu/api/access/datafile/3131841,3131841,"",2018-03-10,Tab-Delimited,text/tab-separated-values,873734,919cb789168b8b91b82253b692b6a663,MD5,919cb789168b8b91b82253b692b6a663,UNF:6:vfspByTFrxSFZkf5wft4Bg==,doi:10.7910/DVN/YX4S5X/IRTKDU, populist referendum was brexit an expression of nativist and anti-elitist sentiment?,3131840,10.7910/DVN/YX4S5X,"Reifler, Jason, 2018, """"Replication Data for: """"Populist Referendum: Was Brexit an Expression of Nativist and Anti-Elitist Sentiment?"""""""", https://doi.org/10.7910/DVN/YX4S5X, Harvard Dataverse, V1, UNF:6:vfspByTFrxSFZkf5wft4Bg== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
Readme.Final.docx,file,https://dataverse.harvard.edu/api/access/datafile/3132295,3132295,"",2018-03-10,MS Word,application/vnd.openxmlformats-officedocument.wordprocessingml.document,20131,9b3aee431a019b81e58bf749e4bae0dc,MD5,9b3aee431a019b81e58bf749e4bae0dc,"",doi:10.7910/DVN/GOYSFK/DLUTZD, a warning on separation in multinomial logistic models,3132293,10.7910/DVN/GOYSFK,"Cook, Scott; Niehaus, John; Zuhlke, Samantha, 2018, """"Replication Data for: A Warning on Separation in Multinomial Logistic Models"""", https://doi.org/10.7910/DVN/GOYSFK, Harvard Dataverse, V1, UNF:6:vXn2N/JWCa7pXO2sSvsJXw== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
9296ANES_PANEL.dta,file,https://dataverse.harvard.edu/api/access/datafile/3137776,3137776,"",2019-01-08,Stata Binary,application/x-stata,26484430,5082f65ca2e9c023dc781784b74540fa,MD5,5082f65ca2e9c023dc781784b74540fa,"",doi:10.7910/DVN/ZI5VFA/HPK2QN, perceptions of elites and (asymmetric) sorting,3137774,10.7910/DVN/ZI5VFA,"Davis, Nicholas, 2019, """"Replication Data for: """"Perceptions of elites and (asymmetric) sorting"""""""", https://doi.org/10.7910/DVN/ZI5VFA, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
BerkemeierFuhrmannRAP2018_0303.dta,file,https://dataverse.harvard.edu/api/access/datafile/3147210,3147210,"",2019-01-08,Stata Binary,application/x-stata,66859,bf18e073ba784622c7dfa3612c8c5c6d,MD5,bf18e073ba784622c7dfa3612c8c5c6d,"",doi:10.7910/DVN/68HD2N/ISCN8R, reassessing the fulfillment of alliance commitments in war,3147205,10.7910/DVN/68HD2N,"Fuhrmann, Matthew, 2019, """"Replication Data for Reassessing the Fulfillment of Alliance Commitments in War"""", https://doi.org/10.7910/DVN/68HD2N, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
Code.R,file,https://dataverse.harvard.edu/api/access/datafile/3147272,3147272,The R code that should be used to replicate the analyses. This file contains the code for both the main text and the supplementary appendix.,2019-01-08,R Syntax,type/x-r-syntax,100062,3484c1a7e4681f6368d184f54dd6c2f7,MD5,3484c1a7e4681f6368d184f54dd6c2f7,"",doi:10.7910/DVN/XHDOZU/T0TM8A, policy preferences in a post-war environment,3147270,10.7910/DVN/XHDOZU,"Hadzic, Dino, 2019, """"Replication Data for: """"Policy Preferences in a Post-War Environment"""""""", https://doi.org/10.7910/DVN/XHDOZU, Harvard Dataverse, V1, UNF:6:a/ADgSGw/LXcamHypPsMTA== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
Rcode_Force_main.R,file,https://dataverse.harvard.edu/api/access/datafile/3148171,3148171,Code,2019-01-08,R Syntax,type/x-r-syntax,11257,232bb6638c8eb70a0d1491b90f7be20d,MD5,232bb6638c8eb70a0d1491b90f7be20d,"",doi:10.7910/DVN/DDIWGS/QS0H9M, batons and ballots the effectiveness of state violence in fighting against catalan separatism,3148170,10.7910/DVN/DDIWGS,"Barcelo, Joan, 2019, """"Replication Data for: Batons and Ballots: The Effectiveness of State Violence in Fighting Against Catalan Separatism"""", https://doi.org/10.7910/DVN/DDIWGS, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
FullData_Final.txt,file,https://dataverse.harvard.edu/api/access/datafile/3151125,3151125,Data file used in main text and supplemental material.,2019-01-08,Plain Text,text/plain,87004,53218f2b510c7b466422b2b8d4be21a6,MD5,53218f2b510c7b466422b2b8d4be21a6,"",doi:10.7910/DVN/4QCWML/8QHTNM, assessing the contextual stability of moral foundations evidence from a survey experiment,3151122,10.7910/DVN/4QCWML,"Ciuk, David, 2019, """"Replication Data for: Assessing the Contextual Stability of Moral Foundations: Evidence from a Survey Experiment"""", https://doi.org/10.7910/DVN/4QCWML, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
data.dta,file,https://dataverse.harvard.edu/api/access/datafile/3154023,3154023,"Restricted Sample from European Social Survey, Round 7",2018-12-10,Stata Binary,application/x-stata,36757162,855377a362dacd80147d8a2b7e779440,MD5,855377a362dacd80147d8a2b7e779440,"",doi:10.7910/DVN/MKP7IQ/6FNHGO, revisiting the labor market competition hypothesis in a comparative perspective does retirement affect opinion about immigration?,3154019,10.7910/DVN/MKP7IQ,"jeannet, anne-marie, 2018, """"Replication Data for: Revisiting The Labor Market Competition Hypothesis In A Comparative Perspective: Does Retirement Affect Opinion About Immigration?"""", https://doi.org/10.7910/DVN/MKP7IQ, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
r&p analyses.do,file,https://dataverse.harvard.edu/api/access/datafile/3157841,3157841,Stata do file,2019-01-08,Stata Syntax,application/x-stata-syntax,9511,c00b1ee810615864b5525623f42102ad,MD5,c00b1ee810615864b5525623f42102ad,"",doi:10.7910/DVN/PQB8F8/HX2YCJ, public support for latin american presidents the cyclical model in comparative perspective,3157840,10.7910/DVN/PQB8F8,"Ryan E. Carlin; Jonathan Hartlyn; Timothy Hellwig; Gregory J. Love; Cecilia Martínez-Gallardo; Matthew M. Singer, 2019, """"Replication Data for: Public Support for Latin American Presidents: The Cyclical Model in Comparative Perspective"""", https://doi.org/10.7910/DVN/PQB8F8, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
2018-02-05-effort-replicationfile.Rmd,file,https://dataverse.harvard.edu/api/access/datafile/3172623,3172623,"",2019-01-08,Plain Text,text/plain; charset=US-ASCII,28805,73c70e2ea85b2907d4a94e4df85f94e6,MD5,73c70e2ea85b2907d4a94e4df85f94e6,"",doi:10.7910/DVN/YZJXUH/T0OQ5E, 'taking the time? explaining effortful participation among low-cost online survey participants',3172620,10.7910/DVN/YZJXUH,"Anson, Ian, 2019, """"Replication Data for 'Taking the Time? Explaining Effortful Participation among Low-Cost Online Survey Participants'"""", https://doi.org/10.7910/DVN/YZJXUH, Harvard Dataverse, V1, UNF:6:9x1Kv+8VonQc8pw22ocN3A== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
materials.tar.gz,file,https://dataverse.harvard.edu/api/access/datafile/3174310,3174310,"",2019-01-08,Gzip Archive,application/x-gzip,20372535,5c447ad4320caf88552d98de0f0f95e1,MD5,5c447ad4320caf88552d98de0f0f95e1,"",doi:10.7910/DVN/R8EJWA/OKGOGL, on imputing unhcr data,3174309,10.7910/DVN/R8EJWA,"Marbach, Moritz, 2019, """"Replication Data for: On Imputing UNHCR Data"""", https://doi.org/10.7910/DVN/R8EJWA, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
2011-2015 ACS.tab,file,https://dataverse.harvard.edu/api/access/datafile/3810709,3810709,"",2020-04-20,Tab-Delimited,text/tab-separated-values,1128640,0f9313775c9e8408c36823df1b0f50ed,MD5,0f9313775c9e8408c36823df1b0f50ed,UNF:6:TYnBgp8apGNXUVkdBjbRPQ==,doi:10.7910/DVN/M2U0KV/QMYSSA,"nothing to fear? anxiety, numeracy, and demographic perceptions",3184577,10.7910/DVN/M2U0KV,"Velez, Yamil, 2019, """"Nothing to Fear? Anxiety, Numeracy, and Demographic Perceptions"""", https://doi.org/10.7910/DVN/M2U0KV, Harvard Dataverse, V2, UNF:6:TYnBgp8apGNXUVkdBjbRPQ== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
CCES12_MIA_OUTPUT_20130621.tab,file,https://dataverse.harvard.edu/api/access/datafile/3185071,3185071,"",2018-12-14,Tab-Delimited,text/tab-separated-values,6019545,2954e587c5a4f2aec3278cf25db9f48c,MD5,2954e587c5a4f2aec3278cf25db9f48c,UNF:6:WiijU6YJo5HsPvx50TCZ0A==,doi:10.7910/DVN/K2QBK6/1UDPSS, the conditional effect of conspiracy thinking on attitudes toward climate change,3185069,10.7910/DVN/K2QBK6,"Uscinski, Joseph; Olivella, Santiago, 2018, """"Replication Data for: The conditional effect of conspiracy thinking on attitudes toward climate change"""", https://doi.org/10.7910/DVN/K2QBK6, Harvard Dataverse, V1, UNF:6:sWIDh3lozySmcI/IHQUgoA== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
2016 CCES UC Riverside Module.tab,file,https://dataverse.harvard.edu/api/access/datafile/3185705,3185705,"",2019-01-08,Tab-Delimited,text/tab-separated-values,3609375,2d03edad7ac5155ebd5c821aac2557f6,MD5,2d03edad7ac5155ebd5c821aac2557f6,UNF:6:Pu1t9Ww5jBmmUkzmCTqo1g==,doi:10.7910/DVN/7P2GSV/QMRD5H, who sees an hourglass? assessing citizens’ perception of local economic inequality,3185703,10.7910/DVN/7P2GSV,"Newman,Ben; Shah, Sono; Lauterbach, Erinn, 2019, """"Replication Data for: Who Sees an Hourglass? Assessing Citizens’ Perception of Local Economic Inequality"""", https://doi.org/10.7910/DVN/7P2GSV, Harvard Dataverse, V1, UNF:6:Pu1t9Ww5jBmmUkzmCTqo1g== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
Data--R&P.dta,file,https://dataverse.harvard.edu/api/access/datafile/3185742,3185742,"",2018-12-11,Stata Binary,application/x-stata,26693,655aeeb6b3b8f11d57dc839206452ff9,MD5,655aeeb6b3b8f11d57dc839206452ff9,"",doi:10.7910/DVN/ZP9Y6Q/J3SBWV, the perils of plurality rule and the major(itarian) effect of cabinet composition on human rights in presidential democracies,3185732,10.7910/DVN/ZP9Y6Q,"Holzer, Joshua, 2018, """"Replication Data for: The perils of plurality rule and the major(itarian) effect of cabinet composition on human rights in presidential democracies"""", https://doi.org/10.7910/DVN/ZP9Y6Q, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
2018-07-16 Burge and Johnson Replication Data.tab,file,https://dataverse.harvard.edu/api/access/datafile/3185879,3185879,"",2018-12-10,Tab-Delimited,text/tab-separated-values,191695,281c63b42006f94648cca0ffc916f6bf,MD5,281c63b42006f94648cca0ffc916f6bf,UNF:6:CrCmLZ3c7DQqOmaayH03oQ==,doi:10.7910/DVN/V1LMZ5/TOMLE9," race, crime, and emotions",3185876,10.7910/DVN/V1LMZ5,"Burge, Camille; Johnson, Gbemende, 2018, """"Replication Data for Race, Crime, and Emotions"""", https://doi.org/10.7910/DVN/V1LMZ5, Harvard Dataverse, V1, UNF:6:CrCmLZ3c7DQqOmaayH03oQ== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
HistoricalKnowledge_Data.dta,file,https://dataverse.harvard.edu/api/access/datafile/3194175,3194175,"",2019-01-08,Stata Binary,application/x-stata,581903,e7b77fa19b26a9f6414feab850c2d270,MD5,e7b77fa19b26a9f6414feab850c2d270,"",doi:10.7910/DVN/GJNJZE/YJZTFN, historical knowledge and national identity evidence from china,3194173,10.7910/DVN/GJNJZE,"Huang, Haifeng; Liu, Xinsheng, 2019, """"Replication Data for: """"Historical Knowledge and National Identity: Evidence from China"""""""", https://doi.org/10.7910/DVN/GJNJZE, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
Readme-contents.txt,file,https://dataverse.harvard.edu/api/access/datafile/3194401,3194401,"",2019-01-08,Plain Text,text/plain,165,e3f9935e254317894e6752345ee2fb8d,MD5,e3f9935e254317894e6752345ee2fb8d,"",doi:10.7910/DVN/XCKXVZ/2CHINJ, the direct and moderating effects of mass shooting anxiety on political and policy attitudes,3194399,10.7910/DVN/XCKXVZ,"Joslyn, Mark R.; Haider-Markel, Donald P., 2019, """"Replication Data for: The Direct and Moderating Effects of Mass Shooting Anxiety on Political and Policy Attitudes"""", https://doi.org/10.7910/DVN/XCKXVZ, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
Friendly fire_Documentation.pdf,file,https://dataverse.harvard.edu/api/access/datafile/3195435,3195435,Readme,2018-12-11,Adobe PDF,application/pdf,12226,b87b47d17f7407198b1cbf67a79f6ec7,MD5,b87b47d17f7407198b1cbf67a79f6ec7,"",doi:10.7910/DVN/BE99YA/PGTWS5, friendly fire? negative campaigning among coalition partners,3195431,10.7910/DVN/BE99YA,"Haselmayer, Martin, 2018, """"Replication Data for """"Friendly fire? Negative campaigning among coalition partners"""""""", https://doi.org/10.7910/DVN/BE99YA, Harvard Dataverse, V1, UNF:6:zXEPUgKuH6mNl6NaPY9wNQ== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
01 README.txt,file,https://dataverse.harvard.edu/api/access/datafile/3195629,3195629,"",2019-01-08,Plain Text,text/plain,2024,6113f74936db9dfd67d58a03a49e2218,MD5,6113f74936db9dfd67d58a03a49e2218,"",doi:10.7910/DVN/XEE99U/XRTMTO, making comprehensible speeches when your constituents need it,3195628,10.7910/DVN/XEE99U,"Lin, Nick; Osnabrügge, Moritz, 2019, """"Replication Data for: Making Comprehensible Speeches When Your Constituents Need It"""", https://doi.org/10.7910/DVN/XEE99U, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
Help is Close replication data.tab,file,https://dataverse.harvard.edu/api/access/datafile/3218957,3218957,"",2019-01-08,Tab-Delimited,text/tab-separated-values,350328,769e22f92a0bc97a03846a403cae16a3,MD5,769e22f92a0bc97a03846a403cae16a3,UNF:6:bed8IJQ0eb//dQ06gvBj7w==,doi:10.7910/DVN/FMOSHH/TRRCDB, help is close at hand? proximity and the effectiveness of peacekeepers.,3218955,10.7910/DVN/FMOSHH,"Goldring, Edward, 2019, """"Replication Data for """"Help is Close at Hand? Proximity and the Effectiveness of Peacekeepers."""""""", https://doi.org/10.7910/DVN/FMOSHH, Harvard Dataverse, V1, UNF:6:bed8IJQ0eb//dQ06gvBj7w== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
analysis5_terrorism_replication.do,file,https://dataverse.harvard.edu/api/access/datafile/3224997,3224997,"",2019-01-08,Stata Syntax,application/x-stata-syntax,10292,bee7a8242e5bf473d50b6bc189b13bb8,MD5,bee7a8242e5bf473d50b6bc189b13bb8,"",doi:10.7910/DVN/ZAP6KU/Q36CWC," in the wake of a terrorist attack, do americans’ attitudes toward muslims decline?",3224995,10.7910/DVN/ZAP6KU,"Boydstun, Amber, 2019, """"Replication Data for: """"In the Wake of a Terrorist Attack, Do Americans’ Attitudes Toward Muslims Decline?"""""""", https://doi.org/10.7910/DVN/ZAP6KU, Harvard Dataverse, V1, UNF:6:V4gMTGB1X2qKcZp9CdlOvg== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
analysis_cand.do,file,https://dataverse.harvard.edu/api/access/datafile/3233760,3233760,"",2019-01-08,Stata Syntax,application/x-stata-syntax,6665,2b29ff905d63e50436d36bf80caa863a,MD5,2b29ff905d63e50436d36bf80caa863a,"",doi:10.7910/DVN/JSOWUR/4MQ8M3, estimating incumbency effects using regression discontinuity design,3233752,10.7910/DVN/JSOWUR,"Song, BK, 2019, """"Replication Data for: Estimating Incumbency Effects Using Regression Discontinuity Design"""", https://doi.org/10.7910/DVN/JSOWUR, Harvard Dataverse, V1, UNF:6:c93vUpHMbL+qPxozQk13zg== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
Effects_of_Polls-1.tab,file,https://dataverse.harvard.edu/api/access/datafile/3239450,3239450,"",2019-01-08,Tab-Delimited,text/tab-separated-values,359282,d02e988c20554903b115d488075f8d0a,MD5,d02e988c20554903b115d488075f8d0a,UNF:6:pvEBFTochUuWx2q4MSDs5g==,doi:10.7910/DVN/X7NKSL/YJKBZA, exploring the effects of polls on public opinion how and when media reports of policy preferences can become self-fulfilling prophesies,3239443,10.7910/DVN/X7NKSL,"Toff, Benjamin, 2019, """"Replication Data for: Exploring the Effects of Polls on Public Opinion: How and When Media Reports of Policy Preferences Can Become Self-Fulfilling Prophesies"""", https://doi.org/10.7910/DVN/X7NKSL, Harvard Dataverse, V1, UNF:6:b+34p15TwQ6MamRglCo+Fg== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
