file_in,title,context
10.1093_pan_mpt023,Online polls and registration-based sampling: a new method for pre-election polling," surveys are available in figure s1 in the online supplemental materials. michael j. barber et al. 328 downloaded from https://www.cambridge.org/core. australian national university, on 11 aug 2021 at 08:33:46, subject to the cambridge core terms of use, available at https://www.cambridge.org/core/terms. https://doi.org/1"
10.1093_pan_mpt030,Separating the wheat from the chaff: applications of automated document classification using support vector machines,"ide the search string and source list used in the supplementary materials. vito d’orazio et al. 226 downloaded from https://www.cambridge.org/core. australian national university, on 07 aug 2021 at 08:16:15, subject to the cambridge core terms of use, available at https://www.cambridge.org/core/terms. https://doi.org/1"
10.1093_pan_mpt048,Polarization and ideology: partisan sources of low dimensionality in scaled roll call analyses,"ed in isolation is presented in appendix d of the supplementary materials. polarization and ideology 449 downloaded from https://www.cambridge.org/core. australian national university, on 06 aug 2021 at 09:49:28, subject to the cambridge core terms of use, available at https://www.cambridge.org/core/terms. https://doi.org/1"
10.1093_pan_mpu016,Fuzzy sets on shaky ground: parameter sensitivity and confirmation bias in fsqca,"int. 12 the full graph can be found in the online supplementary materials. fuzzy sets on shaky ground 35 downloaded from https://www.cambridge.org/core. australian national university, on 02 aug 2021 at 07:02:18, subject to the cambridge core terms of use, available at https://www.cambridge.org/core/terms. https://doi.org/1"
10.1093_pan_mpu020,"A continuous-time, latent-variable model of time series data","ouse effects appears in the appendix available as supplementary material. a continuous-time model 285 downloaded from https://www.cambridge.org/core. australian national university, on 26 jul 2021 at 00:11:56, subject to the cambridge core terms of use, available at https://www.cambridge.org/core/terms. https://doi.org/1"
10.1093_pan_mpu020,"A continuous-time, latent-variable model of time series data","uite similar results in the appendix available as supplementary material. alexander m. tahk 288 downloaded from https://www.cambridge.org/core. australian national university, on 26 jul 2021 at 00:11:56, subject to the cambridge core terms of use, available at https://www.cambridge.org/core/terms. https://doi.org/1"
10.1093_pan_mpv008,Using joint scaling methods to study ideology and representation: evidence from latin america,"h their response rates can be found in the online supplementary materials. 12 for more details, see www.cses.org. 13 the cses question reads: “in politics people sometimes talk of left and right. where would you place [yourself/ stimulus] on a scale from 0 to 10 where 0 means the left and 10 means the "
10.1093_pan_mpv008,Using joint scaling methods to study ideology and representation: evidence from latin america,"tion but less efficient estimates. see the online supplementary materials for more details. joint scaling methods 379 downloaded from https://www.cambridge.org/core. australian national university, on 11 aug 2021 at 21:49:58, subject to the cambridge core terms of use, available at https://www.cambridge.org/core/terms. https://doi.org/1"
10.1093_pan_mpv009,Exploring the performance of multilevel modeling and poststratification with eurobarometer data,"ple by population shares). 7 for details, see the supplementary materials. dimiter toshkov 458 downloaded from https://www.cambridge.org/core. australian national university, on 19 jul 2021 at 07:09:14, subject to the cambridge core terms of use, available at https://www.cambridge.org/core/terms. https://doi.org/1"
10.1093_pan_mpv019,Estimating onsets of binary events in panel data,"r the full set of experiments are included in the supplementary materials (figs. 1–3). liam f. mcgrath 538 downloaded from https://www.cambridge.org/core. australian national university, on 19 jul 2021 at 11:26:43, subject to the cambridge core terms of use, available at https://www.cambridge.org/core/terms. https://doi.org/1"
10.1093_pan_mpw013,Cause or effect? Turnout in hispanic majority-minority districts,"ithout trimming any blocks. 11 see table i in the supplementary materials. john a. henderson et al. 410 downloaded from https://www.cambridge.org/core. australian national university, on 22 jul 2021 at 11:11:16, subject to the cambridge core terms of use, available at https://www.cambridge.org/core/terms. https://doi.org/1"
10.1093_pan_mpw013,Cause or effect? Turnout in hispanic majority-minority districts,"abilities. 12 see sections 3, 7.1, and 7.2 in the supplementary materials. cause or effect? 411 downloaded from https://www.cambridge.org/core. australian national university, on 22 jul 2021 at 11:11:16, subject to the cambridge core terms of use, available at https://www.cambridge.org/core/terms. https://doi.org/1"
10.1093_poq_nfaa005,Vote choice and the nonseparability of economic and social issues,"ed formal treatment of this idea, please refer to supplementary material a.1. stoetzer and zittlau 162 downloaded from https://academic.oup.com/poq/article/84/1/158/5856884 by r.g. menzies library, building #2, australian national university user on 11 august 2021 election studies (anes). we cover the six presidential ele"
10.1093_poq_nfaa024,How robust is evidence of partisan perceptual bias in survey responses?," well as the test of randomization, appear in the supplementary material, table 1. accordingly, our second data- collection effort used respondents recruited by lucid (https://luc.id/), an online survey platform that has been found to provide samples suitable for conducting social science research (coppock and mcclellan 2019). unlike the mturk sample, this sample was ba"
10.1093_poq_nfaa025,"Proximity, nimbyism, and public support for energy infrastructure","ject descriptions are provided in table s1 of the supplementary material. proximity, nimbyism, and energy infrastructure 399 downloaded from https://academic.oup.com/poq/article/84/2/391/5981974 by australian national university library user on 06 august 2021 the atlantic sunrise project is a proposed natural gas pipeline that would run throug"
10.1093_poq_nfaa026,The consequences of personality biases in online panels for measuring public opinion,"ine respondents in 2016 anes. see table a1 in the supplementary material for the comparisons. 452 valentino et al. downloaded from https://academic.oup.com/poq/article/84/2/446/6056667 by the australian national university user on 26 august 2021 was completed between september 7 and november 7, 2016, and the post- election wave was a"
10.1093_poq_nfaa026,The consequences of personality biases in online panels for measuring public opinion,"mean values by year and mode, see table a4 in the supplementary material. 456 valentino et al. downloaded from https://academic.oup.com/poq/article/84/2/446/6056667 by the australian national university user on 26 august 2021 multivariate model next, we test an integrated multivariate model assuming that survey mo"
10.1093_poq_nfaa026,The consequences of personality biases in online panels for measuring public opinion,"our theoretical expectations (see table a5 in the supplementary material). personality biases in online panels 457 downloaded from https://academic.oup.com/poq/article/84/2/446/6056667 by the australian national university user on 26 august 2021 2012. at the same time, the direct effects of openness to experience on politi- cal prefe"
10.1093_poq_nfaa026,The consequences of personality biases in online panels for measuring public opinion,"clustering. for full results, see table a7 in the supplementary material. personality biases in online panels 463 downloaded from https://academic.oup.com/poq/article/84/2/446/6056667 by the australian national university user on 26 august 2021 survey modes. as we show using data from the 2012 and 2016 anes, person- ality traits may"
10.1093_poq_nfaa028,Where policies and politics diverge,"statistics for this subsample are provided in the supplementary material, table a3. 424 lerman and trachtman downloaded from https://academic.oup.com/poq/article/84/2/419/6122846 by australian national university library user on 11 august 2021 while the majority of this work emphasizes the similarities between inde- pendents an"
10.1093_poq_nfaa028,Where policies and politics diverge,"cost and competition on the marketplaces. see the supplementary material, figure f6. where policies and politics diverge 433 downloaded from https://academic.oup.com/poq/article/84/2/419/6122846 by australian national university library user on 11 august 2021 table 4. association between actual marketplace performance and mar- ketplace assessm"
10.1093_poq_nfaa028,Where policies and politics diverge,"over similar results. details are provided in the supplementary material, appendix d. where policies and politics diverge 437 downloaded from https://academic.oup.com/poq/article/84/2/419/6122846 by australian national university library user on 11 august 2021 related to political accountability. first, to what degree are people aware of the ob"
10.1093_poq_nfaa028,Where policies and politics diverge,"ard errors. full regression results are shown the supplementary material, appendix g. 438 lerman and trachtman downloaded from https://academic.oup.com/poq/article/84/2/419/6122846 by australian national university library user on 11 august 2021 political independents differ in their attributions; they are more likely to attrib- "
10.1093_poq_nfaa028,Where policies and politics diverge," errors. full regression results are shown in the supplementary material, appendix g. where policies and politics diverge 439 downloaded from https://academic.oup.com/poq/article/84/2/419/6122846 by australian national university library user on 11 august 2021 whom accountability breaks down. a fruitful avenue for future research would be to lo"
10.1093_poq_nfaa030,"Corruption, opportunity networks, and gender"," perception of fe- male politicians’ probity (see supplementary material). 546 wiesehomeier and verge downloaded from https://academic.oup.com/poq/article/84/2/538/6024933 by australian national university user on 09 august 2021 ngos or no noteworthy ties in the community, and it closes when ties to local entrepreneurs c"
10.1093_poq_nfaa031,The polls�trends,ted states foreign policy” (see table a.13 in the supplementary material). poll trends—european defense policy and nato 567 downloaded from https://academic.oup.com/poq/article/84/2/551/6103234 by universität heidelberg user on 24 august 2021 table 3. eu-us partnership in security and diplomatic affairs. transatlantic trends survey (2004–2006
10.1093_poq_nfaa037,Do online voter guides empower citizens?,"mplete list of the urls used, see table b8 in the supplementary material. 686 munzert et al. downloaded from https://academic.oup.com/poq/article/84/3/675/6104133 by the australian national university user on 19 july 2021 tool, 63 percent did so in the encouragement group. this is a strong indication of socially"
10.1093_poq_nfaa037,Do online voter guides empower citizens?,vaa usage are reported in figures b3 to b6 in the supplementary material. do online voter guides empower citizens? 687 downloaded from https://academic.oup.com/poq/article/84/3/675/6104133 by the australian national university user on 19 july 2021 issue knowledge: in order to measure respondents’ knowledge about parties’ positions on pol
10.1093_poq_nfaa039,How to poll runoff elections," minor candidates are reported in table c5 in the supplementary material. 780 selb, göbel, and lachat downloaded from https://academic.oup.com/poq/article/84/3/776/6223454 by library (hancock) user on 02 august 2021 step 3: poststratification to national first-round results nonresponse may bias inferences from election p"
10.1093_poq_nfaa042,Extremely high quality?,"similar results when analyzed separately. see the supplementary material. ideological extremity and trait perceptions 713 downloaded from https://academic.oup.com/poq/article/84/3/699/6277908 by universität heidelberg user on 19 july 2021 with others, there were no significant differences across groups, with the ex- treme candidate faring s"
10.1093_poq_nfaa043,"Inequality, media frames, and public support for welfare","ion model can be found in table 1a on p. 3 of the supplementary material. inequality, media frames, and support for welfare 639 downloaded from https://academic.oup.com/poq/article/84/3/629/6125347 by library user on 11 august 2021 table 1. estimating percent responding “too much” welfare spending (1) welfare spending dt (2) welfare spending dt ("
10.1093_poq_nfaa044,Understanding willingness to share smartphone-sensor data,"eveals consistent results. 4. see table a6 in the supplementary material for the randomization check. 736 struminskaya et al. downloaded from https://academic.oup.com/poq/article/84/3/725/6134847 by library (hancock) user on 23 august 2021 h3.4), prior participation in studies that collected information using smart- phone sensors (h3.5, qa10), "
10.1093_poq_nfaa050,Testing snowden's hypothesis does mere awareness drive opposition to government surveillance?,"ican? (democrat, republican, neither/don’t know). supplementary material supplementary material may be found in the online version of this article: https://doi.org/10.1093/poq/nfaa050. references berinsky, adam j., gregory a. huber, and gabriel s. lenz. 2012. “evaluating online labor markets for experimental research: amazon.com’s mechanical turk.” p"
10.1093_poq_nfaa051,Preaching to the choir? Presidential debates and patterns of persuasion in a multiparty presidential system,". more descriptive statistics can be found in the supplementary material, appendix b. 904 lloyd, bello, and rennó downloaded from https://academic.oup.com/poq/article/84/4/892/6153971 by library (hancock) user on 06 august 2021 time). this went against hypothesis 1, which predicted that activation would be the most frequent result o"
10.1093_poq_nfaa051,Preaching to the choir? Presidential debates and patterns of persuasion in a multiparty presidential system,"test these insights in a comparative perspective. supplementary material supplementary material may be found in the online version of this article: https://doi.org/10.1093/poq/nfaa051. references aalberg, toril, and anders t. jenssen. 2007. “do television debates in multiparty systems affect viewers? a quasi-experimental study with first-time voters."
10.1093_poq_nfaa057,Use of exact matching to examine media's effect on intended behavior the case of the addition of the 2020 census citizenship question,19676 by library - hancock user on 11 august 2021 supplementary material supplementary material may be found in the online version of this article: https://doi.org/10.1093/poq/nfaa057. references american association for public opinion research (aapor). 2016. standard definitions: final dispositions of case codes and outcome rates for surveys. 9th ed
10.1093_poq_nfaa058,Modern sexism in modern times public opinion in the #metoo era,ng methodology and weighting are available in the supplementary material. 822 archer and kam downloaded from https://academic.oup.com/poq/article/84/4/813/6168682 by australian national university library user on 08 august 2021 additive and highly reliable scale for each wave (a ranges from 0.75 to 0.79 in the t
10.1093_poq_nfaa058,Modern sexism in modern times public opinion in the #metoo era,ces across groups. 15. full results appear in the supplementary material. modern sexism in modern times 827 downloaded from https://academic.oup.com/poq/article/84/4/813/6168682 by australian national university library user on 08 august 2021 sexism in the base wave with demographic factors also measured in the base wave.16 pa
10.1093_poq_nfaa058,Modern sexism in modern times public opinion in the #metoo era,. 17. question text and frequencies appear in the supplementary material. 828 archer and kam downloaded from https://academic.oup.com/poq/article/84/4/813/6168682 by australian national university library user on 08 august 2021 table 2. correlates of modern sexism in base interview modern sexism in base party id
10.1093_poq_nfaa058,Modern sexism in modern times public opinion in the #metoo era,"ross-section. variable coding is described in the supplementary material. modern sexism in modern times 831 downloaded from https://academic.oup.com/poq/article/84/4/813/6168682 by australian national university library user on 08 august 2021 table 4. modern sexism and public opinion on #metoo, harassment, and training isolate"
10.1093_poq_nfaa058,Modern sexism in modern times public opinion in the #metoo era,"inion in this domain. data availability statement replication data and documentation are available at www. allisonarcher.com/research. supplementary material supplementary material may be found in the online version of this article: https://doi.org/10.1093/poq/nfaa058. references banaszak, lee ann, and e"
10.1093_poq_nfaa058,Modern sexism in modern times public opinion in the #metoo era,"are available at www. allisonarcher.com/research. supplementary material supplementary material may be found in the online version of this article: https://doi.org/10.1093/poq/nfaa058. references banaszak, lee ann, and eric plutzer. 1993. “contextual determinants of feminist attitudes: national and subnational influences in western europe.” american "
10.1093_poq_nfaa059,"Ignorance is bliss? Age, misinformation, and support for women's representation","e than it would if they had accurate information. supplementary material supplementary material may be found in the online version of this article: https://doi.org/10.1093/poq/nfaa059. 856 burden and ono downloaded from https://academic.oup.com/poq/article/84/4/838/6219677 by r.g. menzies library, building #2, australian national university user on 0"
10.1093_poq_nfaa060,Partisan affective polarization,"emocrats who favor abortion. (see table a3 in the supplementary material for details.) sorting, entrenchment, and fortification 927 downloaded from https://academic.oup.com/poq/article/84/4/915/6256232 by library (hancock) user on 06 august 2021 there was significant entrenchment among democrats on the issue of abor- tion, with rival-party feelings o"
10.1093_poq_nfaa060,Partisan affective polarization,"the ols regression analysis (for details, see the supplementary material). sorting, entrenchment, and fortification 931 downloaded from https://academic.oup.com/poq/article/84/4/915/6256232 by library (hancock) user on 06 august 2021 decomposition analysis reveals important details about how party feelings have changed over time. first, d"
10.1093_poq_nfq019,Probabilistic polling and voting in the 2008 presidential election,"ample designs would help determine best practice. supplementary data supplementary data are available online at http://pubopq.oxfordjournals.org/. references belli, robert, michael traugott, and matthew beckmann. 2001. “what leads to voting overre- ports? contrasts of overreports to validated voters and admitted no"
10.1093_poq_nfq043,Generational conflict or methodological artifact?,"ustralian national university user on 02 august 2 supplementary data supplementary data are freely available online at http://pubopq. oxfordjournals.org/. references alwin, duana, and jon a. krosnick. 1991. “aging, cohort, and the stability of sociopolitical orientations over the life span.” american journal of sociology "
10.1093_poq_nfq045,The polls�trends,"on and all other survey questions, please see the supplementary data online. sobel, haynes, and zheng 786 downloaded from https://academic.oup.com/poq/article/74/4/782/1831577 by the australian national university user on 24 august 2021 table 2. concerning the relationship between taiwan and mainland china, which of these si"
10.1093_poq_nfq045,The polls�trends,"ponse or refusal rates is not publicly available. supplementary data chinese versions of the questions are freely available online at http://poq. oxfordjournals.org/. references bradsher, keith. 2008. “taiwan elects a supporter of closer mainland ties,” new york times 23. chou, ying-long. 2008. trends in core political attitudes among t"
10.1093_poq_nfq060,Nonresponse and measurement error in employment research: making use of administrative data,"ralian national university user on 06 august 2021 supplementary data supplementary tables and graphs are freely available online at http://poq.oxford- journals.org/. references abraham, katharine g., sara helms, and stanley presser. 2009. ‘‘how social processes distort measurement: the impact of survey nonresponse on estimates of volu"
10.1093_poq_nfq068,Exceptional behavior or exceptional identity?: overreporting of church attendance in the u.s.,"o identity and self-concept rather than behavior. supplementary data supplementary data are freely available online at http://poq.oxfordjournals. org/. 36 brenner downloaded from https://academic.oup.com/poq/article/75/1/19/1843753 by australian national university user on 19 july 2021 references abraham, katharine g., sa"
10.1093_poq_nfq069,Electoral competition and the voter,"s coded so satisfied ¼ 1 and other responses ¼ 0. supplementary data supplementary data are freely available online at http://poq.oxfordjournals. org/. references ansolabehere, steven, shanto iyengar, adam simon, and nicholas valentino. 1994. ‘‘does attack advertising demobilize the electorate?’’ american political scienc"
10.1093_poq_nfq070,Rethinking the role of political information,"75/1/42/1844642 by library user on 07 august 2021 supplementary data supplementary data are freely available online at http://poq.oxfordjournals. org/. references achen, christopher. 1992. ‘‘social psychology, demographic variables, and linear regression: breaking the iron triangle in voting research.’’ political behavior"
10.1093_poq_nfq071,Priming patriots: social identity processes and the dynamics of public support for war,"nion is formed, in the context of war and beyond. supplementary data supplementary data are freely available online at http://poq.oxfordjournals. org/. references aday, sean. 2005. ‘‘the real war will never get on television: an analysis of casualty imagery in american television coverage of the iraq war.’’ in media and c"
10.1093_poq_nfq071,Priming patriots: social identity processes and the dynamics of public support for war,"ions used in this analysis, please see the online supplementary material. priming patriots 83 downloaded from https://academic.oup.com/poq/article/75/1/65/1845082 by the australian national university user on 06 august 2021 althaus, scott l., nathaniel swigger, chris tiwald, svitlana chernykh, david hendry, and s"
10.1093_poq_nfq075,Measuring americans' issue priorities: a new version of the most important problem question reveals more concern about global warming and the environment," the environment and global warming to americans. supplementary data supplementary data are freely available online at http://poq.oxfordjournals. org/. references althaus, scott l., and david tewksbury. 2002. ‘‘agenda setting and the ônewõ news: patterns of issue importance among readers of the paper and online versions o"
10.1093_poq_nfq076,Motivated reasoning and public opinion perception,"asons that come to mind) [open- ended responses]. supplementary data supplementary data are freely available online at http://poq.oxfordjournals. org/. references american association for public opinion research (aapor) 2009. standard definitions: final dispositions of case codes and outcome rates for surveys, 6th ed. dee"
10.1093_poq_nfr001,"Means, motive, and opportunity in becoming informed about politics: a deliberative field experiment with members of congress and their constituents","ive goals for a knowledgeable democratic society. supplementary data supplementary data are freely available online at http://poq.oxfordjournals. org/. references almond, gabriel a., and sidney verba. 1963. the civic culture: political attitudes and democracy in five nations. princeton, nj: princeton university press. arn"
10.1093_poq_nfr004,The polls�trends: public perceptions and the threat of international terrorism after 9/11,"5%, 7/13/05 5. disposition codes are available as supplementary material. 390 bloch-elkon nloaded from https://academic.oup.com/poq/article/75/2/366/1860558 by music library, school of music, national institute of the arts, australian national university user on 24 august 2 11.8%, 7/29/05 14%, 8/05 10.9%, "
10.1093_poq_nfr004,The polls�trends: public perceptions and the threat of international terrorism after 9/11,"ponse rates for other surveys were not available. supplementary data supplementary data are freely available online at http://poq.oxfordjournals. org/. references bloch-elkon, yaeli. 2007. ‘‘poll trends: assessing terrorism prevention.’’ public opinion quarterly 71(1):142–63. crenshaw, martha. 1986. ‘‘the psychology of po"
10.1093_poq_nfr007,Use of cognitive shortcuts in landline and cell phone surveys,"w insights into the error properties of the data. supplementary data supplementary data are freely available online at http://poq.oxfordjournals. org/. references bell, ralph. 1984. ‘‘item nonresponse in telephone surveys: an analysis of who fails to report income.’’ social science quarterly 65:207–15. blumberg, stephen j"
10.1093_poq_nfr010,The sword's other edge: perceptions of discrimination and racial policy opinion after obama,"erviews; national adult popula- tion; n ¼ 1,018). supplementary data supplementary data are freely available online at http://poq.oxfordjournals. org/. references blumer, herbert g. 1958. ‘‘race prejudice as a sense of group position.’’ pacific sociological review 1(1):3–7. bobo, lawrence d., and vincent l. hutchings. 199"
10.1093_poq_nfr020,Comparing the accuracy of rdd telephone surveys and internet surveys conducted with probability and non-probability samples,"for more details on methods and analyses, see the supplementary data online at http://poq.oxfordjournals.org/.12 for more information on past findings gener- ated with the present studyõs commissioned surveys, see appendix 2. results accuracy of the 2004/2005 commissioned surveys pr"
10.1093_poq_nfr020,Comparing the accuracy of rdd telephone surveys and internet surveys conducted with probability and non-probability samples,"he earlier reported analyses have been corrected. supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references adams, swann arp, charles e. matthews, cara b. ebbeling, charity g. moore, joan e. cunning- ham, jeanette fulton, and james r. hebert. 2005. ‘‘the effect of soci"
10.1093_poq_nfr021,Surveying the general public over the internet using address-based sampling and mail contact procedures,tion procedure for surveys of the general public. supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references american association for public opinion research (aapor). 2010. ‘‘standard definitions: final dispositions of case codes and outcome rates for surveys.’’ http://
10.1093_poq_nfr023,Address-based sampling for subpopulation surveys,ost effective methods for two-phase mail surveys. supplementary data supplementary data are freely available online at http://poq.oxfordjournals. org/. references aapor cell phone task force. 2008. ‘‘guidelines and considerations for survey researchers when planning and conducting rdd and other telephone surveys in the un
10.1093_poq_nfr024,Political norms and the private act of voting,"strongly disagree) 1 2 3 4 5 6 7 (strongly agree) supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references alvarez, r. michael, thad e. hall, and morgan h. llewellyn. 2008. ‘‘are americans confident their ballots are counted?’’ journal of politics 70:754–66. ansolabeh"
10.1093_poq_nfr025,Distinguishing between most important problems and issues?,"he mean- time, users of the measures need beware. supplementary data supplementary data are freely available online at http://poq.oxfordjournals. org/. references behr, roy l., and shanto iyengar. 1985. ‘‘television news, real-world cues, and changes in the public agenda.’’ public opinion quarterly 49:38–57. bélanger, é"
10.1093_poq_nfr035,Sample size for cognitive interview pretesting,h and the potential for important advances large. supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. cognitive interview sample size 657 downloaded from https://academic.oup.com/poq/article/75/4/636/1821509 by australian national university user on 07 august 2021 reference
10.1093_poq_nfr038,Assessing the racial views of white conservative protestants,"uresa attributions for racial inequality religion supplementary data supplementary data are freely available online at http://poq.oxfordjournals. org/. mean standard deviation anti-structuralism 1.611 .399 individualism 1.502 .500 frequency denominationally defined religion conservative protestant 1,839 mainline protestan"
10.1093_poq_nfr053,Public opinion and american democracy,"r which the public holds its leaders accountable. supplementary data supplementary data are freely available online at http://poq.oxfordjournals. org/. references (a more extensive bibliography is available as supplementary data online) abramowitz, alan i. 2010. the disappearing center: engaged citizens, polarization, and"
10.1093_poq_nfr064,A time-series analysis of external efficacy,"http://www.sca.isr.umich.edu/documents. php?c¼i). supplementary data supplementary data are freely available online at http://poq.oxford journals.org/. references abramson, paul r., and john h. aldrich. 1982. ‘‘the decline of electoral participation in america.’’ american political science review 76:502–21. balch, george "
10.1093_poq_nfr065,Multiple imputation for unit nonresponse and measurement error,"ly imputed data are released as public use files. supplementary data supplementary data are freely available online at http://poq.oxfordjournals. org/. references aldworth, jeremy, lisa j. colpe, joseph c. gfroerer, scott p. novak, james r. chromy, peggy r. barker, kortnee barnett-walker, rhonda s. karg, katherine b. mort"
10.1093_poq_nfr066,"Does mentioning """"some people"""" and """"other people"""" in an opinion question improve measurement quality?","nk if everyone had been attentive to this debate. supplementary data supplementary data are freely available online at http://poq.oxfordjournals. org/. references american educational research association, american psychological association, and national council of measurement in education. 1999. standards for educational"
10.1093_poq_nfr067,Is success in obtaining contact and cooperation correlated with the magnitude of interviewer variance?,"e to survey error and to improve survey practice. supplementary data supplementary data are freely available online at http://poq.oxfordjournals. org/. references bates, douglas, and martin maechler. 2010. package ‘‘lme4.’’ version 0.999375-35 (http://lme4. r-forge.r-project.org/). biemer, paul. 2010. ‘‘total survey error"
10.1093_poq_nfs016,The consequences of partisanship in economic perceptions,"4/6–8/2008, 5/8–11/2008, 6/5–7/2008, 8/21–23/2008 supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references anderson, christopher j. 2007. “the end of economic voting? contingency dilemmas and the limits of democratic accountability.” annual review of political science"
10.1093_poq_nfs018,Local political knowledge and assessments of citizen competence,"me who won the general election for mayor?d (82%) supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references bennett, stephen e. 1988. “‘know-nothings’ revisited: the meaning of political ignorance today.” social science quarterly 69:476–90. ———. 1996. “‘know-nothings’ "
10.1093_poq_nfs019,Who watches presidential debates?: measurement problems in campaign effects research,"recording media ­ exposure of survey respondents. supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references ansolabehere, stephen, and shanto iyengar. 1998. “message forgotten: misreporting in surveys and the bias toward minimal effects.” unpublished manuscript. baum, "
10.1093_poq_nfs020,Differences by survey language and mode among chinese respondents to a cahps health plan survey," national university library user on 28 july 2021 supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references aroian, karen j., bei wu, and thanh v. tran. 2005. “health care and social service use among chinese immigrant elders.” research in nursing & health 28(2):95–105"
10.1093_poq_nfs022,Changing same-sex marriage attitudes in america from 1988 through 2010," 4. for information on multicollinearity, see the supplementary data online. downloaded from https://academic.oup.com/poq/article/76/2/364/1819280 by universität heidelberg user on 22 july 2021 baunach 374 table 4. decomposition of change in approval of same-sex marriage variables change in coeff"
10.1093_poq_nfs022,Changing same-sex marriage attitudes in america from 1988 through 2010,"he liberalization of same-sex marriage attitudes. supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references adam, barry d. 2003. “the defense of marriage act and american exceptionalism: the ‘same- sex marriage’ panic in the united states.” journal of the history of se"
10.1093_poq_nfs025,Interview mode effects: the case of exit polls and early voting,"the right experience caring about people like you supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references bishop, george f., and bonnie s. fisher. 1995. “‘secret ballots’ and self-reports in an exit-poll experiment.” public opinion quarterly 59:568–88. bowling, ann. "
10.1093_poq_nfs037,Recruiting a probability sample for an online panel," homepage at www.lisspanel.nl. with kind regards, supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references bellizzi, joseph h., and robert e. hite. 1986. “face-to-face advance contact and monetary incentives effects on mail survey return rates, response differences, a"
10.1093_poq_nfs038,"Affect, not ideology"," these possible explanations more systematically. supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references abramowitz, alan. 2010. the disappearing center: engaged citizens, polarization, and american democracy. new haven, ct: yale university press. abramowitz, alan i"
10.1093_poq_nfs045,Toward a more reliable implementation of ideology in measures of public opinion," national university library user on 20 july 2021 supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references alvarez, r. michael, and john brehm. 2002. hard choices, easy answers: values, information, and american public opinion. princeton, nj: princeton university pres"
10.1093_poq_nfs046,The impact of mobile phones on survey measurement error,"income (q29, q30) < 3,600 euros or > 16,300 euros supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references belli, robert f., a. regula herzog, and john van howeyk. 1999. “scale simplification of expectations for survival: cognitive ability and the quality of survey re"
10.1093_poq_nfs048,How citizens respond to combat casualties,"re brought to bear on policymakers in washington. supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references aldrich, john, christopher gelpi, peter feaver, jason reifler, and kristin sharp. 2006. “foreign policy and the electoral connection.” annual review of political"
10.1093_poq_nfs049,Does biology justify ideology? The politics of genetic attribution,"rse coded; “very religious” at high end of scale) supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references abramowitz, alan i. 2011. the disappearing center: engaged citizens, polarization, and american democracy. new haven, ct: yale university press. alper, joseph s."
10.1093_poq_nfs050,Improving response rates for spanish speakers in two-phase mail surveys,rithm and auxiliary data from the sampling frame. supplementary data supplementary data are freely available online at http://poq.oxfordjournals. org/. references american association for public opinion research (aapor). 2011. standard definitions: final dispositions of case codes and outcome rates for surveys. available 
10.1093_poq_nfs051,Is implicit prejudice against blacks politically consequential? Evidence from the amp,30.4 percent. this reflects an overall e of.791.” supplementary data supplementary data are freely available online at http://poq.oxfordjournals. org/. is implicit prejudice politically consequential? 321 downloaded from https://academic.oup.com/poq/article/77/1/305/1816315 by australian national university user on 04 aug
10.1093_poq_nfs052,To whom do people think representatives should respond: their district or the country?,"stralian national university user on 20 july 2021 supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references asher, herbert. 2007. polling and the public: what every citizen should know. 7th ed. washington, dc: cq press. buhrmester, michael, tracy kwang, and samuel d. g"
10.1093_poq_nfs053,Faith or doctrine? Religion and support for political violence in pakistan,"/76/4/688/1909497 by library user on 19 july 2021 supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references afsaruddin, asma. 2007. “views of jihad throughout history.” religion compass 1:165–69. ahmad, imtiaz, and helmut reifeld. 2004. lived islam in south asia. new d"
10.1093_poq_nfs054,Assessing the programmatic equivalence assumption in question wording experiments,raphics for both samples are listed in the online supplementary materials. huber and paris 388 downloaded from https://academic.oup.com/poq/article/77/1/385/1816687 by the australian national university user on 26 july 2021 question about spending priorities from the general social survey (gss). results from both 
10.1093_poq_nfs054,Assessing the programmatic equivalence assumption in question wording experiments, for all six program categories are in the online supplementary materials. huber and paris 392 downloaded from https://academic.oup.com/poq/article/77/1/385/1816687 by the australian national university user on 26 july 2021 in our experiment display large and statistically significant differences in which programs
