result_title,result_doi,result_authors,result_dataverse,search_title,search_doi,diff,clean_result,clean_search,diff2
"Minister Turnover, Critical Events, and Presidentialism",doi:10.7910/DVN/29026,"c(""Camerlo, Marcelo"", ""Perez-Linan, Anibal"")",The Journal of Politics Dataverse,"Minister turnover, critical events, and the electoral calendar in presidential democracies",10.1086/681028,0.169023569023569,"minister turnover, critical events, and presidentialism","minister turnover, critical events, and the electoral calendar in presidential democracies",0.169023569023569
Replication Data for: Casual Physical Contact and Out-group Bias: Experimental Evidence from Afghanistan,doi:10.7910/DVN/3TTQL2,"c(""Condra, Luke N."", ""Linardi, Sera"")",The Journal of Politics Dataverse,Casual contact and ethnic bias: experimental evidence from afghanistan,10.1086/703380,0.203689280590285,casual physical contact and out-group bias experimental evidence from afghanistan,casual contact and ethnic bias experimental evidence from afghanistan,0.206578487060137
"Replication Data for: Clayton and Zetterberg ""Quota Shocks: Electoral Gender Quotas and Government Spending Priorities Worldwide""",doi:10.7910/DVN/XWAREK,"c(""Clayton, Amanda"", ""Zetterberg, P�r"")",The Journal of Politics Dataverse,Quota shocks: electoral gender quotas and government spending priorities worldwide,10.1086/697251,0.232353164653142,clayton and zetterberg quota shocks electoral gender quotas and government spending priorities worldwide,quota shocks electoral gender quotas and government spending priorities worldwide,0.232154162709718
"Replication Data for: ""Executive Power and Economic Accountability"" by Ryan E. Carlin and Shane P. Singh",doi:10.7910/DVN/U1CB0K,"Singh, Shane",The Journal of Politics Dataverse,Executive power and economic accountability,10.1086/682235,0.158536585365854,executive power and economic accountability by ryan e. carlin and shane p. singh,executive power and economic accountability,0.154166666666667
Replication Data for: Wanting What is Fair:  How Party Cues and Information about Income Inequality Affect Public Support for Taxes,doi:10.7910/DVN/XAWZVS,"c(""Boudreau, Cheryl"", ""MacKenzie, Scott A."")",The Journal of Politics Dataverse,Wanting what is fair: how party cues and information about income inequality affect public support for taxes,10.1086/694784,0.124971684222449,wanting what is fair  how party cues and information about income inequality affect public support for taxes,wanting what is fair how party cues and information about income inequality affect public support for taxes,0.126139379254644
"Replication Data for: Sharing the Risk?  Households, labor market vulnerability and social policy preferences in Western Europe",doi:10.7910/DVN/VVCGN3,"Schwander, Hanna",The Journal of Politics Dataverse,"Sharing the risk? Households, labor market vulnerability, and social policy preferences in western europe",10.1086/686972,0.134554334554335,"sharing the risk?  households, labor market vulnerability and social policy preferences in western europe","sharing the risk? households, labor market vulnerability, and social policy preferences in western europe",0.134554334554335
"Replication Code for: ""Past Place, Present Prejudice: The Impact of Adolescent Racial Context on White Racial Attitudes""",doi:10.7910/DVN/WKIJST,"c(""Hopkins, Daniel"", ""Goldman, Seth"")",The Journal of Politics Dataverse,"Past place, present prejudice: the impact of adolescent racial context on white racial attitudes",10.1086/706461,0.215972222222222,"replication code for past place, present prejudice the impact of adolescent racial context on white racial attitudes","past place, present prejudice the impact of adolescent racial context on white racial attitudes",0.209467634603751
Replication Data for: Show Me Your Friends: Evidence from a Survey Experiment on the Effect of Coalition Signals,doi:10.7910/DVN/ZUE1BI,"c(""Mu�oz, Jordi"", ""Falc�-Gimeno, Albert"")",The Journal of Politics Dataverse,Show me your friends: a survey experiment on the effect of coalition signals,10.1086/693369,0.161500974658869,show me your friends evidence from a survey experiment on the effect of coalition signals,show me your friends a survey experiment on the effect of coalition signals,0.16354556803995
It's Nothing Personal:   The Decline of the Incumbency Advantage in U.Sl House Elections,doi:10.7910/DVN/29559,"Jacobson, Gary",The Journal of Politics Dataverse,It's nothing personal: the decline of the incumbency advantage in us house elections,10.1086/681670,0.120310245310245,it's nothing personal   the decline of the incumbency advantage in u.sl house elections,it's nothing personal the decline of the incumbency advantage in us house elections,0.121751373309329
The Functional Structure of Government Dataverse,,NULL,,Does pension plan structure affect turnover patterns?,10.1093/jopart/muw035,0.237150187704159,the functional structure of government dataverse,does pension plan structure affect turnover patterns?,0.237150187704159
erratum.txt,,NULL,,Erratum,10.1093/jopart/mux005,0.121212121212121,erratum.txt,erratum,0.121212121212121
Reconsidering Moral Issues in Politics,doi:10.7910/DVN/24571,"Ryan, Timothy J.",Timothy Ryan Dataverse,Reconsidering classic foundations,10.1093/jopart/muu085,0.209652920179236,reconsidering moral issues in politics,reconsidering classic foundations,0.209652920179236
erratum.txt,,NULL,,Erratum,10.1093/jopart/mup031,0.121212121212121,erratum.txt,erratum,0.121212121212121
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1093/jopart/muq003,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
FAREWELL BLUES.sib,,NULL,,Farewell,10.1093/jopart/muq087,0.185185185185185,farewell blues.sib,farewell,0.185185185185185
erratum.txt,,NULL,,Erratum,10.1093/jopart/muq091,0.121212121212121,erratum.txt,erratum,0.121212121212121
Data Analysis Class A Castillo,doi:10.7910/DVN/25055,Castillo Anabel,Applied Data Analysis Dataverse,Data analysis for mpa students,10.1093/jopart/mut043,0.23968253968254,data analysis class a castillo,data analysis for mpa students,0.23968253968254
Public Administration,,NULL,,Public administration needs more ethnography,10.1093/jopart/muy042,0.174242424242424,public administration,public administration needs more ethnography,0.174242424242424
Replication Data for: Voter Confidence: How to Measure It and How It Differs from Government Support Dataverse,,NULL,,How institutional culture trumps tier effects: evidence from government responsiveness to foi requests,10.1093/jopart/muy039,0.238105032222679,voter confidence how to measure it and how it differs from government support dataverse,how institutional culture trumps tier effects evidence from government responsiveness to foi requests,0.238734218249411
Public Administration,,NULL,,Public administration theories: instrumental and value rationality,10.1093/jopart/muv050,0.227272727272727,public administration,public administration theories instrumental and value rationality,0.225641025641026
Replication Data for: The Use of Text as Data Methods in Public Administration: A Review and an Application to Agency Priorities (Journal of Public Administration Research and Theory),doi:10.7910/DVN/HNURSV,"Hollibaugh, Gary",Harvard Dataverse,The use of text as data methods in public administration: a review and an application to agency priorities,10.1093/jopart/muy045,0.113871635610766,the use of text as data methods in public administration a review and an application to agency priorities (journal of public administration research and theory),the use of text as data methods in public administration a review and an application to agency priorities,0.114583333333333
The Expectancy-Disconfirmation Model and Citizen Satisfaction with Public Services: A Meta-analysis and an Agenda for Best Practice,,NULL,,"Expectations, disconfirmation, and citizen satisfaction with the us federal government: testing and expanding the model",10.1093/jopart/mus012,0.227386287944531,the expectancy-disconfirmation model and citizen satisfaction with public services a meta-analysis and an agenda for best practice,"expectations, disconfirmation, and citizen satisfaction with the us federal government testing and expanding the model",0.230984458103102
Causal Inference with Complex Survey Designs Dataverse,,NULL,,Causal inference methods: lessons from applied microeconomics,10.1093/jopart/muy067,0.23795790325845,causal inference with complex survey designs dataverse,causal inference methods lessons from applied microeconomics,0.233950617283951
"Replication For: ""Does green taxation drive countries toward the carbon efficiency frontier?""",doi:10.7910/DVN/SH8AFG,"c(""B�hmelt, Tobias"", ""Farzad, Vaziri"", ""Ward, Hugh"")",Journal of Public Policy Dataverse,Does green taxation drive countries towards the carbon efficiency frontier?,10.1017/s0143814x17000162,0.234706965029546,replication for does green taxation drive countries toward the carbon efficiency frontier?,does green taxation drive countries towards the carbon efficiency frontier?,0.225865865865866
Replication Data for: How Do Social Security Expenditures Vary by State?,doi:10.7910/DVN/RDOUJV,"Corder, Kevin",Journal of Public Policy Dataverse,How do social security expenditures vary by state? The surprising impact of unemployment,10.1017/s0143814x17000277,0.143939393939394,how do social security expenditures vary by state?,how do social security expenditures vary by state? the surprising impact of unemployment,0.143939393939394
Lessons Learned:  How Parents Respond to School Mandates and Sanctions,doi:10.7910/DVN/YJYPFE,"Lavery, Lesley",Journal of Public Policy Dataverse,Lessons learned: how parents respond to school mandates and sanctions,10.1017/s0143814x16000143,0.106211180124224,lessons learned  how parents respond to school mandates and sanctions,lessons learned how parents respond to school mandates and sanctions,0.107772094344984
Replication Data to ''Explaining varying lobbying styles across the Atlantic An empirical test of the cultural and institutional explanations'',doi:10.7910/DVN/7UWPDI,"Beyers, Jan",Journal of Public Policy Dataverse,Explaining varying lobbying styles across the atlantic: an empirical test of the cultural and institutional explanations,10.1017/s0143814x16000052,0.211382898147604,replication data to ''explaining varying lobbying styles across the atlantic an empirical test of the cultural and institutional explanations'',explaining varying lobbying styles across the atlantic an empirical test of the cultural and institutional explanations,0.208605120369826
Replication Data for: Does EU support contribute ecconomicaly successful PPPs? A panel data analysis of road PPP projects in Spain,doi:10.7910/DVN/SK3DGP,"Garrido, Laura",Harvard Dataverse,Does eu support contribute to economically successful public-private partnerships (ppps)? A panel data analysis of road ppp projects in spain,10.1017/s0143814x17000228,0.190668505384817,does eu support contribute ecconomicaly successful ppps? a panel data analysis of road ppp projects in spain,does eu support contribute to economically successful public-private partnerships (ppps)? a panel data analysis of road ppp projects in spain,0.190668505384818
Replication Data for: Choosing Lobbying Sides:  The General Data Protection Regulation of the EU,doi:10.7910/DVN/HKRSBN,"Chalmers, Adam",Journal of Public Policy Dataverse,Choosing lobbying sides: the general data protection regulation of the european union,10.1017/s0143814x18000223,0.153497615262321,choosing lobbying sides  the general data protection regulation of the eu,choosing lobbying sides the general data protection regulation of the european union,0.155522939769515
Replication Data for: Unequal benefits - diverging attitudes? Analyzing the effects of an unequal expansion of childcare provision on attitudes towards maternal employment across 18 European countries,doi:10.7910/DVN/BQHIOP,"Neimanns, Erik",Journal of Public Policy Dataverse,Unequal benefits – diverging attitudes? Analysing the effects of an unequal expansion of childcare provision on attitudes towards maternal employment across 18 european countries,10.1017/s0143814x19000333,0.129649727613211,unequal benefits - diverging attitudes? analyzing the effects of an unequal expansion of childcare provision on attitudes towards maternal employment across 18 european countries,unequal benefits – diverging attitudes? analysing the effects of an unequal expansion of childcare provision on attitudes towards maternal employment across 18 european countries,0.129649727613211
Policy convergence as a multi-faceted concept:  The case of renewable energy policies in the EU,doi:10.7910/DVN/DPHUCO,"c(""Soderholm, Patrik"", ""Sebasian Strunz"", ""Erik Gawel"", ""Paul Lehmann"")",Journal of Public Policy Dataverse,Policy convergence as a multifaceted concept: the case of renewable energy policies in the european union,10.1017/s0143814x17000034,0.123535789829183,policy convergence as a multi-faceted concept  the case of renewable energy policies in the eu,policy convergence as a multifaceted concept the case of renewable energy policies in the european union,0.124824014923534
Replication Data for: Europeanisation beyond the EU: Tobacco Advertisement Restrictions in Swiss Cantons,doi:10.7910/DVN/0T5AN0,"Trein, Philipp",Journal of Public Policy Dataverse,Europeanisation beyond the european union: tobacco advertisement restrictions in swiss cantons,10.1017/s0143814x16000167,0.138081646773915,europeanisation beyond the eu tobacco advertisement restrictions in swiss cantons,europeanisation beyond the european union tobacco advertisement restrictions in swiss cantons,0.139718571618213
erratum.txt,,NULL,,Erratum,10.1080/01402390.2016.1237972,0.121212121212121,erratum.txt,erratum,0.121212121212121
erratum.txt,,NULL,,Erratum,10.1080/21599165.2017.1321575,0.121212121212121,erratum.txt,erratum,0.121212121212121
erratum.txt,,NULL,,Erratum,10.1080/01402390.2017.1313181,0.121212121212121,erratum.txt,erratum,0.121212121212121
erratum.txt,,NULL,,Erratum,10.1080/01402390.2015.1082277,0.121212121212121,erratum.txt,erratum,0.121212121212121
erratum.txt,,NULL,,Erratum,10.1080/01402390.2015.1082272,0.121212121212121,erratum.txt,erratum,0.121212121212121
erratum.txt,,NULL,,Erratum,10.1080/01402390.2015.1123855,0.121212121212121,erratum.txt,erratum,0.121212121212121
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1080/01402390.2015.1115039,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
What is Letterlocking?,,NULL,,What is doctrine?,10.1080/01402390.2011.561104,0.183433600713013,what is letterlocking?,what is doctrine?,0.183433600713013
erratum.txt,,NULL,,Erratum,10.1080/01402390.2017.1401579,0.121212121212121,erratum.txt,erratum,0.121212121212121
erratum.txt,,NULL,,Erratum,10.1080/01402390.2017.1323620,0.121212121212121,erratum.txt,erratum,0.121212121212121
erratum.txt,,NULL,,Erratum,10.1080/01402390.2018.1513185,0.121212121212121,erratum.txt,erratum,0.121212121212121
erratum.txt,,NULL,,Erratum,10.1080/01402390.2018.1450111,0.121212121212121,erratum.txt,erratum,0.121212121212121
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1080/01402390.2016.1168011,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
erratum.txt,,NULL,,Erratum,10.1080/01402390.2012.757959,0.121212121212121,erratum.txt,erratum,0.121212121212121
Residential Moves Into and Away from Los Angeles Rail Transit Neighborhoods:  Adding Insight to the Gentrification and Displacement Debate,,NULL,,Civil–military relations and organisational preferences regarding the use of the military in chinese foreign policy: insights from the debate on mootw,10.1080/01402390.2018.1438892,0.23095652173913,residential moves into and away from los angeles rail transit neighborhoods  adding insight to the gentrification and displacement debate,civil–military relations and organisational preferences regarding the use of the military in chinese foreign policy insights from the debate on mootw,0.232719872271992
Social Science One,,NULL,,Social science and the cold war,10.1080/01402390.2015.1038900,0.167562724014337,social science one,social science and the cold war,0.167562724014337
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1080/01402390.2021.1917877,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
Dataverse and Replication Code: The Role of Education and Attitudes in Cooking Fuel Choice: Evidence from two states in India,,NULL,,The effect of instructional time reduction on educational attainment: evidence from the japanese curriculum standards revision,10.1016/j.jjie.2014.01.001,0.236893833753647,dataverse and replication code the role of education and attitudes in cooking fuel choice evidence from two states in india,the effect of instructional time reduction on educational attainment evidence from the japanese curriculum standards revision,0.239818888377563
International Model for Policy Analysis of Agricultural Commodities and Trade (IMPACT) Dataverse,,NULL,,International deflation risks under alternative macroeconomic policies,10.1016/j.jjie.2009.12.007,0.239375901875902,international model for policy analysis of agricultural commodities and trade (impact) dataverse,international deflation risks under alternative macroeconomic policies,0.239375901875902
Inflation expectations and macroeconomic data from Brazil,doi:10.7910/DVN/RZP6NS,"Schneiker, Daniel",Inflation Expectations and Macroeconomic Data Brazil Dataverse,"Inflation, expectation, and the real economy in japan",10.1016/j.jjie.2017.05.002,0.216425497706531,inflation expectations and macroeconomic data from brazil,"inflation, expectation, and the real economy in japan",0.216425497706531
Replication Data for: Gender Differences In How Scientists Present The Importance Of Their Research,doi:10.7910/DVN/YHJUCJ,"Lerchenmueller, Marc",BMJ - Gender Differences In How Scientists Present The Importance Of Their Research,Gender differences in career,10.1016/j.jjie.2019.04.001,0.229978354978355,gender differences in how scientists present the importance of their research,gender differences in career,0.229978354978355
"Replication Data for: ""Access to Modern Fuels and Satisfaction with Cooking Arrangements: Survey Evidence from Rural India""",doi:10.7910/DVN/39PEFW,"Baquie, Sandra","""Access to Modern Fuels and Satisfaction with Cooking Arrangements: Survey Evidence from Rural India"" Dataverse",Assessing the effects of reducing standard hours: regression discontinuity evidence from japan,10.1016/j.jjie.2016.12.002,0.222518984421239,access to modern fuels and satisfaction with cooking arrangements survey evidence from rural india,assessing the effects of reducing standard hours regression discontinuity evidence from japan,0.219392822552003
"International student evaluations, policy recommendations, and the teaching profession: Does context matter?",,NULL,,Does international trade competition influence candidates and voters? The case of japanese lower house elections,10.1016/j.jjie.2020.101091,0.241595887867818,"international student evaluations, policy recommendations, and the teaching profession does context matter?",does international trade competition influence candidates and voters? the case of japanese lower house elections,0.238855608647788
Does Regime Matter? The impacts of real exchange rate on employment in China Dataverse,,NULL,,Asymmetries and state dependence: the impact of macro surprises on intraday exchange rates,10.1016/j.jjie.2012.08.004,0.237541366335736,does regime matter? the impacts of real exchange rate on employment in china dataverse,asymmetries and state dependence the impact of macro surprises on intraday exchange rates,0.234378653060663
Political Science,,NULL,,Political science's \#metoo moment,10.1080/1554477x.2019.1563423,0.166666666666667,political science,political science's \#metoo moment,0.166666666666667
The Political Economy of Power-Sharing,,NULL,,"The political economy of violence against womenby true, jacqui",10.1080/1554477x.2015.1083738,0.224841039981358,the political economy of power-sharing,"the political economy of violence against womenby true, jacqui",0.224841039981358
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1080/1554477x.2013.835645,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
Gender and Family Ties in Latin American Legislatures,doi:10.7910/DVN/V9ER64,"c(""Schwindt-Bayer, Leslie A."", ""Vallejo, Agustin"", ""Cantu, Francisco"")",Politics & Gender,Gender and fiscal gridlock in the american states,10.1080/1554477x.2019.1663097,0.212236540074564,gender and family ties in latin american legislatures,gender and fiscal gridlock in the american states,0.212236540074564
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1080/1554477x.2021.1874185,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
Replication Data for: Voter Confidence: How to Measure It and How It Differs from Government Support Dataverse,,NULL,,The evolution of the korean wave how is the third generation different from previous ones?,10.29152/koiks.2020.51.1.125,0.232671957671958,voter confidence how to measure it and how it differs from government support dataverse,the evolution of the korean wave how is the third generation different from previous ones?,0.229319467250502
International cooperation Dataverse,,NULL,,Energy security and cooperation in northeast asia,10.1080/10163271003744462,0.218800247371676,international cooperation dataverse,energy security and cooperation in northeast asia,0.218800247371676
Presidential Impeachment and the New Political Instability in Latin America,,NULL,,Civilians and the military in latin america: the absence of incentives,10.1111/j.1548-2456.2013.00216.x,0.234814814814815,presidential impeachment and the new political instability in latin america,civilians and the military in latin america the absence of incentives,0.230466988727858
Replication Data for:  Understanding Segmentation in Rural Electricity Markets: Evidence from India,doi:10.7910/DVN/TDMTRV,"c(""Thomas, Daniel"", ""Agrawal, Shalu"", ""Harish, S P"", ""Mahajan, Aseem"", ""Urpelainen, Johannes"")",Replication material for: Understanding Segmentation in Rural Electricity Markets: Evidence from India,Elites and turnovers in authoritarian enclaves: evidence from mexico,10.1017/lap.2018.4,0.235976563800393,understanding segmentation in rural electricity markets evidence from india,elites and turnovers in authoritarian enclaves evidence from mexico,0.239613952097437
Data for: “Grassroots bureaucracy: Intergovernmental relations and popular mobilization in Brazil's AIDS policy sector”,doi:10.5064/F6SF2T3N,"Rich, Jessica",QDR Harvested Dataverse,Grassroots bureaucracy: intergovernmental relations and popular mobilization in brazil's aids policy sector,10.1111/j.1548-2456.2013.00191.x,0.192491950051048,data for grassroots bureaucracy intergovernmental relations and popular mobilization in brazil's aids policy sector”,grassroots bureaucracy intergovernmental relations and popular mobilization in brazil's aids policy sector,0.185968336586424
Replication Data for: Does the Electoral Rule Matter for Political Polarization? The Case of Brazilian Legislative Chambers,doi:10.7910/DVN/RUEF38,Rodolpho Bernabel,Brazilian Political Science Review,A reversal of political fortune: the transitional dynamics of conservative rule in the brazilian northeast,10.1111/j.1548-2456.2012.00141.x,0.241003154799262,does the electoral rule matter for political polarization? the case of brazilian legislative chambers,a reversal of political fortune the transitional dynamics of conservative rule in the brazilian northeast,0.238337686096058
Replication data for: Elite Preferences in a Consolidating Democracy,doi:10.7910/DVN/O4WNGZ,"c(""Power, Timothy"", ""Zucco, Cesar"")",Cesar Zucco Dataverse,"Elite preferences in a consolidating democracy: the brazilian legislative surveys, 1990–2009",10.1111/j.1548-2456.2012.00161.x,0.166666666666667,elite preferences in a consolidating democracy,"elite preferences in a consolidating democracy the brazilian legislative surveys, 1990–2009",0.164835164835165
erratum.txt,,NULL,,Erratum,10.1111/lsq.12149,0.121212121212121,erratum.txt,erratum,0.121212121212121
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.3162/036298010790821987,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.3162/036298010791170178,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.3162/036298010792069206,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.3162/036298010793322393,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
erratum.txt,,NULL,,Erratum,10.1111/lsq.12166,0.121212121212121,erratum.txt,erratum,0.121212121212121
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1111/lsq.12000,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1111/lsq.12008,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1111/lsq.12015,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1111/lsq.12022,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1111/lsq.12037,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
Replication Data for: Ideological Congruence and Socio-Economic Inequality,doi:10.7910/DVN/EFGYC9,"c(""Schakel, Wouter"", ""Hakhverdian, Armen"")",Harvard Dataverse,Ideological congruence: illusion or imperfection?,10.1111/lsq.12177,0.183150183150183,ideological congruence and socio-economic inequality,ideological congruence illusion or imperfection?,0.177197802197802
"Replication Data for: “Parliamentary  Questions,  Oversight,  and  National  Opposition  Status  in  the  European  Parliament”",doi:10.7910/DVN/SWUYZR,"c(""Slapin, Jonathan"", ""Jensen, Christian B."", ""Proksch, Sven-Oliver"")",Jonathan Slapin Dataverse,"Parliamentary questions, oversight, and national opposition status inthe european parliament",10.1111/lsq.12013,0.160835058661146,"parliamentary  questions,  oversight,  and  national  opposition  status  in  the  european  parliament”","parliamentary questions, oversight, and national opposition status inthe european parliament",0.158026755852843
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1111/lsq.12039,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1111/lsq.12046,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
"Replication Data for: “Party  Strategies,  Constituency  Links,  and  Legislative  Speech”",doi:10.7910/DVN/HJF8UO,"Slapin, Jonathan",Jonathan Slapin Dataverse,"Party strategies, constituency links, and legislative speech",10.1111/lsq.12174,0.169771241830065,"party  strategies,  constituency  links,  and  legislative  speech”","party strategies, constituency links, and legislative speech",0.165381426202322
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1111/lsq.12071,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1111/lsq.12078,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1111/lsq.12103,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1111/lsq.12062,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1111/lsq.12086,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1111/j.1939-9162.2011.00024.x,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
Replication Data for: “Balancing  Competing  Demands:  Position  Taking  and  Election  Proximity  in  the  European  Parliament”,doi:10.7910/DVN/PAW3RR,"c(""Slapin, Jonathan"", ""Lindstaedt, Rene"", ""Vander Wielen, Ryan J."")",Jonathan Slapin Dataverse,Balancing competing demands: position taking and election proximity in the european parliament,10.1111/j.1939-9162.2010.00003.x,0.162838867899516,balancing  competing  demands  position  taking  and  election  proximity  in  the  european  parliament”,balancing competing demands position taking and election proximity in the european parliament,0.159959037378392
Replication Data for: The Influence of Cause and Sectional Group Lobbying on Government Responsiveness,doi:10.7910/DVN/SEY6PL,"c(""Hopkins, Vincent"", ""Kl�ver, Heike"", ""Pickup, Mark"")",Replication Data for: The Influence of Cause and Sectional Group Lobbying on Government Responsiveness,The influence of lobbying activityin state legislatures: evidence from wisconsin,10.1111/j.1939-9162.2011.00027.x,0.235353535353535,the influence of cause and sectional group lobbying on government responsiveness,the influence of lobbying activityin state legislatures evidence from wisconsin,0.231872522695308
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1111/j.1939-9162.2011.00032.x,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1111/j.1939-9162.2012.00055.x,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1111/j.1939-9162.2012.00047.x,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1111/j.1939-9162.2010.00001.x,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1111/j.1939-9162.2011.00009.x,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1111/j.1939-9162.2011.00017.x,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1111/j.1939-9162.2012.00040.x,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
"A Field Experiment of Race, Gender, and Parental Status Discrimination in the United States",doi:10.7910/DVN/4TTCEY,"Pedulla, David","A Field Experiment of Race, Gender, and Parental Status Discrimination in the United States",A field experiment on the effects of ethnicity and socioeconomic status on the quality of representation,10.1111/lsq.12230,0.22956948115176,"a field experiment of race, gender, and parental status discrimination in the united states",a field experiment on the effects of ethnicity and socioeconomic status on the quality of representation,0.22956948115176
erratum.txt,,NULL,,Erratum,10.1080/03003930.2016.1167393,0.121212121212121,erratum.txt,erratum,0.121212121212121
Political Party Database Round 1a,doi:10.7910/DVN/0NM7KZ,"c(""Thomas Poguntke"", ""Susan Scarrow"", ""Paul Webb"")",Political Party Database  Dataverse,Political parties in the uk,10.1080/03003930.2012.698465,0.225869809203143,political party database round 1a,political parties in the uk,0.225869809203143
